,Tarih,Saat,Toplam (MWh),ISPARTA WindSpeed(m/s)
11201,13.05.2019,17:00,0.0,0j
11202,13.05.2019,18:00,0.21,(1.413313857711818+0j)
11203,13.05.2019,19:00,0.07,(0.9799370974404779+0j)
11204,13.05.2019,20:00,0.9,(2.295688835723126+0j)
11205,13.05.2019,21:00,2.43,(3.196693099602595+0j)
11206,13.05.2019,22:00,3.63,(3.6542736027057368+0j)
11207,13.05.2019,23:00,6.14,(4.353998844254713+0j)
11208,14.05.2019,00:00,3.35,(3.5577911847957044+0j)
11209,14.05.2019,01:00,3.76,(3.6973860701181245+0j)
11210,14.05.2019,02:00,4.71,(3.985711148502362+0j)
11211,14.05.2019,03:00,9.93,(5.110718201953816+0j)
11212,14.05.2019,04:00,6.66,(4.473597723899788+0j)
11213,14.05.2019,05:00,8.66,(4.882828637833385+0j)
11214,14.05.2019,06:00,11.33,(5.340420926190057+0j)
11215,14.05.2019,07:00,8.88,(4.923831408379231+0j)
11216,14.05.2019,08:00,7.42,(4.637673327209252+0j)
11217,14.05.2019,09:00,5.28,(4.140411376565455+0j)
11218,14.05.2019,10:00,2.18,(3.083076849905474+0j)
11219,14.05.2019,11:00,2.73,(3.323173898274237+0j)
11220,14.05.2019,12:00,4.26,(3.8545059352589988+0j)
11221,14.05.2019,13:00,4.66,(3.971557225502743+0j)
11222,14.05.2019,14:00,2.13,(3.0593233882239015+0j)
11223,14.05.2019,15:00,1.12,(2.469286753276283+0j)
11224,14.05.2019,16:00,2.03,(3.0106772325801314+0j)
11225,14.05.2019,17:00,7.12,(4.574309195417932+0j)
11226,14.05.2019,18:00,7.72,(4.699351738982604+0j)
11227,14.05.2019,19:00,8.94,(4.934896235269889+0j)
11228,14.05.2019,20:00,8.01,(4.757473279513206+0j)
11229,14.05.2019,21:00,3.35,(3.5577911847957044+0j)
11230,14.05.2019,22:00,1.78,(2.881634222017367+0j)
11231,14.05.2019,23:00,0.26,(1.5175976138600946+0j)
11232,15.05.2019,00:00,0.0,0j
11233,15.05.2019,01:00,0.0,0j
11234,15.05.2019,02:00,0.0,0j
11235,15.05.2019,03:00,1.52,(2.733883780036743+0j)
11236,15.05.2019,04:00,2.07,(3.030323316893057+0j)
11237,15.05.2019,05:00,1.47,(2.703572149461276+0j)
11238,15.05.2019,06:00,1.36,(2.6343804119497936+0j)
11239,15.05.2019,07:00,2.2,(3.0924765326066193+0j)
11240,15.05.2019,08:00,2.65,(3.2903907607237133+0j)
11241,15.05.2019,09:00,6.39,(4.412307842097327+0j)
11242,15.05.2019,10:00,22.01,(6.663548042608616+0j)
11243,15.05.2019,11:00,31.13,(7.479832844908509+0j)
11244,15.05.2019,12:00,26.09,(7.052182544525532+0j)
11245,15.05.2019,13:00,24.75,(6.929319505919972+0j)
11246,15.05.2019,14:00,26.51,(7.089823576084447+0j)
11247,15.05.2019,15:00,22.99,(6.761014117870513+0j)
11248,15.05.2019,16:00,24.68,(6.92278064566785+0j)
11249,15.05.2019,17:00,24.5,(6.90590946429563+0j)
11250,15.05.2019,18:00,21.81,(6.643303202537227+0j)
11251,15.05.2019,19:00,13.88,(5.714286456851945+0j)
11252,15.05.2019,20:00,11.68,(5.394855292241032+0j)
11253,15.05.2019,21:00,13.67,(5.685321437229882+0j)
11254,15.05.2019,22:00,2.89,(3.386866928018581+0j)
11255,15.05.2019,23:00,0.09,(1.0655643665341983+0j)
11256,16.05.2019,00:00,2.67,(3.2986477357723696+0j)
11257,16.05.2019,01:00,3.89,(3.739515917372755+0j)
11258,16.05.2019,02:00,6.04,(4.330232001622365+0j)
11259,16.05.2019,03:00,9.29,(4.998473842076377+0j)
11260,16.05.2019,04:00,13.27,(5.6293185707165785+0j)
11261,16.05.2019,05:00,8.61,(4.873413210233716+0j)
11262,16.05.2019,06:00,2.03,(3.0106772325801314+0j)
11263,16.05.2019,07:00,0.0,0j
11264,16.05.2019,08:00,0.0,0j
11265,16.05.2019,09:00,0.0,0j
11266,16.05.2019,10:00,0.0,0j
11267,16.05.2019,11:00,0.5,(1.8872185085220108+0j)
11268,16.05.2019,12:00,2.57,(3.256941016230765+0j)
11269,16.05.2019,13:00,5.49,(4.194591127275923+0j)
11270,16.05.2019,14:00,9.49,(5.034089391926058+0j)
11271,16.05.2019,15:00,8.26,(4.8064622401339445+0j)
11272,16.05.2019,16:00,14.79,(5.836532529503214+0j)
11273,16.05.2019,17:00,13.84,(5.708791947255147+0j)
11274,16.05.2019,18:00,8.82,(4.912716626993536+0j)
11275,16.05.2019,19:00,3.32,(3.547139051626462+0j)
11276,16.05.2019,20:00,2.97,(3.417834286478697+0j)
11277,16.05.2019,21:00,1.44,(2.685053950828665+0j)
11278,16.05.2019,22:00,0.01,(0.5122699165896111+0j)
11279,16.05.2019,23:00,2.52,(3.235681004241423+0j)
11280,17.05.2019,00:00,36.57,(7.892365191346985+0j)
11281,17.05.2019,01:00,8.61,(4.873413210233716+0j)
11282,17.05.2019,02:00,12.41,(5.504984656920354+0j)
11283,17.05.2019,03:00,14.86,(5.845726002777792+0j)
11284,17.05.2019,04:00,9.69,(5.069207997801118+0j)
11285,17.05.2019,05:00,7.03,(4.5549536358494365+0j)
11286,17.05.2019,06:00,6.91,(4.528887522174775+0j)
11287,17.05.2019,07:00,7.75,(4.705431114116756+0j)
11288,17.05.2019,08:00,11.61,(5.384056296523537+0j)
11289,17.05.2019,09:00,18.86,(6.3291601041437+0j)
11290,17.05.2019,10:00,27.11,(7.1429129629241395+0j)
11291,17.05.2019,11:00,42.09,(8.271009017042573+0j)
11292,17.05.2019,12:00,58.94,(9.253419039160066+0j)
11293,17.05.2019,13:00,58.9,(9.251325268517451+0j)
11294,17.05.2019,14:00,56.42,(9.119615883598481+0j)
11295,17.05.2019,15:00,59.26,(9.270135198857743+0j)
11296,17.05.2019,16:00,58.59,(9.235066315380289+0j)
11297,17.05.2019,17:00,59.24,(9.269092204339618+0j)
11298,17.05.2019,18:00,54.86,(9.034777330113352+0j)
11299,17.05.2019,19:00,43.06,(8.334064568970456+0j)
11300,17.05.2019,20:00,14.89,(5.849657225215365+0j)
11301,17.05.2019,21:00,3.94,(3.7554696767414004+0j)
11302,17.05.2019,22:00,3.1,(3.466991287817731+0j)
11303,17.05.2019,23:00,10.23,(5.161675881345579+0j)
11304,18.05.2019,00:00,6.32,(4.396136935304092+0j)
11305,18.05.2019,01:00,1.8,(2.8923866881362197+0j)
11306,18.05.2019,02:00,1.63,(2.7983028868664372+0j)
11307,18.05.2019,03:00,0.56,(1.9598741948809557+0j)
11308,18.05.2019,04:00,0.16,(1.2908393022782838+0j)
11309,18.05.2019,05:00,0.22,(1.4354004541956449+0j)
11310,18.05.2019,06:00,2.19,(3.0877838447712636+0j)
11311,18.05.2019,07:00,12.65,(5.540245728161461+0j)
11312,18.05.2019,08:00,13.1,(5.605176393207674+0j)
11313,18.05.2019,09:00,14.98,(5.861419302245411+0j)
11314,18.05.2019,10:00,22.19,(6.681663803817834+0j)
11315,18.05.2019,11:00,23.43,(6.803874306023018+0j)
11316,18.05.2019,12:00,21.87,(6.649389603745006+0j)
11317,18.05.2019,13:00,26.63,(7.100505059016941+0j)
11318,18.05.2019,14:00,14.44,(5.790124696045775+0j)
11319,18.05.2019,15:00,22.46,(6.708654659786811+0j)
11320,18.05.2019,16:00,27.99,(7.21937861279128+0j)
11321,18.05.2019,17:00,25.98,(7.042257504799908+0j)
11322,18.05.2019,18:00,42.68,(8.309476347378963+0j)
11323,18.05.2019,19:00,29.74,(7.366804992871322+0j)
11324,18.05.2019,20:00,14.18,(5.755162570546919+0j)
11325,18.05.2019,21:00,7.77,(4.70947531990136+0j)
11326,18.05.2019,22:00,4.85,(4.024816628239213+0j)
11327,18.05.2019,23:00,6.18,(4.363433324120932+0j)
11328,19.05.2019,00:00,9.32,(5.003848549272986+0j)
11329,19.05.2019,01:00,18.76,(6.317954060689309+0j)
11330,19.05.2019,02:00,8.96,(4.938573506552566+0j)
11331,19.05.2019,03:00,3.57,(3.6340279041565706+0j)
11332,19.05.2019,04:00,3.3,(3.54000193163674+0j)
11333,19.05.2019,05:00,1.42,(2.6725651472632648+0j)
11334,19.05.2019,06:00,0.15,(1.2633662536095618+0j)
11335,19.05.2019,07:00,0.01,(0.5122699165896111+0j)
11336,19.05.2019,08:00,0.0,0j
11337,19.05.2019,09:00,0.0,0j
11338,19.05.2019,10:00,0.01,(0.5122699165896111+0j)
11339,19.05.2019,11:00,0.77,(2.179360594717906+0j)
11340,19.05.2019,12:00,2.48,(3.2184696095535137+0j)
11341,19.05.2019,13:00,1.84,(2.9136550011210214+0j)
11342,19.05.2019,14:00,4.55,(3.940058329475925+0j)
11343,19.05.2019,15:00,9.15,(4.973237698560385+0j)
11344,19.05.2019,16:00,17.58,(6.182609391981943+0j)
11345,19.05.2019,17:00,23.22,(6.783485861809037+0j)
11346,19.05.2019,18:00,33.3,(7.649744502976256+0j)
11347,19.05.2019,19:00,17.43,(6.1649749282854165+0j)
11348,19.05.2019,20:00,21.15,(6.57560387845899+0j)
11349,19.05.2019,21:00,13.62,(5.678381340686243+0j)
11350,19.05.2019,22:00,6.37,(4.407699684340418+0j)
11351,19.05.2019,23:00,7.42,(4.637673327209252+0j)
11352,20.05.2019,00:00,8.09,(4.773259287449716+0j)
11353,20.05.2019,01:00,0.87,(2.2698923955695927+0j)
11354,20.05.2019,02:00,4.38,(3.8903638635526385+0j)
11355,20.05.2019,03:00,4.37,(3.8874009043991364+0j)
11356,20.05.2019,04:00,5.04,(4.076702607988751+0j)
11357,20.05.2019,05:00,1.9,(2.9449870271133274+0j)
11358,20.05.2019,06:00,0.67,(2.080608906640002+0j)
11359,20.05.2019,07:00,2.12,(3.054528202639569+0j)
11360,20.05.2019,08:00,2.05,(3.0205322201522264+0j)
11361,20.05.2019,09:00,3.67,(3.6676470928121616+0j)
11362,20.05.2019,10:00,9.23,(4.987689614740534+0j)
11363,20.05.2019,11:00,22.76,(6.738391992866316+0j)
11364,20.05.2019,12:00,31.3,(7.493423849396261+0j)
11365,20.05.2019,13:00,44.9,(8.451120602280392+0j)
11366,20.05.2019,14:00,36.64,(7.8973976718816505+0j)
11367,20.05.2019,15:00,38.57,(8.033696091186446+0j)
11368,20.05.2019,16:00,47.52,(8.612402725173869+0j)
11369,20.05.2019,17:00,42.19,(8.277554092985078+0j)
11370,20.05.2019,18:00,27.01,(7.134119512001708+0j)
11371,20.05.2019,19:00,16.64,(6.070390455440378+0j)
11372,20.05.2019,20:00,8.41,(4.835382684786223+0j)
11373,20.05.2019,21:00,6.51,(4.439756808372548+0j)
11374,20.05.2019,22:00,10.98,(5.2848536569572+0j)
11375,20.05.2019,23:00,13.84,(5.708791947255147+0j)
11376,21.05.2019,00:00,17.85,(6.214100305659665+0j)
11377,21.05.2019,01:00,6.21,(4.370482501681532+0j)
11378,21.05.2019,02:00,1.75,(2.865353455248787+0j)
11379,21.05.2019,03:00,5.13,(4.100825670055114+0j)
11380,21.05.2019,04:00,5.43,(4.179254276891297+0j)
11381,21.05.2019,05:00,3.55,(3.627228958614483+0j)
11382,21.05.2019,06:00,1.18,(2.5126163886188495+0j)
11383,21.05.2019,07:00,4.3,(3.8665325527716328+0j)
11384,21.05.2019,08:00,7.59,(4.672824220929852+0j)
11385,21.05.2019,09:00,12.45,(5.510892882176043+0j)
11386,21.05.2019,10:00,36.23,(7.867829930483501+0j)
11387,21.05.2019,11:00,12.87,(5.572178685389208+0j)
11388,21.05.2019,12:00,13.93,(5.721139769316749+0j)
11389,21.05.2019,13:00,31.62,(7.518874009027609+0j)
11390,21.05.2019,14:00,33.87,(7.6931449973475745+0j)
11391,21.05.2019,15:00,40.65,(8.175588718175277+0j)
11392,21.05.2019,16:00,55.55,(9.072497839882855+0j)
11393,21.05.2019,17:00,57.39,(9.171582154837143+0j)
11394,21.05.2019,18:00,44.58,(8.430995815641115+0j)
11395,21.05.2019,19:00,46.29,(8.537444877231241+0j)
11396,21.05.2019,20:00,50.96,(8.815399368680835+0j)
11397,21.05.2019,21:00,44.04,(8.396815727602807+0j)
11398,21.05.2019,22:00,41.95,(8.261828471462696+0j)
11399,21.05.2019,23:00,20.01,(6.4552720315765315+0j)
11400,22.05.2019,00:00,13.13,(5.609451891732881+0j)
11401,22.05.2019,01:00,19.94,(6.44773584990496+0j)
11402,22.05.2019,02:00,22.01,(6.663548042608616+0j)
11403,22.05.2019,03:00,22.62,(6.724547297582705+0j)
11404,22.05.2019,04:00,19.02,(6.347007671599632+0j)
11405,22.05.2019,05:00,17.73,(6.200143829014962+0j)
11406,22.05.2019,06:00,14.02,(5.733434520100518+0j)
11407,22.05.2019,07:00,9.42,(5.0216813747987965+0j)
11408,22.05.2019,08:00,11.19,(5.318333260794811+0j)
11409,22.05.2019,09:00,11.43,(5.356086668394577+0j)
11410,22.05.2019,10:00,9.86,(5.098680799571944+0j)
11411,22.05.2019,11:00,6.99,(4.546298121148585+0j)
11412,22.05.2019,12:00,11.7,(5.397932791649065+0j)
11413,22.05.2019,13:00,17.93,(6.223369907773595+0j)
11414,22.05.2019,14:00,9.5,(5.035856979638703+0j)
11415,22.05.2019,15:00,19.96,(6.449890841993861+0j)
11416,22.05.2019,16:00,28.79,(7.28751408805973+0j)
11417,22.05.2019,17:00,17.25,(6.143679508413185+0j)
11418,22.05.2019,18:00,6.55,(4.44883145152259+0j)
11419,22.05.2019,19:00,2.32,(3.1477109680618955+0j)
11420,22.05.2019,20:00,0.69,(2.101108836695412+0j)
11421,22.05.2019,21:00,1.77,(2.8762277661249143+0j)
11422,22.05.2019,22:00,7.56,(4.666659538019036+0j)
11423,22.05.2019,23:00,23.24,(6.7854329014859385+0j)
11424,23.05.2019,00:00,17.36,(6.156710876920192+0j)
11425,23.05.2019,01:00,27.17,(7.148178658132289+0j)
11426,23.05.2019,02:00,22.72,(6.734442172504757+0j)
11427,23.05.2019,03:00,17.72,(6.198977950117786+0j)
11428,23.05.2019,04:00,10.22,(5.1599934575362605+0j)
11429,23.05.2019,05:00,3.86,(3.7298779470147867+0j)
11430,23.05.2019,06:00,14.12,(5.747033799035371+0j)
11431,23.05.2019,07:00,22.73,(6.735430061938395+0j)
11432,23.05.2019,08:00,32.3,(7.572390927543823+0j)
11433,23.05.2019,09:00,25.23,(6.973828599404813+0j)
11434,23.05.2019,10:00,29.72,(7.365153242817556+0j)
11435,23.05.2019,11:00,24.44,(6.900267378888289+0j)
11436,23.05.2019,12:00,19.15,(6.361435260975127+0j)
11437,23.05.2019,13:00,12.83,(5.566399911541332+0j)
11438,23.05.2019,14:00,5.36,(4.161217813280003+0j)
11439,23.05.2019,15:00,25.75,(7.021414258122027+0j)
11440,23.05.2019,16:00,26.94,(7.127951174367876+0j)
11441,23.05.2019,17:00,28.06,(7.225391900946169+0j)
11442,23.05.2019,18:00,33.51,(7.665791361964292+0j)
11443,23.05.2019,19:00,22.79,(6.741351322185208+0j)
11444,23.05.2019,20:00,27.15,(7.14642428852983+0j)
11445,23.05.2019,21:00,27.25,(7.155187539845655+0j)
11446,23.05.2019,22:00,20.88,(6.547502664308597+0j)
11447,23.05.2019,23:00,25.23,(6.973828599404813+0j)
11448,24.05.2019,00:00,18.8,(6.322441245479472+0j)
11449,24.05.2019,01:00,32.81,(7.612037675980954+0j)
11450,24.05.2019,02:00,17.47,(6.169687313019785+0j)
11451,24.05.2019,03:00,19.49,(6.398862804760602+0j)
11452,24.05.2019,04:00,18.77,(6.319076454399312+0j)
11453,24.05.2019,05:00,23.84,(6.84333188494976+0j)
11454,24.05.2019,06:00,22.24,(6.68667856388389+0j)
11455,24.05.2019,07:00,19.61,(6.411968551163788+0j)
11456,24.05.2019,08:00,15.25,(5.896425290549001+0j)
11457,24.05.2019,09:00,18.37,(6.273865988511077+0j)
11458,24.05.2019,10:00,30.11,(7.3972296918097395+0j)
11459,24.05.2019,11:00,38.89,(8.055852393582605+0j)
11460,24.05.2019,12:00,38.58,(8.034390326939226+0j)
11461,24.05.2019,13:00,54.37,(9.00779782344481+0j)
11462,24.05.2019,14:00,51.11,(8.824040228328386+0j)
11463,24.05.2019,15:00,52.58,(8.907839423050593+0j)
11464,24.05.2019,16:00,46.97,(8.579046842070913+0j)
11465,24.05.2019,17:00,48.05,(8.64430303348681+0j)
11466,24.05.2019,18:00,30.12,(7.398048512902526+0j)
11467,24.05.2019,19:00,16.14,(6.008969908467311+0j)
11468,24.05.2019,20:00,12.77,(5.55770918716289+0j)
11469,24.05.2019,21:00,31.43,(7.503783801974099+0j)
11470,24.05.2019,22:00,35.97,(7.848963900485935+0j)
11471,24.05.2019,23:00,49.97,(8.757940066767441+0j)
11472,25.05.2019,00:00,44.2,(8.406972152050944+0j)
11473,25.05.2019,01:00,47.61,(8.617836419186435+0j)
11474,25.05.2019,02:00,40.23,(8.147334174852578+0j)
11475,25.05.2019,03:00,36.21,(7.866381908010296+0j)
11476,25.05.2019,04:00,25.23,(6.973828599404813+0j)
11477,25.05.2019,05:00,15.3,(5.902862441174512+0j)
11478,25.05.2019,06:00,7.18,(4.587122453372314+0j)
11479,25.05.2019,07:00,3.82,(3.7169493235326567+0j)
11480,25.05.2019,08:00,0.39,(1.7372156030506019+0j)
11481,25.05.2019,09:00,0.11,(1.139278095492899+0j)
11482,25.05.2019,10:00,1.07,(2.4319806300941473+0j)
11483,25.05.2019,11:00,2.61,(3.2737513321542986+0j)
11484,25.05.2019,12:00,4.93,(4.046825632445282+0j)
11485,25.05.2019,13:00,10.47,(5.201729284122574+0j)
11486,25.05.2019,14:00,21.63,(6.624976755770193+0j)
11487,25.05.2019,15:00,22.07,(6.669597567531298+0j)
11488,25.05.2019,16:00,21.2,(6.580781521447427+0j)
11489,25.05.2019,17:00,30.34,(7.416016906210644+0j)
11490,25.05.2019,18:00,36.91,(7.916748846180156+0j)
11491,25.05.2019,19:00,35.6,(7.821958696826698+0j)
11492,25.05.2019,20:00,26.08,(7.0512814222892315+0j)
11493,25.05.2019,21:00,26.77,(7.112926310229455+0j)
11494,25.05.2019,22:00,20.95,(6.554811316310019+0j)
11495,25.05.2019,23:00,14.39,(5.783433998272199+0j)
11496,26.05.2019,00:00,10.04,(5.129520344613914+0j)
11497,26.05.2019,01:00,7.85,(4.725583099246483+0j)
11498,26.05.2019,02:00,12.68,(5.544621911440861+0j)
11499,26.05.2019,03:00,10.42,(5.193435696580113+0j)
11500,26.05.2019,04:00,4.25,(3.8514875268708564+0j)
11501,26.05.2019,05:00,0.87,(2.2698923955695927+0j)
11502,26.05.2019,06:00,2.24,(3.1111063586793573+0j)
11503,26.05.2019,07:00,3.19,(3.500223261918161+0j)
11504,26.05.2019,08:00,2.75,(3.331269359978608+0j)
11505,26.05.2019,09:00,1.4,(2.6599585204473124+0j)
11506,26.05.2019,10:00,2.06,(3.025435690156516+0j)
11507,26.05.2019,11:00,0.59,(1.99426494924305+0j)
11508,26.05.2019,12:00,0.09,(1.0655643665341983+0j)
11509,26.05.2019,13:00,0.34,(1.6595556672231362+0j)
11510,26.05.2019,14:00,0.46,(1.8354876340219226+0j)
11511,26.05.2019,15:00,0.02,(0.6454196511391419+0j)
11512,26.05.2019,16:00,1.17,(2.505498457031056+0j)
11513,26.05.2019,17:00,0.75,(2.160325905515402+0j)
11514,26.05.2019,18:00,0.41,(1.76641795811372+0j)
11515,26.05.2019,19:00,1.5,(2.721840082992058+0j)
11516,26.05.2019,20:00,3.45,(3.592845572099011+0j)
11517,26.05.2019,21:00,7.13,(4.576449724132499+0j)
11518,26.05.2019,22:00,5.2,(4.119393697964235+0j)
11519,26.05.2019,23:00,2.74,(3.3272265533853473+0j)
11520,27.05.2019,00:00,2.97,(3.417834286478697+0j)
11521,27.05.2019,01:00,6.52,(4.442028946337431+0j)
11522,27.05.2019,02:00,12.38,(5.500545151239132+0j)
11523,27.05.2019,03:00,15.6,(5.941193790815964+0j)
11524,27.05.2019,04:00,16.49,(6.052095014599232+0j)
11525,27.05.2019,05:00,15.18,(5.887389598408132+0j)
11526,27.05.2019,06:00,15.14,(5.882213868620758+0j)
11527,27.05.2019,07:00,12.15,(5.466268309227812+0j)
11528,27.05.2019,08:00,6.15,(4.3563612966142315+0j)
11529,27.05.2019,09:00,1.87,(2.929404793581066+0j)
11530,27.05.2019,10:00,1.08,(2.4395334134580313+0j)
11531,27.05.2019,11:00,0.03,(0.7388210670827785+0j)
11532,27.05.2019,12:00,0.43,(1.7946854321745125+0j)
11533,27.05.2019,13:00,0.16,(1.2908393022782838+0j)
11534,27.05.2019,14:00,0.22,(1.4354004541956449+0j)
11535,27.05.2019,15:00,1.88,(2.934617268619039+0j)
11536,27.05.2019,16:00,4.18,(3.830224938551887+0j)
11537,27.05.2019,17:00,4.67,(3.9743960808121224+0j)
11538,27.05.2019,18:00,7.89,(4.733595972751394+0j)
11539,27.05.2019,19:00,7.75,(4.705431114116756+0j)
11540,27.05.2019,20:00,1.97,(2.9807182577469864+0j)
11541,27.05.2019,21:00,3.44,(3.589370864349025+0j)
11542,27.05.2019,22:00,2.52,(3.235681004241423+0j)
11543,27.05.2019,23:00,1.3,(2.5950554164347115+0j)
11544,28.05.2019,00:00,0.42,(1.7806638794392473+0j)
11545,28.05.2019,01:00,0.01,(0.5122699165896111+0j)
11546,28.05.2019,02:00,0.22,(1.4354004541956449+0j)
11547,28.05.2019,03:00,0.28,(1.5555531793396786+0j)
11548,28.05.2019,04:00,0.95,(2.3374377524361982+0j)
11549,28.05.2019,05:00,0.36,(1.6914779963762145+0j)
11550,28.05.2019,06:00,0.0,0j
11551,28.05.2019,07:00,0.02,(0.6454196511391419+0j)
11552,28.05.2019,08:00,0.49,(1.8745522308493552+0j)
11553,28.05.2019,09:00,0.0,0j
11554,28.05.2019,10:00,0.0,0j
11555,28.05.2019,11:00,0.18,(1.3425269754143325+0j)
11556,28.05.2019,12:00,0.45,(1.8220894364092706+0j)
11557,28.05.2019,13:00,0.25,(1.497886322860848+0j)
11558,28.05.2019,14:00,0.0,0j
11559,28.05.2019,15:00,0.25,(1.497886322860848+0j)
11560,28.05.2019,16:00,1.66,(2.8153661310146636+0j)
11561,28.05.2019,17:00,21.14,(6.5745673708947745+0j)
11562,28.05.2019,18:00,17.87,(6.216420298522457+0j)
11563,28.05.2019,19:00,27.33,(7.162182717259104+0j)
11564,28.05.2019,20:00,28.31,(7.246786648288421+0j)
11565,28.05.2019,21:00,23.28,(6.789323632213199+0j)
11566,28.05.2019,22:00,4.96,(4.055017609523405+0j)
11567,28.05.2019,23:00,13.7,(5.689477375432953+0j)
11568,29.05.2019,00:00,8.01,(4.757473279513206+0j)
11569,29.05.2019,01:00,5.44,(4.181818237213521+0j)
11570,29.05.2019,02:00,6.09,(4.342147945022992+0j)
11571,29.05.2019,03:00,7.98,(4.751526431715302+0j)
11572,29.05.2019,04:00,7.23,(4.597745748499736+0j)
11573,29.05.2019,05:00,5.39,(4.168966840141261+0j)
11574,29.05.2019,06:00,5.53,(4.204753713640322+0j)
11575,29.05.2019,07:00,5.65,(4.234950466022631+0j)
11576,29.05.2019,08:00,5.6,(4.22242095354984+0j)
11577,29.05.2019,09:00,5.83,(4.27945408019609+0j)
11578,29.05.2019,10:00,22.51,(6.713629194206199+0j)
11579,29.05.2019,11:00,44.02,(8.395544445868374+0j)
11580,29.05.2019,12:00,52.65,(8.911790686223945+0j)
11581,29.05.2019,13:00,50.01,(8.76027629630587+0j)
11582,29.05.2019,14:00,43.49,(8.36171424120043+0j)
11583,29.05.2019,15:00,50.89,(8.81136116409898+0j)
11584,29.05.2019,16:00,48.25,(8.656279914801194+0j)
11585,29.05.2019,17:00,39.25,(8.080633433733405+0j)
11586,29.05.2019,18:00,25.82,(7.027770948066529+0j)
11587,29.05.2019,19:00,30.86,(7.458145063512202+0j)
11588,29.05.2019,20:00,48.09,(8.646701064827935+0j)
11589,29.05.2019,21:00,46.74,(8.565020795065596+0j)
11590,29.05.2019,22:00,20.78,(6.537033342541106+0j)
11591,29.05.2019,23:00,5.87,(4.289218983602139+0j)
11592,30.05.2019,00:00,11.69,(5.3963944807103505+0j)
11593,30.05.2019,01:00,15.25,(5.896425290549001+0j)
11594,30.05.2019,02:00,13.68,(5.686707424958418+0j)
11595,30.05.2019,03:00,8.53,(4.858272411418076+0j)
11596,30.05.2019,04:00,2.42,(3.1923020321252666+0j)
11597,30.05.2019,05:00,0.3,(1.5917417366495117+0j)
11598,30.05.2019,06:00,0.0,0j
11599,30.05.2019,07:00,0.0,0j
11600,30.05.2019,08:00,0.0,0j
11601,30.05.2019,09:00,0.0,0j
11602,30.05.2019,10:00,1.4,(2.6599585204473124+0j)
11603,30.05.2019,11:00,2.32,(3.1477109680618955+0j)
11604,30.05.2019,12:00,1.38,(2.6472312514726792+0j)
11605,30.05.2019,13:00,4.62,(3.9601610158688056+0j)
11606,30.05.2019,14:00,9.18,(4.978667001669408+0j)
11607,30.05.2019,15:00,11.76,(5.407144298922552+0j)
11608,30.05.2019,16:00,16.24,(6.021354465160263+0j)
11609,30.05.2019,17:00,20.98,(6.557938612259809+0j)
11610,30.05.2019,18:00,23.64,(6.824141285363457+0j)
11611,30.05.2019,19:00,37.14,(7.933158880831137+0j)
11612,30.05.2019,20:00,27.17,(7.148178658132289+0j)
11613,30.05.2019,21:00,31.27,(7.491029018984078+0j)
11614,30.05.2019,22:00,24.64,(6.9190386013464895+0j)
11615,30.05.2019,23:00,13.42,(5.6504498445647355+0j)
11616,31.05.2019,00:00,15.2,(5.889974054226655+0j)
11617,31.05.2019,01:00,20.97,(6.556896511715924+0j)
11618,31.05.2019,02:00,25.67,(7.014135347362616+0j)
11619,31.05.2019,03:00,30.68,(7.443616172699267+0j)
11620,31.05.2019,04:00,32.01,(7.549660293236952+0j)
11621,31.05.2019,05:00,32.02,(7.5504463886500925+0j)
11622,31.05.2019,06:00,25.71,(7.017776690182753+0j)
11623,31.05.2019,07:00,27.86,(7.208184424752871+0j)
11624,31.05.2019,08:00,31.19,(7.484635307123519+0j)
11625,31.05.2019,09:00,21.31,(6.592143747232288+0j)
11626,31.05.2019,10:00,13.76,(5.697771085971647+0j)
11627,31.05.2019,11:00,11.61,(5.384056296523537+0j)
11628,31.05.2019,12:00,6.95,(4.5376095225784905+0j)
11629,31.05.2019,13:00,3.41,(3.5789061668747064+0j)
11630,31.05.2019,14:00,0.81,(2.216463201248336+0j)
11631,31.05.2019,15:00,0.06,(0.9308562145233849+0j)
11632,31.05.2019,16:00,1.48,(2.709688849381765+0j)
11633,31.05.2019,17:00,5.4,(4.171543458127331+0j)
11634,31.05.2019,18:00,3.23,(3.5147925173038126+0j)
11635,31.05.2019,19:00,9.02,(4.949572593010624+0j)
11636,31.05.2019,20:00,13.09,(5.603749776604135+0j)
11637,31.05.2019,21:00,22.03,(6.665565771132418+0j)
11638,31.05.2019,22:00,28.72,(7.281603007990159+0j)
11639,31.05.2019,23:00,35.38,(7.8058127425530355+0j)
11640,01.06.2019,00:00,23.46,(6.806776983126862+0j)
11641,01.06.2019,01:00,15.92,(5.981542693057225+0j)
11642,01.06.2019,02:00,9.89,(5.103846639781732+0j)
11643,01.06.2019,03:00,8.99,(4.94407916719491+0j)
11644,01.06.2019,04:00,6.63,(4.466870499128257+0j)
11645,01.06.2019,05:00,1.45,(2.6912550212381308+0j)
11646,01.06.2019,06:00,0.0,0j
11647,01.06.2019,07:00,0.0,0j
11648,01.06.2019,08:00,0.0,0j
11649,01.06.2019,09:00,0.0,0j
11650,01.06.2019,10:00,0.0,0j
11651,01.06.2019,11:00,0.35,(1.675668865879396+0j)
11652,01.06.2019,12:00,0.5,(1.8872185085220108+0j)
11653,01.06.2019,13:00,2.73,(3.323173898274237+0j)
11654,01.06.2019,14:00,6.62,(4.464623581999076+0j)
