,Tarih,Saat,Toplam (MWh),KIRLARELI WindSpeed(m/s)
6129,14.10.2018,09:00,53.14,(10.408914057996897+0j)
6130,14.10.2018,10:00,48.43,(10.091825422415694+0j)
6131,14.10.2018,11:00,46.5,(9.955946565349157+0j)
6132,14.10.2018,12:00,52.5,(10.366958035206576+0j)
6133,14.10.2018,13:00,49.3,(10.151897226583042+0j)
6134,14.10.2018,14:00,38.62,(9.358415627041522+0j)
6135,14.10.2018,15:00,46.46,(9.953090994687619+0j)
6136,14.10.2018,16:00,50.75,(10.250465499995393+0j)
6137,14.10.2018,17:00,50.77,(10.251811853921692+0j)
6138,14.10.2018,18:00,53.66,(10.442755957404996+0j)
6139,14.10.2018,19:00,55.53,(10.562680186669667+0j)
6140,14.10.2018,20:00,55.76,(10.577243305717383+0j)
6141,14.10.2018,21:00,58.36,(10.739152275321285+0j)
6142,14.10.2018,22:00,58.99,(10.777657333738667+0j)
6143,14.10.2018,23:00,57.9,(10.710862085588744+0j)
6144,15.10.2018,00:00,59.0,(10.778266309744806+0j)
6145,15.10.2018,01:00,57.9,(10.710862085588744+0j)
6146,15.10.2018,02:00,54.5,(10.496964783138505+0j)
6147,15.10.2018,03:00,54.0,(10.464765302364704+0j)
6148,15.10.2018,04:00,50.7,(10.247098066934413+0j)
6149,15.10.2018,05:00,52.1,(10.340562101666643+0j)
6150,15.10.2018,06:00,48.85,(10.120914641557427+0j)
6151,15.10.2018,07:00,44.52,(9.812581825864697+0j)
6152,15.10.2018,08:00,35.46,(9.095874994349552+0j)
6153,15.10.2018,09:00,30.92,(8.689832416489923+0j)
6154,15.10.2018,10:00,33.33,(8.909978935330491+0j)
6155,15.10.2018,11:00,40.17,(9.481975961802068+0j)
6156,15.10.2018,12:00,34.68,(9.028687101138447+0j)
6157,15.10.2018,13:00,38.48,(9.347093647547952+0j)
6158,15.10.2018,14:00,47.5,(10.026809779767945+0j)
6159,15.10.2018,15:00,48.29,(10.082091654342577+0j)
6160,15.10.2018,16:00,46.48,(9.954518984806882+0j)
6161,15.10.2018,17:00,40.82,(9.532845905023025+0j)
6162,15.10.2018,18:00,49.6,(10.172447681911008+0j)
6163,15.10.2018,19:00,52.1,(10.340562101666643+0j)
6164,15.10.2018,20:00,53.8,(10.451829856173624+0j)
6165,15.10.2018,21:00,55.26,(10.545532948423903+0j)
6166,15.10.2018,22:00,53.22,(10.414134830813586+0j)
6167,15.10.2018,23:00,49.92,(10.194277035726303+0j)
6168,16.10.2018,00:00,44.2,(9.789015042064936+0j)
6169,16.10.2018,01:00,37.25,(9.246421034721683+0j)
6170,16.10.2018,02:00,37.2,(9.242282081154029+0j)
6171,16.10.2018,03:00,37.75,(9.287608308986698+0j)
6172,16.10.2018,04:00,38.8,(9.37293232398184+0j)
6173,16.10.2018,05:00,35.1,(9.064988933122923+0j)
6174,16.10.2018,06:00,31.92,(8.782521068501758+0j)
6175,16.10.2018,07:00,34.75,(9.034757683094963+0j)
6176,16.10.2018,08:00,26.31,(8.234524425469866+0j)
6177,16.10.2018,09:00,20.46,(7.5723982979807+0j)
6178,16.10.2018,10:00,13.3,(6.5596719338536795+0j)
6179,16.10.2018,11:00,16.26,(7.0140967672248555+0j)
6180,16.10.2018,12:00,19.9,(7.502671500037352+0j)
6181,16.10.2018,13:00,17.2,(7.146735705836311+0j)
6182,16.10.2018,14:00,12.81,(6.478104498108709+0j)
6183,16.10.2018,15:00,22.88,(7.859898048148103+0j)
6184,16.10.2018,16:00,27.93,(8.400179207646246+0j)
6185,16.10.2018,17:00,28.56,(8.462869431152793+0j)
6186,16.10.2018,18:00,31.97,(8.78710437017312+0j)
6187,16.10.2018,19:00,39.7,(9.444850217565538+0j)
6188,16.10.2018,20:00,45.55,(9.88767917651593+0j)
6189,16.10.2018,21:00,36.28,(9.165454353949704+0j)
6190,16.10.2018,22:00,36.47,(9.181426470337689+0j)
6191,16.10.2018,23:00,35.25,(9.077883671604777+0j)
6192,17.10.2018,00:00,29.74,(8.577852237750513+0j)
6193,17.10.2018,01:00,18.46,(7.317153036674481+0j)
6194,17.10.2018,02:00,17.5,(7.188047234430384+0j)
6195,17.10.2018,03:00,21.87,(7.742499163117916+0j)
6196,17.10.2018,04:00,10.3,(6.0238939050045754+0j)
6197,17.10.2018,05:00,11.89,(6.319152809943607+0j)
6198,17.10.2018,06:00,11.04,(6.164832253944977+0j)
6199,17.10.2018,07:00,24.38,(8.028038991795409+0j)
6200,17.10.2018,08:00,32.28,(8.815414712872919+0j)
6201,17.10.2018,09:00,34.54,(9.016521386747913+0j)
6202,17.10.2018,10:00,22.84,(7.855315016177132+0j)
6203,17.10.2018,11:00,21.48,(7.696199763019384+0j)
6204,17.10.2018,12:00,14.93,(6.817390566316242+0j)
6205,17.10.2018,13:00,10.97,(6.151775081487474+0j)
6206,17.10.2018,14:00,13.81,(6.642467919248042+0j)
6207,17.10.2018,15:00,18.12,(7.271951446540619+0j)
6208,17.10.2018,16:00,14.19,(6.702842858236713+0j)
6209,17.10.2018,17:00,21.61,(7.71169470912681+0j)
6210,17.10.2018,18:00,27.11,(8.317154044713588+0j)
6211,17.10.2018,19:00,30.32,(8.633256382764214+0j)
6212,17.10.2018,20:00,29.62,(8.566299560824552+0j)
6213,17.10.2018,21:00,22.14,(7.774231071666551+0j)
6214,17.10.2018,22:00,23.16,(7.8918306601804+0j)
6215,17.10.2018,23:00,20.7,(7.6018918704505145+0j)
6216,18.10.2018,00:00,22.0,(7.7578098949798955+0j)
6217,18.10.2018,01:00,24.18,(8.006026161287123+0j)
6218,18.10.2018,02:00,20.04,(7.520224605626196+0j)
6219,18.10.2018,03:00,19.98,(7.512711888731487+0j)
6220,18.10.2018,04:00,18.3,(7.295951460287125+0j)
6221,18.10.2018,05:00,28.1,(8.417187716035697+0j)
6222,18.10.2018,06:00,28.4,(8.447036149210629+0j)
6223,18.10.2018,07:00,21.82,(7.736594265187356+0j)
6224,18.10.2018,08:00,21.78,(7.73186384868231+0j)
6225,18.10.2018,09:00,14.87,(6.808245832916469+0j)
6226,18.10.2018,10:00,21.93,(7.749573172683905+0j)
6227,18.10.2018,11:00,10.4,(6.043325955415282+0j)
6228,18.10.2018,12:00,6.4,(5.140336666638741+0j)
6229,18.10.2018,13:00,3.93,(4.369137939680553+0j)
6230,18.10.2018,14:00,4.04,(4.4095272193007276+0j)
6231,18.10.2018,15:00,2.43,(3.722205363704095+0j)
6232,18.10.2018,16:00,3.24,(4.096817105465428+0j)
6233,18.10.2018,17:00,2.25,(3.6279315029139485+0j)
6234,18.10.2018,18:00,3.04,(4.010723911907178+0j)
6235,18.10.2018,19:00,3.47,(4.19155077098329+0j)
6236,18.10.2018,20:00,2.87,(3.9345240561726276+0j)
6237,18.10.2018,21:00,3.17,(4.067098214833674+0j)
6238,18.10.2018,22:00,1.57,(3.217842550639352+0j)
6239,18.10.2018,23:00,1.58,(3.22466003404971+0j)
6240,19.10.2018,00:00,0.79,(2.5594143651451593+0j)
6241,19.10.2018,01:00,0.03,(0.8602776847908796+0j)
6242,19.10.2018,02:00,0.0,0j
6243,19.10.2018,03:00,0.0,0j
6244,19.10.2018,04:00,0.01,(0.5964832318220179+0j)
6245,19.10.2018,05:00,0.07,(1.14103137415319+0j)
6246,19.10.2018,06:00,0.05,(1.0199719790116308+0j)
6247,19.10.2018,07:00,0.0,0j
6248,19.10.2018,08:00,0.0,0j
6249,19.10.2018,09:00,0.0,0j
6250,19.10.2018,10:00,0.0,0j
6251,19.10.2018,11:00,0.0,0j
6252,19.10.2018,12:00,0.0,0j
6253,19.10.2018,13:00,0.0,0j
6254,19.10.2018,14:00,0.0,0j
6255,19.10.2018,15:00,0.0,0j
6256,19.10.2018,16:00,0.0,0j
6257,19.10.2018,17:00,0.0,0j
6258,19.10.2018,18:00,0.0,0j
6259,19.10.2018,19:00,0.2,(1.6191045924611491+0j)
6260,19.10.2018,20:00,0.15,(1.4710541484551216+0j)
6261,19.10.2018,21:00,0.52,(2.226380317630091+0j)
6262,19.10.2018,22:00,0.6,(2.3351529027598437+0j)
6263,19.10.2018,23:00,4.11,(4.434849095575511+0j)
6264,20.10.2018,00:00,5.64,(4.9282334719206515+0j)
6265,20.10.2018,01:00,8.4,(5.628050704252971+0j)
6266,20.10.2018,02:00,7.81,(5.49307148345391+0j)
6267,20.10.2018,03:00,4.7,(4.637645255814774+0j)
6268,20.10.2018,04:00,4.45,(4.553914890925833+0j)
6269,20.10.2018,05:00,7.03,(5.3037537000001596+0j)
6270,20.10.2018,06:00,6.08,(5.053195481928564+0j)
6271,20.10.2018,07:00,3.11,(4.041274672792181+0j)
6272,20.10.2018,08:00,2.07,(3.5284856420214874+0j)
6273,20.10.2018,09:00,5.1,(4.76564437965341+0j)
6274,20.10.2018,10:00,4.11,(4.434849095575511+0j)
6275,20.10.2018,11:00,4.97,(4.724802966741877+0j)
6276,20.10.2018,12:00,2.13,(3.5622531066144725+0j)
6277,20.10.2018,13:00,1.97,(3.4707258848388802+0j)
6278,20.10.2018,14:00,2.73,(3.8694786528664764+0j)
6279,20.10.2018,15:00,3.07,(4.023873920458757+0j)
6280,20.10.2018,16:00,4.44,(4.550501160342941+0j)
6281,20.10.2018,17:00,9.64,(5.892377792343071+0j)
6282,20.10.2018,18:00,12.5,(6.425420833298427+0j)
6283,20.10.2018,19:00,14.15,(6.696538746491753+0j)
6284,20.10.2018,20:00,16.05,(6.983769842820104+0j)
6285,20.10.2018,21:00,17.95,(7.249138383805094+0j)
6286,20.10.2018,22:00,30.35,(8.636102824244043+0j)
6287,20.10.2018,23:00,41.76,(9.605465195987781+0j)
6288,21.10.2018,00:00,34.64,(9.025214528833942+0j)
6289,21.10.2018,01:00,27.78,(8.385114291513782+0j)
6290,21.10.2018,02:00,20.87,(7.6226454922673+0j)
6291,21.10.2018,03:00,26.75,(8.280174731342148+0j)
6292,21.10.2018,04:00,28.54,(8.460893510130438+0j)
6293,21.10.2018,05:00,14.51,(6.752854260030196+0j)
6294,21.10.2018,06:00,7.83,(5.497756408098772+0j)
6295,21.10.2018,07:00,11.72,(6.288891614428768+0j)
6296,21.10.2018,08:00,10.96,(6.149905240921991+0j)
6297,21.10.2018,09:00,6.02,(5.036518147814313+0j)
6298,21.10.2018,10:00,2.03,(3.505609889446289+0j)
6299,21.10.2018,11:00,1.9,(3.429120709061171+0j)
6300,21.10.2018,12:00,2.48,(3.747561767843154+0j)
6301,21.10.2018,13:00,6.39,(5.137658012340954+0j)
6302,21.10.2018,14:00,8.42,(5.632513870837355+0j)
6303,21.10.2018,15:00,14.15,(6.696538746491753+0j)
6304,21.10.2018,16:00,18.65,(7.342171389988922+0j)
6305,21.10.2018,17:00,29.6,(8.564371082695267+0j)
6306,21.10.2018,18:00,22.88,(7.859898048148103+0j)
6307,21.10.2018,19:00,23.98,(7.983891610512449+0j)
6308,21.10.2018,20:00,46.89,(9.983702940014425+0j)
6309,21.10.2018,21:00,50.05,(10.203118564040006+0j)
6310,21.10.2018,22:00,43.8,(9.759396056047626+0j)
6311,21.10.2018,23:00,46.4,(9.94880456392723+0j)
6312,22.10.2018,00:00,49.94,(10.195638269156253+0j)
6313,22.10.2018,01:00,42.61,(9.670199135570723+0j)
6314,22.10.2018,02:00,39.55,(9.432939927229162+0j)
6315,22.10.2018,03:00,40.49,(9.50708765986304+0j)
6316,22.10.2018,04:00,38.94,(9.384192078461536+0j)
6317,22.10.2018,05:00,38.87,(9.378565580791566+0j)
6318,22.10.2018,06:00,39.42,(9.422593292276032+0j)
6319,22.10.2018,07:00,52.55,(10.370248088755032+0j)
6320,22.10.2018,08:00,44.43,(9.805965113254217+0j)
6321,22.10.2018,09:00,42.54,(9.664900809999349+0j)
6322,22.10.2018,10:00,42.95,(9.6958516526199+0j)
6323,22.10.2018,11:00,41.5,(9.585488966909114+0j)
6324,22.10.2018,12:00,36.21,(9.159555834302902+0j)
6325,22.10.2018,13:00,30.9,(8.687958396070265+0j)
6326,22.10.2018,14:00,27.0,(8.305889724787022+0j)
6327,22.10.2018,15:00,27.1,(8.31613127612916+0j)
6328,22.10.2018,16:00,30.7,(8.669173562550943+0j)
6329,22.10.2018,17:00,38.9,(9.380977763403282+0j)
6330,22.10.2018,18:00,42.25,(9.642888472462424+0j)
6331,22.10.2018,19:00,44.0,(9.774227987767906+0j)
6332,22.10.2018,20:00,45.85,(9.909339002964396+0j)
6333,22.10.2018,21:00,44.73,(9.827986218227423+0j)
6334,22.10.2018,22:00,44.67,(9.82358989188898+0j)
6335,22.10.2018,23:00,45.8,(9.905735606645607+0j)
6336,23.10.2018,00:00,46.7,(9.970199908454951+0j)
6337,23.10.2018,01:00,46.08,(9.925880969877586+0j)
6338,23.10.2018,02:00,41.61,(9.593950601881309+0j)
6339,23.10.2018,03:00,35.05,(9.060682524430613+0j)
6340,23.10.2018,04:00,36.44,(9.178908251212386+0j)
6341,23.10.2018,05:00,38.17,(9.321925463277301+0j)
6342,23.10.2018,06:00,40.5,(9.50787026504108+0j)
6343,23.10.2018,07:00,41.3,(9.570065788269867+0j)
6344,23.10.2018,08:00,35.75,(9.120603753404778+0j)
6345,23.10.2018,09:00,26.38,(8.241820843335155+0j)
6346,23.10.2018,10:00,26.25,(8.22826004539855+0j)
6347,23.10.2018,11:00,25.75,(8.175681868121552+0j)
6348,23.10.2018,12:00,24.74,(8.067360626458656+0j)
6349,23.10.2018,13:00,23.27,(7.904305194129114+0j)
6350,23.10.2018,14:00,16.97,(7.114737044561358+0j)
6351,23.10.2018,15:00,16.59,(7.061230169376118+0j)
6352,23.10.2018,16:00,10.87,(6.133025269730083+0j)
6353,23.10.2018,17:00,7.78,(5.486029076394331+0j)
6354,23.10.2018,18:00,7.3,(5.370802628369734+0j)
6355,23.10.2018,19:00,5.29,(4.824105497586415+0j)
6356,23.10.2018,20:00,2.11,(3.5510685648423332+0j)
6357,23.10.2018,21:00,0.63,(2.373440902970735+0j)
6358,23.10.2018,22:00,0.0,0j
6359,23.10.2018,23:00,0.0,0j
6360,24.10.2018,00:00,0.07,(1.14103137415319+0j)
6361,24.10.2018,01:00,3.47,(4.19155077098329+0j)
6362,24.10.2018,02:00,10.42,(6.047197401672996+0j)
6363,24.10.2018,03:00,20.68,(7.599442807178434+0j)
6364,24.10.2018,04:00,23.7,(7.952695511584298+0j)
6365,24.10.2018,05:00,20.0,(7.515217796818837+0j)
6366,24.10.2018,06:00,16.25,(7.012658568134463+0j)
6367,24.10.2018,07:00,22.03,(7.761334570564783+0j)
6368,24.10.2018,08:00,31.63,(8.755843087974268+0j)
6369,24.10.2018,09:00,34.67,(9.027819208496252+0j)
6370,24.10.2018,10:00,28.15,(8.422177158648129+0j)
6371,24.10.2018,11:00,32.08,(8.797170838887162+0j)
6372,24.10.2018,12:00,29.09,(8.514898586391823+0j)
6373,24.10.2018,13:00,38.84,(9.37615215670642+0j)
6374,24.10.2018,14:00,38.27,(9.33005907307784+0j)
6375,24.10.2018,15:00,34.34,(8.999084635851116+0j)
6376,24.10.2018,16:00,29.35,(8.540191476095853+0j)
6377,24.10.2018,17:00,38.23,(9.326807331393166+0j)
6378,24.10.2018,18:00,36.94,(9.220699522439912+0j)
6379,24.10.2018,19:00,35.81,(9.125703337220127+0j)
6380,24.10.2018,20:00,49.81,(10.18678374552922+0j)
6381,24.10.2018,21:00,58.54,(10.750181881439108+0j)
6382,24.10.2018,22:00,53.4,(10.425862470037009+0j)
6383,24.10.2018,23:00,56.05,(10.59554853146218+0j)
6384,25.10.2018,00:00,55.02,(10.530244006435588+0j)
6385,25.10.2018,01:00,48.5,(10.096685273053819+0j)
6386,25.10.2018,02:00,46.62,(9.964503463901979+0j)
6387,25.10.2018,03:00,52.61,(10.374193399422413+0j)
6388,25.10.2018,04:00,47.76,(10.045071031534842+0j)
6389,25.10.2018,05:00,47.63,(10.035948712621806+0j)
6390,25.10.2018,06:00,13.68,(6.621559286259782+0j)
6391,25.10.2018,07:00,22.91,(7.863331817937534+0j)
6392,25.10.2018,08:00,38.57,(9.354375208774432+0j)
6393,25.10.2018,09:00,47.03,(9.993629218916976+0j)
6394,25.10.2018,10:00,46.74,(9.973045691372002+0j)
6395,25.10.2018,11:00,31.26,(8.721567854126954+0j)
6396,25.10.2018,12:00,27.52,(8.35887278967385+0j)
6397,25.10.2018,13:00,17.5,(7.188047234430384+0j)
6398,25.10.2018,14:00,7.59,(5.441001321319767+0j)
6399,25.10.2018,15:00,6.42,(5.145685616040817+0j)
6400,25.10.2018,16:00,5.29,(4.824105497586415+0j)
6401,25.10.2018,17:00,3.84,(4.3355278552914225+0j)
6402,25.10.2018,18:00,2.45,(3.732389286860691+0j)
6403,25.10.2018,19:00,5.39,(4.854313582810763+0j)
6404,25.10.2018,20:00,7.07,(5.313793958133881+0j)
6405,25.10.2018,21:00,2.39,(3.7016686403309342+0j)
6406,25.10.2018,22:00,0.0,0j
6407,25.10.2018,23:00,1.56,(3.21099605644287+0j)
6408,26.10.2018,00:00,5.87,(4.994334272767719+0j)
6409,26.10.2018,01:00,28.52,(8.458916665780418+0j)
6410,26.10.2018,02:00,42.64,(9.672468070223571+0j)
6411,26.10.2018,03:00,47.22,(10.007069138505821+0j)
6412,26.10.2018,04:00,33.95,(8.96488725828007+0j)
6413,26.10.2018,05:00,43.46,(9.734077808174629+0j)
6414,26.10.2018,06:00,37.66,(9.280221554829351+0j)
6415,26.10.2018,07:00,39.66,(9.441677077660147+0j)
6416,26.10.2018,08:00,41.92,(9.617717078140362+0j)
6417,26.10.2018,09:00,24.5,(8.041188956316036+0j)
6418,26.10.2018,10:00,16.93,(7.109142595983891+0j)
6419,26.10.2018,11:00,10.94,(6.146162144902399+0j)
6420,26.10.2018,12:00,14.45,(6.743533538370214+0j)
6421,26.10.2018,13:00,18.73,(7.3526546044976495+0j)
6422,26.10.2018,14:00,22.46,(7.81150694791479+0j)
6423,26.10.2018,15:00,13.39,(6.574434936237167+0j)
6424,26.10.2018,16:00,5.16,(4.7842603670155786+0j)
6425,26.10.2018,17:00,0.86,(2.632879945275891+0j)
6426,26.10.2018,18:00,0.1,(1.2850841666596855+0j)
6427,26.10.2018,19:00,6.95,(5.28355834516493+0j)
6428,26.10.2018,20:00,28.53,(8.459905203438803+0j)
6429,26.10.2018,21:00,24.75,(8.068447432429835+0j)
6430,26.10.2018,22:00,17.0,(7.118927114460756+0j)
6431,26.10.2018,23:00,39.0,(9.389009426370514+0j)
6432,27.10.2018,00:00,45.25,(9.865924036532475+0j)
6433,27.10.2018,01:00,44.46,(9.808171676135458+0j)
6434,27.10.2018,02:00,38.03,(9.310514508749458+0j)
6435,27.10.2018,03:00,29.26,(8.531453211321192+0j)
6436,27.10.2018,04:00,35.89,(9.132493929131302+0j)
6437,27.10.2018,05:00,30.22,(8.623754662140946+0j)
6438,27.10.2018,06:00,45.54,(9.886955546597031+0j)
6439,27.10.2018,07:00,41.95,(9.620010833790923+0j)
6440,27.10.2018,08:00,52.83,(10.388633927697827+0j)
6441,27.10.2018,09:00,45.44,(9.879713414246872+0j)
6442,27.10.2018,10:00,18.53,(7.3263902099189195+0j)
6443,27.10.2018,11:00,30.96,(8.693578034374656+0j)
6444,27.10.2018,12:00,48.05,(10.065361332537117+0j)
6445,27.10.2018,13:00,56.85,(10.645720565981852+0j)
6446,27.10.2018,14:00,57.03,(10.656944317643006+0j)
6447,27.10.2018,15:00,58.56,(10.751405996899637+0j)
6448,27.10.2018,16:00,58.07,(10.721334551882215+0j)
6449,27.10.2018,17:00,57.45,(10.683041539296458+0j)
6450,27.10.2018,18:00,46.67,(9.96806450468254+0j)
6451,27.10.2018,19:00,48.05,(10.065361332537117+0j)
6452,27.10.2018,20:00,58.61,(10.754465066659234+0j)
6453,27.10.2018,21:00,58.76,(10.763631850049476+0j)
6454,27.10.2018,22:00,59.35,(10.799537259807897+0j)
6455,27.10.2018,23:00,58.39,(10.74099211641867+0j)
6456,28.10.2018,00:00,57.05,(10.65818994261112+0j)
6457,28.10.2018,01:00,58.65,(10.756911070056628+0j)
6458,28.10.2018,02:00,56.75,(10.639474908598743+0j)
6459,28.10.2018,03:00,42.67,(9.674735940897587+0j)
6460,28.10.2018,04:00,42.83,(9.686813333093303+0j)
6461,28.10.2018,05:00,42.88,(9.690581348617668+0j)
6462,28.10.2018,06:00,33.32,(8.909087759195788+0j)
6463,28.10.2018,07:00,36.13,(9.152805353122096+0j)
6464,28.10.2018,08:00,42.77,(9.682287841505868+0j)
6465,28.10.2018,09:00,35.9,(9.133342043356937+0j)
6466,28.10.2018,10:00,46.85,(9.980863231992362+0j)
6467,28.10.2018,11:00,49.25,(10.14846405174343+0j)
6468,28.10.2018,12:00,55.5,(10.560777686594895+0j)
6469,28.10.2018,13:00,55.9,(10.586088215243324+0j)
6470,28.10.2018,14:00,53.95,(10.461534439145359+0j)
6471,28.10.2018,15:00,56.75,(10.639474908598743+0j)
6472,28.10.2018,16:00,57.2,(10.667522863266566+0j)
6473,28.10.2018,17:00,57.86,(10.708394997608904+0j)
6474,28.10.2018,18:00,58.2,(10.729329125750512+0j)
6475,28.10.2018,19:00,58.15,(10.726255699880344+0j)
6476,28.10.2018,20:00,57.85,(10.707778047962002+0j)
6477,28.10.2018,21:00,55.59,(10.566483132159965+0j)
6478,28.10.2018,22:00,52.49,(10.366299773852646+0j)
6479,28.10.2018,23:00,56.36,(10.615046498060671+0j)
6480,29.10.2018,00:00,54.9,(10.522582858582815+0j)
6481,29.10.2018,01:00,51.1,(10.273975824324372+0j)
6482,29.10.2018,02:00,58.7,(10.759967010865934+0j)
6483,29.10.2018,03:00,58.72,(10.761188901293297+0j)
6484,29.10.2018,04:00,53.48,(10.43106629544314+0j)
6485,29.10.2018,05:00,46.01,(9.920852296599657+0j)
6486,29.10.2018,06:00,40.82,(9.532845905023025+0j)
6487,29.10.2018,07:00,38.17,(9.321925463277301+0j)
6488,29.10.2018,08:00,32.4,(8.826324890730728+0j)
6489,29.10.2018,09:00,31.0,(8.697320427447474+0j)
6490,29.10.2018,10:00,16.55,(7.0555505126568745+0j)
6491,29.10.2018,11:00,24.5,(8.041188956316036+0j)
6492,29.10.2018,12:00,42.05,(9.62764879716928+0j)
6493,29.10.2018,13:00,44.3,(9.796391845943365+0j)
6494,29.10.2018,14:00,50.9,(10.260554547354499+0j)
6495,29.10.2018,15:00,49.0,(10.131263232244759+0j)
6496,29.10.2018,16:00,49.34,(10.154642095508631+0j)
6497,29.10.2018,17:00,54.27,(10.482177589554613+0j)
6498,29.10.2018,18:00,50.35,(10.223463819439875+0j)
6499,29.10.2018,19:00,52.79,(10.386011363010134+0j)
6500,29.10.2018,20:00,52.85,(10.38994471364672+0j)
6501,29.10.2018,21:00,54.77,(10.514270673245855+0j)
6502,29.10.2018,22:00,54.91,(10.523221713715133+0j)
6503,29.10.2018,23:00,51.52,(10.30204693603514+0j)
6504,30.10.2018,00:00,39.5,(9.428963139267456+0j)
6505,30.10.2018,01:00,41.47,(9.583178653740115+0j)
6506,30.10.2018,02:00,42.73,(9.679268495292627+0j)
6507,30.10.2018,03:00,48.95,(10.12781605156619+0j)
6508,30.10.2018,04:00,50.93,(10.262569977488313+0j)
6509,30.10.2018,05:00,51.72,(10.315360529210317+0j)
6510,30.10.2018,06:00,35.53,(9.101856313589524+0j)
6511,30.10.2018,07:00,31.37,(8.731785910803243+0j)
6512,30.10.2018,08:00,35.05,(9.060682524430613+0j)
6513,30.10.2018,09:00,26.05,(8.207309579064063+0j)
6514,30.10.2018,10:00,20.0,(7.515217796818837+0j)
6515,30.10.2018,11:00,25.8,(8.180970150235265+0j)
6516,30.10.2018,12:00,25.98,(8.199951587535987+0j)
6517,30.10.2018,13:00,28.12,(8.419184202760484+0j)
6518,30.10.2018,14:00,28.4,(8.447036149210629+0j)
6519,30.10.2018,15:00,19.1,(7.400755021198589+0j)
6520,30.10.2018,16:00,16.59,(7.061230169376118+0j)
6521,30.10.2018,17:00,29.98,(8.60086469473447+0j)
6522,30.10.2018,18:00,40.62,(9.51725149487122+0j)
6523,30.10.2018,19:00,49.08,(10.136773847001315+0j)
6524,30.10.2018,20:00,54.2,(10.477668848484244+0j)
6525,30.10.2018,21:00,52.09,(10.33990047506674+0j)
6526,30.10.2018,22:00,50.39,(10.226170408703778+0j)
6527,30.10.2018,23:00,50.48,(10.232255001814577+0j)
6528,31.10.2018,00:00,44.22,(9.790491292282168+0j)
6529,31.10.2018,01:00,37.45,(9.262939910454262+0j)
6530,31.10.2018,02:00,39.0,(9.389009426370514+0j)
6531,31.10.2018,03:00,36.5,(9.18394330886023+0j)
6532,31.10.2018,04:00,43.1,(9.707125908884183+0j)
6533,31.10.2018,05:00,38.68,(9.36325952833452+0j)
6534,31.10.2018,06:00,40.77,(9.528952086313133+0j)
6535,31.10.2018,07:00,36.25,(9.162927346831287+0j)
6536,31.10.2018,08:00,38.4,(9.340611611039375+0j)
6537,31.10.2018,09:00,12.38,(6.404793337147113+0j)
6538,31.10.2018,10:00,3.86,(4.343041783418622+0j)
6539,31.10.2018,11:00,3.2,(4.079887916046523+0j)
6540,31.10.2018,12:00,5.06,(4.7531524629093385+0j)
6541,31.10.2018,13:00,4.65,(4.621141040577014+0j)
6542,31.10.2018,14:00,2.8,(3.9022724084108265+0j)
6543,31.10.2018,15:00,3.2,(4.079887916046523+0j)
6544,31.10.2018,16:00,1.74,(3.330028794510379+0j)
6545,31.10.2018,17:00,2.5,(3.757608898409419+0j)
6546,31.10.2018,18:00,2.0,(3.4882551007882348+0j)
6547,31.10.2018,19:00,4.14,(4.4456133346346975+0j)
6548,31.10.2018,20:00,3.4,(4.163173831945557+0j)
6549,31.10.2018,21:00,5.78,(4.968677993498746+0j)
6550,31.10.2018,22:00,7.31,(5.373253930685604+0j)
6551,31.10.2018,23:00,3.32,(4.130261990245376+0j)
6552,01.11.2018,00:00,0.0,0j
6553,01.11.2018,01:00,1.16,(2.909048101893634+0j)
6554,01.11.2018,02:00,4.3,(4.502161376909231+0j)
6555,01.11.2018,03:00,4.57,(4.594486425827877+0j)
6556,01.11.2018,04:00,4.3,(4.502161376909231+0j)
6557,01.11.2018,05:00,6.81,(5.247840296824459+0j)
6558,01.11.2018,06:00,9.19,(5.799226570048298+0j)
6559,01.11.2018,07:00,12.93,(6.498269934003399+0j)
6560,01.11.2018,08:00,12.0,(6.338580176694053+0j)
6561,01.11.2018,09:00,9.98,(5.96085310935525+0j)
6562,01.11.2018,10:00,5.12,(4.771865854576143+0j)
6563,01.11.2018,11:00,4.05,(4.413162445365365+0j)
6564,01.11.2018,12:00,3.88,(4.3505298013202385+0j)
6565,01.11.2018,13:00,5.58,(4.910695126170612+0j)
6566,01.11.2018,14:00,6.19,(5.08348784051312+0j)
6567,01.11.2018,15:00,5.85,(4.988655661534469+0j)
6568,01.11.2018,16:00,8.93,(5.744012712040256+0j)
6569,01.11.2018,17:00,14.33,(6.72481440380344+0j)
6570,01.11.2018,18:00,17.6,(7.201712756365882+0j)
6571,01.11.2018,19:00,26.43,(8.247024671490909+0j)
6572,01.11.2018,20:00,31.58,(8.75122697414528+0j)
6573,01.11.2018,21:00,37.68,(9.281864071953+0j)
