,Tarih,Saat,Toplam (MWh),KIRLARELI WindSpeed(m/s)
15618,13.11.2019,18:00,0.0,0j
15619,13.11.2019,19:00,1.49,(3.1622315124439067+0j)
15620,13.11.2019,20:00,5.1,(4.76564437965341+0j)
15621,13.11.2019,21:00,0.71,(2.4699283535617185+0j)
15622,13.11.2019,22:00,0.0,0j
15623,13.11.2019,23:00,1.14,(2.892232419284888+0j)
15624,14.11.2019,00:00,5.42,(4.863303072941693+0j)
15625,14.11.2019,01:00,7.07,(5.313793958133881+0j)
15626,14.11.2019,02:00,10.17,(5.998443286011692+0j)
15627,14.11.2019,03:00,12.34,(6.397887894232493+0j)
15628,14.11.2019,04:00,11.46,(6.24203853277483+0j)
15629,14.11.2019,05:00,10.24,(6.012174237455071+0j)
15630,14.11.2019,06:00,11.63,(6.272752386211398+0j)
15631,14.11.2019,07:00,10.01,(5.966819933268393+0j)
15632,14.11.2019,08:00,9.05,(5.769627377336328+0j)
15633,14.11.2019,09:00,4.44,(4.550501160342941+0j)
15634,14.11.2019,10:00,0.88,(2.653133663861219+0j)
15635,14.11.2019,11:00,0.24,(1.7205553695817593+0j)
15636,14.11.2019,12:00,1.49,(3.1622315124439067+0j)
15637,14.11.2019,13:00,0.01,(0.5964832318220179+0j)
15638,14.11.2019,14:00,0.27,(1.7894496954660537+0j)
15639,14.11.2019,15:00,0.16,(1.5030435593637677+0j)
15640,14.11.2019,16:00,8.99,(5.756848537320761+0j)
15641,14.11.2019,17:00,20.34,(7.557564962646704+0j)
15642,14.11.2019,18:00,15.39,(6.886699177364042+0j)
15643,14.11.2019,19:00,9.78,(5.920765460091963+0j)
15644,14.11.2019,20:00,12.46,(6.418559727350612+0j)
15645,14.11.2019,21:00,7.95,(5.525699741529783+0j)
15646,14.11.2019,22:00,12.92,(6.496594258340144+0j)
15647,14.11.2019,23:00,17.77,(7.224825830974787+0j)
15648,15.11.2019,00:00,20.92,(7.628728039926669+0j)
15649,15.11.2019,01:00,20.62,(7.592086129969088+0j)
15650,15.11.2019,02:00,29.13,(8.518799582739357+0j)
15651,15.11.2019,03:00,31.31,(8.72621539196386+0j)
15652,15.11.2019,04:00,21.27,(7.671036856480635+0j)
15653,15.11.2019,05:00,18.77,(7.357885020349759+0j)
15654,15.11.2019,06:00,16.55,(7.0555505126568745+0j)
15655,15.11.2019,07:00,16.51,(7.049861697037622+0j)
15656,15.11.2019,08:00,20.88,(7.6238627783774655+0j)
15657,15.11.2019,09:00,14.59,(6.765242004851855+0j)
15658,15.11.2019,10:00,7.16,(5.336246875344173+0j)
15659,15.11.2019,11:00,3.3,(4.1219515814950185+0j)
15660,15.11.2019,12:00,5.1,(4.76564437965341+0j)
15661,15.11.2019,13:00,7.04,(5.306267327722438+0j)
15662,15.11.2019,14:00,4.25,(4.484643062088238+0j)
15663,15.11.2019,15:00,2.31,(3.6598973041986693+0j)
15664,15.11.2019,16:00,0.05,(1.0199719790116308+0j)
15665,15.11.2019,17:00,0.0,0j
15666,15.11.2019,18:00,0.0,0j
15667,15.11.2019,19:00,2.4,(3.7068241743475703+0j)
15668,15.11.2019,20:00,0.95,(2.7216949104448203+0j)
15669,15.11.2019,21:00,0.87,(2.643045605745085+0j)
15670,15.11.2019,22:00,0.05,(1.0199719790116308+0j)
15671,15.11.2019,23:00,0.0,0j
15672,16.11.2019,00:00,0.0,0j
15673,16.11.2019,01:00,0.05,(1.0199719790116308+0j)
15674,16.11.2019,02:00,0.54,(2.2545653390456515+0j)
15675,16.11.2019,03:00,0.36,(1.9695442366618514+0j)
15676,16.11.2019,04:00,1.26,(2.990348154334324+0j)
15677,16.11.2019,05:00,0.6,(2.3351529027598437+0j)
15678,16.11.2019,06:00,0.0,0j
15679,16.11.2019,07:00,0.0,0j
15680,16.11.2019,08:00,0.0,0j
15681,16.11.2019,09:00,0.0,0j
15682,16.11.2019,10:00,0.0,0j
15683,16.11.2019,11:00,0.0,0j
15684,16.11.2019,12:00,2.24,(3.6225488073189878+0j)
15685,16.11.2019,13:00,3.64,(4.258912334305297+0j)
15686,16.11.2019,14:00,5.99,(5.028137902470785+0j)
15687,16.11.2019,15:00,8.02,(5.541870359717638+0j)
15688,16.11.2019,16:00,10.95,(6.1480342626377045+0j)
15689,16.11.2019,17:00,12.42,(6.411683921629777+0j)
15690,16.11.2019,18:00,17.17,(7.142578208850462+0j)
15691,16.11.2019,19:00,17.37,(7.170204003878932+0j)
15692,16.11.2019,20:00,22.68,(7.836929191160136+0j)
15693,16.11.2019,21:00,28.32,(8.439097200784097+0j)
15694,16.11.2019,22:00,32.97,(8.8777836087468+0j)
15695,16.11.2019,23:00,29.84,(8.587455752530648+0j)
15696,17.11.2019,00:00,32.89,(8.870597298931244+0j)
15697,17.11.2019,01:00,32.71,(8.854385388356297+0j)
15698,17.11.2019,02:00,34.0,(8.969286124176476+0j)
15699,17.11.2019,03:00,35.25,(9.077883671604777+0j)
15700,17.11.2019,04:00,35.87,(9.130797227944251+0j)
15701,17.11.2019,05:00,33.21,(8.899273032637353+0j)
15702,17.11.2019,06:00,33.73,(8.945480770383675+0j)
15703,17.11.2019,07:00,37.03,(9.228181835316766+0j)
15704,17.11.2019,08:00,32.46,(8.831769879706297+0j)
15705,17.11.2019,09:00,25.62,(8.161900220585826+0j)
15706,17.11.2019,10:00,17.67,(7.211247851537041+0j)
15707,17.11.2019,11:00,15.11,(6.844678611299102+0j)
15708,17.11.2019,12:00,12.25,(6.382295904165572+0j)
15709,17.11.2019,13:00,13.12,(6.529944915959644+0j)
15710,17.11.2019,14:00,14.98,(6.824992480025332+0j)
15711,17.11.2019,15:00,18.71,(7.3500366037050355+0j)
15712,17.11.2019,16:00,17.56,(7.196252774927617+0j)
15713,17.11.2019,17:00,21.78,(7.73186384868231+0j)
15714,17.11.2019,18:00,23.09,(7.883871741854868+0j)
15715,17.11.2019,19:00,19.31,(7.427779405560675+0j)
15716,17.11.2019,20:00,15.33,(6.877737945150354+0j)
15717,17.11.2019,21:00,13.47,(6.5875021704907795+0j)
15718,17.11.2019,22:00,10.76,(6.112267179246901+0j)
15719,17.11.2019,23:00,6.52,(5.172265042221763+0j)
15720,18.11.2019,00:00,5.85,(4.988655661534469+0j)
15721,18.11.2019,01:00,3.58,(4.235381951741679+0j)
15722,18.11.2019,02:00,2.97,(3.9797004957918283+0j)
15723,18.11.2019,03:00,3.87,(4.346789017187328+0j)
15724,18.11.2019,04:00,2.91,(3.952718645854461+0j)
15725,18.11.2019,05:00,1.43,(3.119202607498274+0j)
15726,18.11.2019,06:00,0.92,(2.692738512711289+0j)
15727,18.11.2019,07:00,0.88,(2.653133663861219+0j)
15728,18.11.2019,08:00,0.37,(1.987614459217727+0j)
15729,18.11.2019,09:00,0.31,(1.8737808839215773+0j)
15730,18.11.2019,10:00,0.11,(1.3265668319306094+0j)
15731,18.11.2019,11:00,2.06,(3.52279452626915+0j)
15732,18.11.2019,12:00,2.17,(3.584413882536395+0j)
15733,18.11.2019,13:00,1.8,(3.367873270607482+0j)
15734,18.11.2019,14:00,2.26,(3.6332982733158445+0j)
15735,18.11.2019,15:00,3.65,(4.262808871093844+0j)
15736,18.11.2019,16:00,0.59,(2.322107083611615+0j)
15737,18.11.2019,17:00,0.14,(1.437609446886077+0j)
15738,18.11.2019,18:00,2.55,(3.7824944507840805+0j)
15739,18.11.2019,19:00,0.87,(2.643045605745085+0j)
15740,18.11.2019,20:00,5.26,(4.814968912274601+0j)
15741,18.11.2019,21:00,2.35,(3.6809014788678507+0j)
15742,18.11.2019,22:00,1.77,(3.349057943546641+0j)
15743,18.11.2019,23:00,4.95,(4.7184566824525795+0j)
15744,19.11.2019,00:00,2.56,(3.7874324387026506+0j)
15745,19.11.2019,01:00,1.2,(2.942108296910243+0j)
15746,19.11.2019,02:00,1.71,(3.310779643129891+0j)
15747,19.11.2019,03:00,0.61,(2.348054561835054+0j)
15748,19.11.2019,04:00,0.09,(1.2407351212346982+0j)
15749,19.11.2019,05:00,0.0,0j
15750,19.11.2019,06:00,0.0,0j
15751,19.11.2019,07:00,0.0,0j
15752,19.11.2019,08:00,0.0,0j
15753,19.11.2019,09:00,0.0,0j
15754,19.11.2019,10:00,0.0,0j
15755,19.11.2019,11:00,0.0,0j
15756,19.11.2019,12:00,0.0,0j
15757,19.11.2019,13:00,0.08,(1.1929664636440358+0j)
15758,19.11.2019,14:00,0.71,(2.4699283535617185+0j)
15759,19.11.2019,15:00,0.46,(2.1372279738765925+0j)
15760,19.11.2019,16:00,1.16,(2.909048101893634+0j)
15761,19.11.2019,17:00,2.18,(3.589911458455843+0j)
15762,19.11.2019,18:00,6.01,(5.03372783247986+0j)
15763,19.11.2019,19:00,7.6,(5.4433898208896405+0j)
15764,19.11.2019,20:00,10.16,(5.996476583153999+0j)
15765,19.11.2019,21:00,15.15,(6.850713155849776+0j)
15766,19.11.2019,22:00,19.52,(7.454608563071388+0j)
15767,19.11.2019,23:00,18.61,(7.336918537979427+0j)
15768,20.11.2019,00:00,18.14,(7.274625941613136+0j)
15769,20.11.2019,01:00,21.05,(7.644497438358043+0j)
15770,20.11.2019,02:00,20.88,(7.6238627783774655+0j)
15771,20.11.2019,03:00,24.75,(8.068447432429835+0j)
15772,20.11.2019,04:00,27.92,(8.399176560321415+0j)
15773,20.11.2019,05:00,25.71,(8.171446311415751+0j)
15774,20.11.2019,06:00,29.65,(8.569190651007206+0j)
15775,20.11.2019,07:00,34.62,(9.023477240142546+0j)
15776,20.11.2019,08:00,36.11,(9.151116176124592+0j)
15777,20.11.2019,09:00,30.23,(8.624705776592483+0j)
15778,20.11.2019,10:00,21.77,(7.730680339732445+0j)
15779,20.11.2019,11:00,23.04,(7.878176946647406+0j)
15780,20.11.2019,12:00,23.56,(7.937005259840997+0j)
15781,20.11.2019,13:00,16.57,(7.058391483574986+0j)
15782,20.11.2019,14:00,14.98,(6.824992480025332+0j)
15783,20.11.2019,15:00,11.11,(6.1778343490380605+0j)
15784,20.11.2019,16:00,10.38,(6.039449542577824+0j)
15785,20.11.2019,17:00,10.89,(6.136784403536596+0j)
15786,20.11.2019,18:00,15.71,(6.934103202073697+0j)
15787,20.11.2019,19:00,18.12,(7.271951446540619+0j)
15788,20.11.2019,20:00,14.14,(6.694960862657073+0j)
15789,20.11.2019,21:00,12.21,(6.375341612736949+0j)
15790,20.11.2019,22:00,11.29,(6.211019413688608+0j)
15791,20.11.2019,23:00,13.35,(6.567881794654292+0j)
15792,21.11.2019,00:00,10.06,(5.976738202741712+0j)
15793,21.11.2019,01:00,10.66,(6.09327306305536+0j)
15794,21.11.2019,02:00,11.1,(6.175980256985222+0j)
15795,21.11.2019,03:00,13.34,(6.566241464467527+0j)
15796,21.11.2019,04:00,12.42,(6.411683921629777+0j)
15797,21.11.2019,05:00,14.65,(6.774503127987978+0j)
15798,21.11.2019,06:00,20.73,(7.605562509297335+0j)
15799,21.11.2019,07:00,20.97,(7.6348009035324+0j)
15800,21.11.2019,08:00,19.19,(7.412361033449833+0j)
15801,21.11.2019,09:00,16.01,(6.977963338506972+0j)
15802,21.11.2019,10:00,13.57,(6.60376365876249+0j)
15803,21.11.2019,11:00,17.74,(7.220757797552239+0j)
15804,21.11.2019,12:00,19.35,(7.432904664668772+0j)
15805,21.11.2019,13:00,19.1,(7.400755021198589+0j)
15806,21.11.2019,14:00,24.56,(8.047747840917514+0j)
15807,21.11.2019,15:00,27.85,(8.392151316761215+0j)
15808,21.11.2019,16:00,30.6,(8.659750540382959+0j)
15809,21.11.2019,17:00,31.12,(8.708528326996491+0j)
15810,21.11.2019,18:00,30.87,(8.685145848642886+0j)
15811,21.11.2019,19:00,29.88,(8.591291150875568+0j)
15812,21.11.2019,20:00,32.62,(8.846257123027256+0j)
15813,21.11.2019,21:00,38.28,(9.330871654433027+0j)
15814,21.11.2019,22:00,38.84,(9.37615215670642+0j)
15815,21.11.2019,23:00,41.6,(9.593181979012943+0j)
15816,22.11.2019,00:00,45.55,(9.88767917651593+0j)
15817,22.11.2019,01:00,51.86,(10.324659635817836+0j)
15818,22.11.2019,02:00,52.4,(10.360371656028844+0j)
15819,22.11.2019,03:00,47.83,(10.04997619431098+0j)
15820,22.11.2019,04:00,50.02,(10.201079571466922+0j)
15821,22.11.2019,05:00,48.8,(10.11746040421011+0j)
15822,22.11.2019,06:00,47.03,(9.993629218916976+0j)
15823,22.11.2019,07:00,49.7,(10.17927941511426+0j)
15824,22.11.2019,08:00,52.18,(10.345852069133247+0j)
15825,22.11.2019,09:00,52.61,(10.374193399422413+0j)
15826,22.11.2019,10:00,55.54,(10.563314201088156+0j)
15827,22.11.2019,11:00,55.04,(10.531519781103563+0j)
15828,22.11.2019,12:00,56.38,(10.61630197370787+0j)
15829,22.11.2019,13:00,54.1,(10.471221050641445+0j)
15830,22.11.2019,14:00,53.81,(10.452477389156892+0j)
15831,22.11.2019,15:00,53.64,(10.441458398251802+0j)
15832,22.11.2019,16:00,48.41,(10.090436033615536+0j)
15833,22.11.2019,17:00,48.76,(10.114695315139851+0j)
15834,22.11.2019,18:00,49.05,(10.134708068699362+0j)
15835,22.11.2019,19:00,48.38,(10.088351232722808+0j)
15836,22.11.2019,20:00,52.18,(10.345852069133247+0j)
15837,22.11.2019,21:00,46.38,(9.94737493255765+0j)
15838,22.11.2019,22:00,46.78,(9.975889851141584+0j)
15839,22.11.2019,23:00,30.27,(8.628508138278322+0j)
15840,23.11.2019,00:00,32.32,(8.819054438601455+0j)
15841,23.11.2019,01:00,22.21,(7.782415709610877+0j)
15842,23.11.2019,02:00,21.23,(7.666225165171734+0j)
15843,23.11.2019,03:00,23.55,(7.935882151681127+0j)
15844,23.11.2019,04:00,19.18,(7.41107327090942+0j)
15845,23.11.2019,05:00,24.19,(8.007129679724432+0j)
15846,23.11.2019,06:00,21.44,(7.691419513489549+0j)
15847,23.11.2019,07:00,12.03,(6.343857931152937+0j)
15848,23.11.2019,08:00,13.76,(6.634441729798313+0j)
15849,23.11.2019,09:00,11.06,(6.168552732973564+0j)
15850,23.11.2019,10:00,12.01,(6.340340404548128+0j)
15851,23.11.2019,11:00,16.06,(6.985219961184625+0j)
15852,23.11.2019,12:00,20.77,(7.610451189743108+0j)
15853,23.11.2019,13:00,17.59,(7.200348537209097+0j)
15854,23.11.2019,14:00,13.93,(6.661652048643327+0j)
15855,23.11.2019,15:00,16.32,(7.022713602384676+0j)
15856,23.11.2019,16:00,19.65,(7.4711207845663266+0j)
15857,23.11.2019,17:00,25.01,(8.096602221478951+0j)
15858,23.11.2019,18:00,23.42,(7.921252727132664+0j)
15859,23.11.2019,19:00,24.3,(8.019248358986847+0j)
15860,23.11.2019,20:00,21.92,(7.748395067896418+0j)
15861,23.11.2019,21:00,17.61,(7.203076458870805+0j)
15862,23.11.2019,22:00,14.71,(6.783738999176277+0j)
15863,23.11.2019,23:00,8.81,(5.718167535826062+0j)
15864,24.11.2019,00:00,7.74,(5.476610982206163+0j)
15865,24.11.2019,01:00,9.0,(5.758982284194173+0j)
15866,24.11.2019,02:00,8.25,(5.594348993780658+0j)
15867,24.11.2019,03:00,4.83,(4.680015408948176+0j)
15868,24.11.2019,04:00,2.69,(3.8504870408573653+0j)
15869,24.11.2019,05:00,5.02,(4.74059453791326+0j)
15870,24.11.2019,06:00,2.87,(3.9345240561726276+0j)
15871,24.11.2019,07:00,3.09,(4.032593067809213+0j)
15872,24.11.2019,08:00,4.24,(4.4811229326495825+0j)
15873,24.11.2019,09:00,1.29,(3.0138951722903493+0j)
15874,24.11.2019,10:00,0.12,(1.3656057018218093+0j)
15875,24.11.2019,11:00,0.22,(1.6713694756417292+0j)
15876,24.11.2019,12:00,0.72,(2.4814702424693964+0j)
15877,24.11.2019,13:00,2.83,(3.9161596158743275+0j)
15878,24.11.2019,14:00,4.84,(4.683243006804996+0j)
15879,24.11.2019,15:00,3.96,(4.380227169831498+0j)
15880,24.11.2019,16:00,5.09,(4.762527541367546+0j)
15881,24.11.2019,17:00,5.56,(4.9048210833318295+0j)
15882,24.11.2019,18:00,4.1,(4.431249378818801+0j)
15883,24.11.2019,19:00,4.03,(4.405885989552867+0j)
15884,24.11.2019,20:00,4.13,(4.4420310499773095+0j)
15885,24.11.2019,21:00,11.13,(6.1815391981114+0j)
15886,24.11.2019,22:00,15.05,(6.83560679336356+0j)
15887,24.11.2019,23:00,13.03,(6.5149793671256875+0j)
15888,25.11.2019,00:00,10.06,(5.976738202741712+0j)
15889,25.11.2019,01:00,9.75,(5.914705306972799+0j)
15890,25.11.2019,02:00,8.05,(5.548771824332697+0j)
15891,25.11.2019,03:00,11.87,(6.3156077024338115+0j)
15892,25.11.2019,04:00,14.68,(6.779124209317254+0j)
15893,25.11.2019,05:00,17.47,(7.18393742951248+0j)
15894,25.11.2019,06:00,24.03,(7.9894367516273075+0j)
15895,25.11.2019,07:00,27.01,(8.306915016702732+0j)
15896,25.11.2019,08:00,32.81,(8.86339932656542+0j)
15897,25.11.2019,09:00,28.78,(8.484543929477317+0j)
15898,25.11.2019,10:00,23.4,(7.918997245026929+0j)
15899,25.11.2019,11:00,20.08,(7.5252247564382095+0j)
15900,25.11.2019,12:00,26.42,(8.245984431233724+0j)
15901,25.11.2019,13:00,28.31,(8.43810378144581+0j)
15902,25.11.2019,14:00,33.68,(8.941058443792693+0j)
15903,25.11.2019,15:00,32.39,(8.82541673917676+0j)
15904,25.11.2019,16:00,42.19,(9.63832162902662+0j)
15905,25.11.2019,17:00,44.73,(9.827986218227423+0j)
15906,25.11.2019,18:00,44.32,(9.797865874230123+0j)
15907,25.11.2019,19:00,43.21,(9.715377082395419+0j)
15908,25.11.2019,20:00,40.15,(9.480402059214969+0j)
15909,25.11.2019,21:00,31.82,(8.773340086408725+0j)
15910,25.11.2019,22:00,22.34,(7.79757024222476+0j)
15911,25.11.2019,23:00,25.49,(8.148071873643437+0j)
15912,26.11.2019,00:00,19.09,(7.399463215443389+0j)
15913,26.11.2019,01:00,17.67,(7.211247851537041+0j)
15914,26.11.2019,02:00,17.15,(7.139803853081415+0j)
15915,26.11.2019,03:00,8.45,(5.639195388217699+0j)
15916,26.11.2019,04:00,1.2,(2.942108296910243+0j)
15917,26.11.2019,05:00,0.0,0j
15918,26.11.2019,06:00,0.0,0j
15919,26.11.2019,07:00,0.0,0j
15920,26.11.2019,08:00,0.0,0j
15921,26.11.2019,09:00,0.0,0j
15922,26.11.2019,10:00,0.0,0j
15923,26.11.2019,11:00,0.0,0j
15924,26.11.2019,12:00,0.0,0j
15925,26.11.2019,13:00,0.0,0j
15926,26.11.2019,14:00,0.0,0j
15927,26.11.2019,15:00,7.7,(5.467160383649229+0j)
15928,26.11.2019,16:00,33.74,(8.946364711177015+0j)
15929,26.11.2019,17:00,54.02,(10.466057089231592+0j)
15930,26.11.2019,18:00,50.62,(10.241705565969125+0j)
15931,26.11.2019,19:00,44.01,(9.774968403495892+0j)
15932,26.11.2019,20:00,43.23,(9.716875790800588+0j)
15933,26.11.2019,21:00,44.24,(9.791967097443546+0j)
15934,26.11.2019,22:00,41.09,(9.553817767566231+0j)
15935,26.11.2019,23:00,38.48,(9.347093647547952+0j)
15936,27.11.2019,00:00,34.77,(9.036490637521867+0j)
15937,27.11.2019,01:00,30.89,(8.687021082609968+0j)
15938,27.11.2019,02:00,28.44,(8.451000033485144+0j)
15939,27.11.2019,03:00,21.43,(7.690223522253741+0j)
15940,27.11.2019,04:00,17.62,(7.2044396452127515+0j)
15941,27.11.2019,05:00,13.04,(6.516645602330595+0j)
15942,27.11.2019,06:00,5.11,(4.768757146299166+0j)
15943,27.11.2019,07:00,3.75,(4.301388423954398+0j)
15944,27.11.2019,08:00,2.37,(3.6913142683692146+0j)
15945,27.11.2019,09:00,2.81,(3.9069124513173943+0j)
15946,27.11.2019,10:00,0.64,(2.3859329272880716+0j)
15947,27.11.2019,11:00,0.0,0j
15948,27.11.2019,12:00,0.0,0j
15949,27.11.2019,13:00,0.0,0j
15950,27.11.2019,14:00,0.0,0j
15951,27.11.2019,15:00,0.0,0j
15952,27.11.2019,16:00,0.15,(1.4710541484551216+0j)
15953,27.11.2019,17:00,1.47,(3.1480190441606077+0j)
15954,27.11.2019,18:00,2.46,(3.7374604741938624+0j)
15955,27.11.2019,19:00,7.07,(5.313793958133881+0j)
15956,27.11.2019,20:00,11.15,(6.18523961156512+0j)
15957,27.11.2019,21:00,17.14,(7.138415866294288+0j)
15958,27.11.2019,22:00,14.72,(6.785275868055133+0j)
15959,27.11.2019,23:00,15.78,(6.944386844771572+0j)
15960,28.11.2019,00:00,17.94,(7.247791961340283+0j)
15961,28.11.2019,01:00,14.52,(6.75440521420968+0j)
15962,28.11.2019,02:00,19.46,(7.446962805334337+0j)
15963,28.11.2019,03:00,16.78,(7.088084585789505+0j)
15964,28.11.2019,04:00,14.13,(6.693382234712994+0j)
15965,28.11.2019,05:00,28.51,(8.457927897020296+0j)
15966,28.11.2019,06:00,26.41,(8.24494392845533+0j)
15967,28.11.2019,07:00,17.68,(7.212607951126354+0j)
15968,28.11.2019,08:00,17.16,(7.141191300425529+0j)
15969,28.11.2019,09:00,26.95,(8.300759464232382+0j)
15970,28.11.2019,10:00,20.72,(7.604339356733737+0j)
15971,28.11.2019,11:00,12.8,(6.476418369844596+0j)
15972,28.11.2019,12:00,24.56,(8.047747840917514+0j)
15973,28.11.2019,13:00,25.79,(8.17991304075842+0j)
15974,28.11.2019,14:00,18.91,(7.3761331713079885+0j)
15975,28.11.2019,15:00,24.72,(8.065186135618426+0j)
15976,28.11.2019,16:00,40.51,(9.50865274140582+0j)
15977,28.11.2019,17:00,43.34,(9.725110435242263+0j)
15978,28.11.2019,18:00,52.66,(10.377478867528879+0j)
15979,28.11.2019,19:00,51.39,(10.293374613723069+0j)
15980,28.11.2019,20:00,47.29,(10.012011599195752+0j)
15981,28.11.2019,21:00,40.67,(9.521154887768414+0j)
15982,28.11.2019,22:00,44.83,(9.83530470050462+0j)
15983,28.11.2019,23:00,51.21,(10.281342604377173+0j)
15984,29.11.2019,00:00,52.84,(10.389289362016772+0j)
15985,29.11.2019,01:00,48.46,(10.093908788581903+0j)
15986,29.11.2019,02:00,41.76,(9.605465195987781+0j)
15987,29.11.2019,03:00,44.26,(9.793442457884352+0j)
15988,29.11.2019,04:00,26.93,(8.298705583296327+0j)
15989,29.11.2019,05:00,25.51,(8.150202367105319+0j)
15990,29.11.2019,06:00,14.8,(6.797545833058248+0j)
15991,29.11.2019,07:00,41.23,(9.564655913861944+0j)
15992,29.11.2019,08:00,43.97,(9.772006067257667+0j)
15993,29.11.2019,09:00,31.56,(8.749379164340745+0j)
15994,29.11.2019,10:00,25.62,(8.161900220585826+0j)
15995,29.11.2019,11:00,43.87,(9.764592358268686+0j)
15996,29.11.2019,12:00,53.07,(10.404341581826104+0j)
15997,29.11.2019,13:00,45.99,(9.919414596080056+0j)
15998,29.11.2019,14:00,38.27,(9.33005907307784+0j)
15999,29.11.2019,15:00,32.19,(8.807214322360586+0j)
16000,29.11.2019,16:00,19.08,(7.398170958481128+0j)
16001,29.11.2019,17:00,16.52,(7.051284761609387+0j)
16002,29.11.2019,18:00,9.6,(5.884216593820486+0j)
16003,29.11.2019,19:00,7.87,(5.5071023783341415+0j)
16004,29.11.2019,20:00,12.56,(6.435685101278704+0j)
16005,29.11.2019,21:00,17.19,(7.14535041103405+0j)
16006,29.11.2019,22:00,11.04,(6.164832253944977+0j)
16007,29.11.2019,23:00,11.02,(6.161107278866492+0j)
16008,30.11.2019,00:00,8.84,(5.724650724526087+0j)
16009,30.11.2019,01:00,8.77,(5.709500349315214+0j)
16010,30.11.2019,02:00,7.12,(5.326291167751538+0j)
16011,30.11.2019,03:00,6.98,(5.291149675066284+0j)
16012,30.11.2019,04:00,2.65,(3.831306214466063+0j)
16013,30.11.2019,05:00,0.45,(2.1216272135083294+0j)
16014,30.11.2019,06:00,3.07,(4.023873920458757+0j)
16015,30.11.2019,07:00,3.93,(4.369137939680553+0j)
16016,30.11.2019,08:00,10.28,(6.019992418223403+0j)
16017,30.11.2019,09:00,10.32,(6.027790344580699+0j)
16018,30.11.2019,10:00,7.32,(5.375702998449819+0j)
16019,30.11.2019,11:00,9.65,(5.894414563259635+0j)
16020,30.11.2019,12:00,8.95,(5.748297691407865+0j)
16021,30.11.2019,13:00,23.65,(7.947098961170401+0j)
16022,30.11.2019,14:00,34.09,(8.977193227411211+0j)
16023,30.11.2019,15:00,21.21,(7.663817052820692+0j)
16024,30.11.2019,16:00,16.64,(7.0683169165746005+0j)
16025,30.11.2019,17:00,15.14,(6.8492055164622165+0j)
16026,30.11.2019,18:00,15.61,(6.9193591575817335+0j)
16027,30.11.2019,19:00,16.59,(7.061230169376118+0j)
16028,30.11.2019,20:00,26.44,(8.248064649392413+0j)
16029,30.11.2019,21:00,28.3,(8.437110128141587+0j)
16030,30.11.2019,22:00,21.62,(7.712884051327828+0j)
16031,30.11.2019,23:00,16.98,(7.116134282822842+0j)
16032,01.12.2019,00:00,18.39,(7.307892482347015+0j)
16033,01.12.2019,01:00,19.07,(7.396878249917598+0j)
16034,01.12.2019,02:00,25.87,(8.188362279086158+0j)
16035,01.12.2019,03:00,29.4,(8.545038350845813+0j)
16036,01.12.2019,04:00,40.06,(9.47331302213038+0j)
16037,01.12.2019,05:00,28.26,(8.433133172507286+0j)
16038,01.12.2019,06:00,34.8,(9.03908882358727+0j)
16039,01.12.2019,07:00,41.25,(9.566202216679907+0j)
16040,01.12.2019,08:00,37.85,(9.295802056782028+0j)
16041,01.12.2019,09:00,37.32,(9.25220935203053+0j)
16042,01.12.2019,10:00,41.05,(9.550716633608996+0j)
16043,01.12.2019,11:00,38.73,(9.367292287696234+0j)
16044,01.12.2019,12:00,36.38,(9.173867663569842+0j)
16045,01.12.2019,13:00,36.09,(9.149426375296569+0j)
16046,01.12.2019,14:00,43.82,(9.760881278419673+0j)
16047,01.12.2019,15:00,37.91,(9.300711380143428+0j)
16048,01.12.2019,16:00,39.12,(9.398629319806963+0j)
16049,01.12.2019,17:00,37.04,(9.229012454748373+0j)
16050,01.12.2019,18:00,35.01,(9.057234447787332+0j)
16051,01.12.2019,19:00,33.01,(8.881372404937084+0j)
16052,01.12.2019,20:00,28.58,(8.464844429924879+0j)
16053,01.12.2019,21:00,25.63,(8.162962000254444+0j)
16054,01.12.2019,22:00,25.96,(8.197846877077122+0j)
16055,01.12.2019,23:00,21.95,(7.751928308271132+0j)
16056,02.12.2019,00:00,16.09,(6.989566707770735+0j)
16057,02.12.2019,01:00,20.8,(7.61411358260376+0j)
16058,02.12.2019,02:00,13.13,(6.531603525356846+0j)
16059,02.12.2019,03:00,7.3,(5.370802628369734+0j)
16060,02.12.2019,04:00,6.67,(5.211629304086482+0j)
16061,02.12.2019,05:00,3.08,(4.028238212296524+0j)
16062,02.12.2019,06:00,1.06,(2.8229305550059274+0j)
16063,02.12.2019,07:00,0.4,(2.0399439580232617+0j)
16064,02.12.2019,08:00,0.0,0j
16065,02.12.2019,09:00,0.0,0j
16066,02.12.2019,10:00,0.02,(0.7515217796818838+0j)
16067,02.12.2019,11:00,1.39,(3.089843664428974+0j)
16068,02.12.2019,12:00,3.0,(3.9930552955316005+0j)
16069,02.12.2019,13:00,3.06,(4.0195001410113775+0j)
16070,02.12.2019,14:00,4.13,(4.4420310499773095+0j)
16071,02.12.2019,15:00,7.15,(5.333761431633283+0j)
16072,02.12.2019,16:00,7.58,(5.438610722891952+0j)
16073,02.12.2019,17:00,7.89,(5.51176349133226+0j)
16074,02.12.2019,18:00,13.08,(6.523302037604172+0j)
16075,02.12.2019,19:00,21.73,(7.725942676318355+0j)
16076,02.12.2019,20:00,39.76,(9.449605933483754+0j)
16077,02.12.2019,21:00,53.85,(10.455066719141836+0j)
