,Tarih,Saat,Toplam (MWh),YALOVA WindSpeed(m/s)
24089,01.11.2020,08:00,16.16,(6.55684375681287+0j)
24090,01.11.2020,09:00,10.23,(5.629972334323057+0j)
24091,01.11.2020,10:00,4.53,(4.2912167381594095+0j)
24092,01.11.2020,11:00,0.0,0j
24093,01.11.2020,12:00,0.0,0j
24094,01.11.2020,13:00,0.0,0j
24095,01.11.2020,14:00,0.0,0j
24096,01.11.2020,15:00,0.0,0j
24097,01.11.2020,16:00,0.0,0j
24098,01.11.2020,17:00,2.46,(3.5010051681309493+0j)
24099,01.11.2020,18:00,3.76,(4.032833862991411+0j)
24100,01.11.2020,19:00,4.67,(4.334975789836145+0j)
24101,01.11.2020,20:00,1.69,(3.0891804972492993+0j)
24102,01.11.2020,21:00,0.0,0j
24103,01.11.2020,22:00,0.0,0j
24104,01.11.2020,23:00,0.0,0j
24105,02.11.2020,00:00,0.0,0j
24106,02.11.2020,01:00,0.0,0j
24107,02.11.2020,02:00,0.0,0j
24108,02.11.2020,03:00,0.0,0j
24109,02.11.2020,04:00,0.0,0j
24110,02.11.2020,05:00,0.0,0j
24111,02.11.2020,06:00,0.0,0j
24112,02.11.2020,07:00,0.0,0j
24113,02.11.2020,08:00,0.0,0j
24114,02.11.2020,09:00,0.0,0j
24115,02.11.2020,10:00,0.0,0j
24116,02.11.2020,11:00,0.0,0j
24117,02.11.2020,12:00,0.0,0j
24118,02.11.2020,13:00,0.0,0j
24119,02.11.2020,14:00,0.0,0j
24120,02.11.2020,15:00,0.0,0j
24121,02.11.2020,16:00,0.0,0j
24122,02.11.2020,17:00,0.0,0j
24123,02.11.2020,18:00,0.0,0j
24124,02.11.2020,19:00,0.0,0j
24125,02.11.2020,20:00,0.0,0j
24126,02.11.2020,21:00,0.0,0j
24127,02.11.2020,22:00,0.0,0j
24128,02.11.2020,23:00,0.0,0j
24129,03.11.2020,00:00,0.0,0j
24130,03.11.2020,01:00,0.0,0j
24131,03.11.2020,02:00,0.0,0j
24132,03.11.2020,03:00,0.0,0j
24133,03.11.2020,04:00,0.0,0j
24134,03.11.2020,05:00,0.0,0j
24135,03.11.2020,06:00,0.0,0j
24136,03.11.2020,07:00,0.0,0j
24137,03.11.2020,08:00,0.0,0j
24138,03.11.2020,09:00,0.0,0j
24139,03.11.2020,10:00,0.0,0j
24140,03.11.2020,11:00,0.0,0j
24141,03.11.2020,12:00,0.0,0j
24142,03.11.2020,13:00,0.0,0j
24143,03.11.2020,14:00,0.0,0j
24144,03.11.2020,15:00,0.0,0j
24145,03.11.2020,16:00,0.0,0j
24146,03.11.2020,17:00,0.0,0j
24147,03.11.2020,18:00,0.0,0j
24148,03.11.2020,19:00,0.0,0j
24149,03.11.2020,20:00,3.27,(3.849434790320701+0j)
24150,03.11.2020,21:00,4.5,(4.281722864804388+0j)
24151,03.11.2020,22:00,1.93,(3.2289908857509797+0j)
24152,03.11.2020,23:00,0.0,0j
24153,04.11.2020,00:00,1.0,(2.5934689301454257+0j)
24154,04.11.2020,01:00,2.0,(3.267566097338558+0j)
24155,04.11.2020,02:00,7.0,(4.961127588026532+0j)
24156,04.11.2020,03:00,8.14,(5.217020194046076+0j)
24157,04.11.2020,04:00,7.34,(5.040184132888712+0j)
24158,04.11.2020,05:00,6.4,(4.8151265705938755+0j)
24159,04.11.2020,06:00,11.35,(5.828359566559441+0j)
24160,04.11.2020,07:00,10.75,(5.723792363800661+0j)
24161,04.11.2020,08:00,4.3,(4.21732627198379+0j)
24162,04.11.2020,09:00,6.3,(4.789916021913749+0j)
24163,04.11.2020,10:00,6.11,(4.741271075933303+0j)
24164,04.11.2020,11:00,19.03,(6.924057178391379+0j)
24165,04.11.2020,12:00,22.33,(7.303156778760872+0j)
24166,04.11.2020,13:00,17.8,(6.771544189800775+0j)
24167,04.11.2020,14:00,12.68,(6.047661395886768+0j)
24168,04.11.2020,15:00,19.11,(6.933746268768766+0j)
24169,04.11.2020,16:00,24.39,(7.5211626890779+0j)
24170,04.11.2020,17:00,24.18,(7.499514485943411+0j)
24171,04.11.2020,18:00,31.33,(8.175880111043735+0j)
24172,04.11.2020,19:00,30.79,(8.128634805221916+0j)
24173,04.11.2020,20:00,29.44,(8.008053846915812+0j)
24174,04.11.2020,21:00,30.88,(8.136547173752701+0j)
24175,04.11.2020,22:00,22.23,(7.292238603146226+0j)
24176,04.11.2020,23:00,17.06,(6.676375044171799+0j)
24177,05.11.2020,00:00,18.0,(6.796811379826778+0j)
24178,05.11.2020,01:00,24.0,(7.480858900215709+0j)
24179,05.11.2020,02:00,14.0,(6.2506290793688075+0j)
24180,05.11.2020,03:00,9.4,(5.4733976412521885+0j)
24181,05.11.2020,04:00,11.46,(5.847127832871811+0j)
24182,05.11.2020,05:00,11.11,(5.786985610464351+0j)
24183,05.11.2020,06:00,12.39,(6.001200705101349+0j)
24184,05.11.2020,07:00,22.72,(7.3454288858634005+0j)
24185,05.11.2020,08:00,28.95,(7.963376310342106+0j)
24186,05.11.2020,09:00,24.38,(7.520134646051279+0j)
24187,05.11.2020,10:00,26.05,(7.6880634460626815+0j)
24188,05.11.2020,11:00,24.77,(7.5600218672263235+0j)
24189,05.11.2020,12:00,33.7,(8.377048241535496+0j)
24190,05.11.2020,13:00,35.96,(8.56027290763269+0j)
24191,05.11.2020,14:00,38.61,(8.765586572514387+0j)
24192,05.11.2020,15:00,43.18,(9.098614445608954+0j)
24193,05.11.2020,16:00,47.2,(9.37263524064903+0j)
24194,05.11.2020,17:00,48.95,(9.48706657454637+0j)
24195,05.11.2020,18:00,49.67,(9.533355088988682+0j)
24196,05.11.2020,19:00,48.0,(9.425291599675182+0j)
24197,05.11.2020,20:00,46.45,(9.322726758830779+0j)
24198,05.11.2020,21:00,45.07,(9.22947296878543+0j)
24199,05.11.2020,22:00,44.0,(9.155848720258769+0j)
24200,05.11.2020,23:00,43.34,(9.109838653684001+0j)
24201,06.11.2020,00:00,45.0,(9.22469227303727+0j)
24202,06.11.2020,01:00,42.0,(9.014967103870655+0j)
24203,06.11.2020,02:00,43.0,(9.085954019544717+0j)
24204,06.11.2020,03:00,44.93,(9.219906616956312+0j)
24205,06.11.2020,04:00,46.18,(9.30462823599949+0j)
24206,06.11.2020,05:00,48.83,(9.479307776094908+0j)
24207,06.11.2020,06:00,46.28,(9.311339597411834+0j)
24208,06.11.2020,07:00,46.83,(9.34808032364859+0j)
24209,06.11.2020,08:00,43.42,(9.11544040061674+0j)
24210,06.11.2020,09:00,38.77,(8.777678094451742+0j)
24211,06.11.2020,10:00,34.65,(8.45503602715742+0j)
24212,06.11.2020,11:00,29.7,(8.031559219929063+0j)
24213,06.11.2020,12:00,25.68,(7.6514907218124595+0j)
24214,06.11.2020,13:00,32.91,(8.311071341303686+0j)
24215,06.11.2020,14:00,44.27,(9.174538415689664+0j)
24216,06.11.2020,15:00,43.45,(9.117539281741022+0j)
24217,06.11.2020,16:00,38.12,(8.728347200126791+0j)
24218,06.11.2020,17:00,38.08,(8.725293194559038+0j)
24219,06.11.2020,18:00,37.66,(8.693096247891592+0j)
24220,06.11.2020,19:00,29.88,(8.047751923482387+0j)
24221,06.11.2020,20:00,16.92,(6.65806201123816+0j)
24222,06.11.2020,21:00,9.43,(5.479214221230846+0j)
24223,06.11.2020,22:00,6.95,(4.949287143038919+0j)
24224,06.11.2020,23:00,11.63,(5.875898534356709+0j)
24225,07.11.2020,00:00,15.0,(6.396044389925575+0j)
24226,07.11.2020,01:00,17.0,(6.668538916027042+0j)
24227,07.11.2020,02:00,13.0,(6.098113456976981+0j)
24228,07.11.2020,03:00,29.79,(8.039663725145264+0j)
24229,07.11.2020,04:00,39.11,(8.803262555920911+0j)
24230,07.11.2020,05:00,34.93,(8.477749463424738+0j)
24231,07.11.2020,06:00,33.3,(8.343772624709825+0j)
24232,07.11.2020,07:00,30.48,(8.101262484225842+0j)
24233,07.11.2020,08:00,28.49,(7.920972993646471+0j)
24234,07.11.2020,09:00,24.84,(7.567136707815635+0j)
24235,07.11.2020,10:00,26.06,(7.689047077527619+0j)
24236,07.11.2020,11:00,17.45,(6.726867291163591+0j)
24237,07.11.2020,12:00,12.29,(5.98501179261503+0j)
24238,07.11.2020,13:00,12.87,(6.077718276349388+0j)
24239,07.11.2020,14:00,11.77,(5.89938224937717+0j)
24240,07.11.2020,15:00,19.36,(6.963851484213425+0j)
24241,07.11.2020,16:00,30.1,(8.067454933603022+0j)
24242,07.11.2020,17:00,26.99,(7.779446127777983+0j)
24243,07.11.2020,18:00,37.97,(8.716883636633225+0j)
24244,07.11.2020,19:00,33.13,(8.329549782072348+0j)
24245,07.11.2020,20:00,24.8,(7.563072723839659+0j)
24246,07.11.2020,21:00,23.6,(7.439065520360244+0j)
24247,07.11.2020,22:00,31.72,(8.209665123406234+0j)
24248,07.11.2020,23:00,36.4,(8.595045446668347+0j)
24249,08.11.2020,00:00,39.0,(8.795001513010876+0j)
24250,08.11.2020,01:00,34.0,(8.40183255234561+0j)
24251,08.11.2020,02:00,39.0,(8.795001513010876+0j)
24252,08.11.2020,03:00,38.98,(8.793497836880867+0j)
24253,08.11.2020,04:00,40.81,(8.929008733589376+0j)
24254,08.11.2020,05:00,40.1,(8.876924109624145+0j)
24255,08.11.2020,06:00,32.02,(8.235465623387414+0j)
24256,08.11.2020,07:00,23.61,(7.440116087458008+0j)
24257,08.11.2020,08:00,25.63,(7.646521574602473+0j)
24258,08.11.2020,09:00,24.32,(7.513960476899519+0j)
24259,08.11.2020,10:00,22.79,(7.352964872711241+0j)
24260,08.11.2020,11:00,19.85,(7.022114174963411+0j)
24261,08.11.2020,12:00,14.33,(6.299360259459452+0j)
24262,08.11.2020,13:00,12.94,(6.088717273438626+0j)
24263,08.11.2020,14:00,19.15,(6.938580675960755+0j)
24264,08.11.2020,15:00,22.83,(7.3572642245885325+0j)
24265,08.11.2020,16:00,26.81,(7.762113475936959+0j)
24266,08.11.2020,17:00,39.75,(8.851022141309857+0j)
24267,08.11.2020,18:00,40.6,(8.91366676396295+0j)
24268,08.11.2020,19:00,35.97,(8.561066333618106+0j)
24269,08.11.2020,20:00,29.73,(8.034262538618536+0j)
24270,08.11.2020,21:00,30.21,(8.077270450890227+0j)
24271,08.11.2020,22:00,34.74,(8.462350075810843+0j)
24272,08.11.2020,23:00,25.13,(7.5964709089594455+0j)
24273,09.11.2020,00:00,23.0,(7.375480653711542+0j)
24274,09.11.2020,01:00,16.0,(6.535132194677116+0j)
24275,09.11.2020,02:00,8.0,(5.186937860290851+0j)
24276,09.11.2020,03:00,12.02,(5.940858458385969+0j)
24277,09.11.2020,04:00,25.07,(7.590420352111124+0j)
24278,09.11.2020,05:00,17.5,(6.7332860615571075+0j)
24279,09.11.2020,06:00,22.12,(7.280190725296331+0j)
24280,09.11.2020,07:00,24.29,(7.510869583717822+0j)
24281,09.11.2020,08:00,25.66,(7.649503837609443+0j)
24282,09.11.2020,09:00,19.39,(6.967446658566168+0j)
24283,09.11.2020,10:00,9.17,(5.428387328544836+0j)
24284,09.11.2020,11:00,10.28,(5.63912975503913+0j)
24285,09.11.2020,12:00,9.48,(5.488881168269367+0j)
24286,09.11.2020,13:00,8.86,(5.3665142898098885+0j)
24287,09.11.2020,14:00,7.83,(5.149933686464043+0j)
24288,09.11.2020,15:00,14.87,(6.377513290515189+0j)
24289,09.11.2020,16:00,14.01,(6.252116970184199+0j)
24290,09.11.2020,17:00,18.81,(6.897271389637328+0j)
24291,09.11.2020,18:00,27.78,(7.854619111735312+0j)
24292,09.11.2020,19:00,31.45,(8.186305216517075+0j)
24293,09.11.2020,20:00,31.35,(8.177619475017295+0j)
24294,09.11.2020,21:00,22.39,(7.3096920455848196+0j)
24295,09.11.2020,22:00,21.0,(7.155184132071494+0j)
24296,09.11.2020,23:00,27.32,(7.811023561524869+0j)
24297,10.11.2020,00:00,33.0,(8.318640627219+0j)
24298,10.11.2020,01:00,42.0,(9.014967103870655+0j)
24299,10.11.2020,02:00,40.0,(8.86953897800405+0j)
24300,10.11.2020,03:00,39.31,(8.81824303671099+0j)
24301,10.11.2020,04:00,39.18,(8.808511521209871+0j)
24302,10.11.2020,05:00,39.16,(8.807012455231092+0j)
24303,10.11.2020,06:00,38.88,(8.785971730981371+0j)
24304,10.11.2020,07:00,36.99,(8.641235210638925+0j)
24305,10.11.2020,08:00,34.22,(8.419915206066493+0j)
24306,10.11.2020,09:00,27.83,(7.859328681823883+0j)
24307,10.11.2020,10:00,31.35,(8.177619475017295+0j)
24308,10.11.2020,11:00,31.32,(8.175010151459489+0j)
24309,10.11.2020,12:00,36.11,(8.57215888916906+0j)
24310,10.11.2020,13:00,41.71,(8.994170431003106+0j)
24311,10.11.2020,14:00,44.8,(9.211005765884899+0j)
24312,10.11.2020,15:00,41.86,(9.004939323509962+0j)
24313,10.11.2020,16:00,42.15,(9.025686456541447+0j)
24314,10.11.2020,17:00,38.18,(8.732924205265636+0j)
24315,10.11.2020,18:00,35.53,(8.526015516013016+0j)
24316,10.11.2020,19:00,36.22,(8.580854371687717+0j)
24317,10.11.2020,20:00,35.01,(8.48421671068416+0j)
24318,10.11.2020,21:00,30.43,(8.096830235565555+0j)
24319,10.11.2020,22:00,28.07,(7.881856440100651+0j)
24320,10.11.2020,23:00,29.99,(8.057615473316035+0j)
24321,11.11.2020,00:00,26.0,(7.683141509092493+0j)
24322,11.11.2020,01:00,26.0,(7.683141509092493+0j)
24323,11.11.2020,02:00,33.0,(8.318640627219+0j)
24324,11.11.2020,03:00,28.83,(7.952358134651222+0j)
24325,11.11.2020,04:00,31.11,(8.156698067396215+0j)
24326,11.11.2020,05:00,26.91,(7.771752270734499+0j)
24327,11.11.2020,06:00,19.45,(6.97462589770854+0j)
24328,11.11.2020,07:00,21.98,(7.264799155651819+0j)
24329,11.11.2020,08:00,24.46,(7.528351134035616+0j)
24330,11.11.2020,09:00,20.72,(7.123240920397615+0j)
24331,11.11.2020,10:00,18.55,(6.865344805400412+0j)
24332,11.11.2020,11:00,23.54,(7.432755877366462+0j)
24333,11.11.2020,12:00,25.45,(7.628578947283168+0j)
24334,11.11.2020,13:00,30.76,(8.125993923033057+0j)
24335,11.11.2020,14:00,23.76,(7.4558391183445+0j)
24336,11.11.2020,15:00,13.51,(6.176837354240886+0j)
24337,11.11.2020,16:00,14.42,(6.312520521094762+0j)
24338,11.11.2020,17:00,15.65,(6.487128441330101+0j)
24339,11.11.2020,18:00,25.76,(7.659427958542822+0j)
24340,11.11.2020,19:00,40.02,(8.871016988192716+0j)
24341,11.11.2020,20:00,47.24,(9.375282130154512+0j)
24342,11.11.2020,21:00,49.1,(9.496747261440955+0j)
24343,11.11.2020,22:00,47.71,(9.40627175421019+0j)
24344,11.11.2020,23:00,46.05,(9.29588896584273+0j)
24345,12.11.2020,00:00,45.0,(9.22469227303727+0j)
24346,12.11.2020,01:00,44.0,(9.155848720258769+0j)
24347,12.11.2020,02:00,43.0,(9.085954019544717+0j)
24348,12.11.2020,03:00,41.99,(9.014251573499852+0j)
24349,12.11.2020,04:00,38.28,(8.740541902956897+0j)
24350,12.11.2020,05:00,34.81,(8.468030051677756+0j)
24351,12.11.2020,06:00,34.02,(8.403479647575486+0j)
24352,12.11.2020,07:00,35.93,(8.557891746756678+0j)
24353,12.11.2020,08:00,35.8,(8.547558038702064+0j)
24354,12.11.2020,09:00,19.04,(6.925269797886994+0j)
24355,12.11.2020,10:00,7.64,(5.107936649612704+0j)
24356,12.11.2020,11:00,3.22,(3.829713979271411+0j)
24357,12.11.2020,12:00,0.0,0j
24358,12.11.2020,13:00,0.0,0j
24359,12.11.2020,14:00,2.34,(3.4431266827317475+0j)
24360,12.11.2020,15:00,6.05,(4.7257002870248765+0j)
24361,12.11.2020,16:00,12.81,(6.068258777362132+0j)
24362,12.11.2020,17:00,24.22,(7.5036475892799075+0j)
24363,12.11.2020,18:00,31.28,(8.171528460173192+0j)
24364,12.11.2020,19:00,13.87,(6.231221699126673+0j)
24365,12.11.2020,20:00,6.77,(4.906185211449909+0j)
24366,12.11.2020,21:00,0.0,0j
24367,12.11.2020,22:00,0.0,0j
24368,12.11.2020,23:00,0.0,0j
24369,13.11.2020,00:00,0.0,0j
24370,13.11.2020,01:00,0.0,0j
24371,13.11.2020,02:00,0.0,0j
24372,13.11.2020,03:00,0.0,0j
24373,13.11.2020,04:00,0.0,0j
24374,13.11.2020,05:00,0.0,0j
24375,13.11.2020,06:00,0.0,0j
24376,13.11.2020,07:00,0.0,0j
24377,13.11.2020,08:00,0.0,0j
24378,13.11.2020,09:00,0.0,0j
24379,13.11.2020,10:00,0.0,0j
24380,13.11.2020,11:00,0.0,0j
24381,13.11.2020,12:00,0.0,0j
24382,13.11.2020,13:00,0.0,0j
24383,13.11.2020,14:00,0.0,0j
24384,13.11.2020,15:00,0.0,0j
24385,13.11.2020,16:00,2.94,(3.715325140343985+0j)
24386,13.11.2020,17:00,6.63,(4.8721302749718705+0j)
24387,13.11.2020,18:00,7.5,(5.076543796501579+0j)
24388,13.11.2020,19:00,6.61,(4.867226265341916+0j)
24389,13.11.2020,20:00,8.4,(5.271984744224653+0j)
24390,13.11.2020,21:00,8.9,(5.374578185169449+0j)
24391,13.11.2020,22:00,11.36,(5.830070770288581+0j)
24392,13.11.2020,23:00,14.71,(6.354556913539071+0j)
24393,14.11.2020,00:00,3.0,(3.7404294501078543+0j)
24394,14.11.2020,01:00,5.0,(4.434769489002025+0j)
24395,14.11.2020,02:00,8.0,(5.186937860290851+0j)
24396,14.11.2020,03:00,9.0,(5.394632767183229+0j)
24397,14.11.2020,04:00,9.0,(5.394632767183229+0j)
24398,14.11.2020,05:00,18.54,(6.864110918816434+0j)
24399,14.11.2020,06:00,18.66,(6.878888382982638+0j)
24400,14.11.2020,07:00,26.99,(7.779446127777983+0j)
24401,14.11.2020,08:00,31.43,(8.18456954272043+0j)
24402,14.11.2020,09:00,30.4,(8.09416855548042+0j)
24403,14.11.2020,10:00,23.03,(7.378685991209235+0j)
24404,14.11.2020,11:00,14.48,(6.32126363548336+0j)
24405,14.11.2020,12:00,10.7,(5.71490447316141+0j)
24406,14.11.2020,13:00,21.59,(7.221575071206354+0j)
24407,14.11.2020,14:00,29.99,(8.057615473316035+0j)
24408,14.11.2020,15:00,25.2,(7.603517732025217+0j)
24409,14.11.2020,16:00,24.89,(7.572210557202188+0j)
24410,14.11.2020,17:00,29.9,(8.049547094615649+0j)
24411,14.11.2020,18:00,27.28,(7.807209584570105+0j)
24412,14.11.2020,19:00,22.99,(7.374411588519917+0j)
24413,14.11.2020,20:00,19.0,(6.920416769109193+0j)
24414,14.11.2020,21:00,18.73,(6.887479331906607+0j)
24415,14.11.2020,22:00,19.66,(6.9996375775792865+0j)
24416,14.11.2020,23:00,16.09,(6.547362663996988+0j)
24417,15.11.2020,00:00,20.0,(7.039757752078289+0j)
24418,15.11.2020,01:00,20.0,(7.039757752078289+0j)
24419,15.11.2020,02:00,14.0,(6.2506290793688075+0j)
24420,15.11.2020,03:00,17.04,(6.673765045843212+0j)
24421,15.11.2020,04:00,16.57,(6.611833150695072+0j)
24422,15.11.2020,05:00,12.61,(6.0365121396897425+0j)
24423,15.11.2020,06:00,14.22,(6.283200449000715+0j)
24424,15.11.2020,07:00,14.91,(6.383226631344942+0j)
24425,15.11.2020,08:00,11.61,(5.872528359522531+0j)
24426,15.11.2020,09:00,8.56,(5.305247357557945+0j)
24427,15.11.2020,10:00,2.38,(3.4626348989434974+0j)
24428,15.11.2020,11:00,2.24,(3.393363537567819+0j)
24429,15.11.2020,12:00,3.91,(4.085764230086596+0j)
24430,15.11.2020,13:00,2.98,(3.7320988446890175+0j)
24431,15.11.2020,14:00,4.94,(4.416958977874161+0j)
24432,15.11.2020,15:00,9.27,(5.448048446677806+0j)
24433,15.11.2020,16:00,8.46,(5.284507320354481+0j)
24434,15.11.2020,17:00,7.94,(5.1739379615228716+0j)
24435,15.11.2020,18:00,10.29,(5.640957674050471+0j)
24436,15.11.2020,19:00,9.46,(5.485018477923764+0j)
24437,15.11.2020,20:00,3.71,(4.014877997987672+0j)
24438,15.11.2020,21:00,0.0,0j
24439,15.11.2020,22:00,3.04,(3.75698023844976+0j)
24440,15.11.2020,23:00,0.0,0j
24441,16.11.2020,00:00,2.0,(3.267566097338558+0j)
24442,16.11.2020,01:00,1.0,(2.5934689301454257+0j)
24443,16.11.2020,02:00,2.0,(3.267566097338558+0j)
24444,16.11.2020,03:00,2.05,(3.294572000509906+0j)
24445,16.11.2020,04:00,0.0,0j
24446,16.11.2020,05:00,0.0,0j
24447,16.11.2020,06:00,0.0,0j
24448,16.11.2020,07:00,0.0,0j
24449,16.11.2020,08:00,0.0,0j
24450,16.11.2020,09:00,0.0,0j
24451,16.11.2020,10:00,0.0,0j
24452,16.11.2020,11:00,0.0,0j
24453,16.11.2020,12:00,0.0,0j
24454,16.11.2020,13:00,0.0,0j
24455,16.11.2020,14:00,0.0,0j
24456,16.11.2020,15:00,0.0,0j
24457,16.11.2020,16:00,0.0,0j
24458,16.11.2020,17:00,5.85,(4.673041861887518+0j)
24459,16.11.2020,18:00,9.87,(5.563141421967736+0j)
24460,16.11.2020,19:00,8.21,(5.2319321336060804+0j)
24461,16.11.2020,20:00,1.9,(3.2121729199443854+0j)
24462,16.11.2020,21:00,0.0,0j
24463,16.11.2020,22:00,0.0,0j
24464,16.11.2020,23:00,0.0,0j
24465,17.11.2020,00:00,0.0,0j
24466,17.11.2020,01:00,0.0,0j
24467,17.11.2020,02:00,0.0,0j
24468,17.11.2020,03:00,0.0,0j
24469,17.11.2020,04:00,0.0,0j
24470,17.11.2020,05:00,0.0,0j
24471,17.11.2020,06:00,0.0,0j
24472,17.11.2020,07:00,0.0,0j
24473,17.11.2020,08:00,2.96,(3.723730881982897+0j)
24474,17.11.2020,09:00,0.0,0j
24475,17.11.2020,10:00,0.0,0j
24476,17.11.2020,11:00,0.0,0j
24477,17.11.2020,12:00,0.0,0j
24478,17.11.2020,13:00,0.0,0j
24479,17.11.2020,14:00,0.0,0j
24480,17.11.2020,15:00,3.7,(4.011267494243488+0j)
24481,17.11.2020,16:00,7.53,(5.083303516598989+0j)
24482,17.11.2020,17:00,12.0,(5.937561643914042+0j)
24483,17.11.2020,18:00,13.24,(6.135411714342106+0j)
24484,17.11.2020,19:00,10.87,(5.745011435936055+0j)
24485,17.11.2020,20:00,10.65,(5.705988851081798+0j)
24486,17.11.2020,21:00,8.1,(5.208460670561101+0j)
24487,17.11.2020,22:00,8.54,(5.301112322868136+0j)
24488,17.11.2020,23:00,8.42,(5.276165542760464+0j)
24489,18.11.2020,00:00,11.0,(5.76782326615353+0j)
24490,18.11.2020,01:00,12.0,(5.937561643914042+0j)
24491,18.11.2020,02:00,8.0,(5.186937860290851+0j)
24492,18.11.2020,03:00,17.58,(6.743530711911008+0j)
24493,18.11.2020,04:00,23.34,(7.411645977042942+0j)
24494,18.11.2020,05:00,27.42,(7.820542244549401+0j)
24495,18.11.2020,06:00,27.28,(7.807209584570105+0j)
24496,18.11.2020,07:00,22.72,(7.3454288858634005+0j)
24497,18.11.2020,08:00,23.94,(7.474619648863911+0j)
24498,18.11.2020,09:00,17.89,(6.782937723663808+0j)
24499,18.11.2020,10:00,16.98,(6.665922776521201+0j)
24500,18.11.2020,11:00,21.18,(7.175569382201415+0j)
24501,18.11.2020,12:00,27.49,(7.827191560969128+0j)
24502,18.11.2020,13:00,29.63,(8.025244389229428+0j)
24503,18.11.2020,14:00,38.72,(8.773903073302149+0j)
24504,18.11.2020,15:00,41.27,(8.962431976432295+0j)
24505,18.11.2020,16:00,32.66,(8.289972876910738+0j)
24506,18.11.2020,17:00,31.61,(8.200164187368738+0j)
24507,18.11.2020,18:00,35.79,(8.546762102573178+0j)
24508,18.11.2020,19:00,37.22,(8.659108320000392+0j)
24509,18.11.2020,20:00,37.14,(8.652899959155398+0j)
24510,18.11.2020,21:00,40.82,(8.929737989451292+0j)
24511,18.11.2020,22:00,41.09,(8.949383039788561+0j)
24512,18.11.2020,23:00,38.3,(8.742063850036754+0j)
24513,19.11.2020,00:00,42.0,(9.014967103870655+0j)
24514,19.11.2020,01:00,42.0,(9.014967103870655+0j)
24515,19.11.2020,02:00,43.0,(9.085954019544717+0j)
24516,19.11.2020,03:00,44.84,(9.213746321168864+0j)
24517,19.11.2020,04:00,46.36,(9.316701729087859+0j)
24518,19.11.2020,05:00,45.42,(9.253302489856992+0j)
24519,19.11.2020,06:00,46.46,(9.323395726023003+0j)
24520,19.11.2020,07:00,47.54,(9.395086333766928+0j)
24521,19.11.2020,08:00,45.02,(9.226058691702352+0j)
24522,19.11.2020,09:00,43.11,(9.093695135071023+0j)
24523,19.11.2020,10:00,34.26,(8.4231946280947+0j)
24524,19.11.2020,11:00,27.68,(7.8451829912720195+0j)
24525,19.11.2020,12:00,33.02,(8.3203208212916+0j)
24526,19.11.2020,13:00,37.18,(8.656005252786102+0j)
24527,19.11.2020,14:00,36.94,(8.637339954426567+0j)
24528,19.11.2020,15:00,35.44,(8.518810429046592+0j)
24529,19.11.2020,16:00,34.98,(8.481792648634881+0j)
24530,19.11.2020,17:00,38.77,(8.777678094451742+0j)
24531,19.11.2020,18:00,41.83,(9.002787605549074+0j)
24532,19.11.2020,19:00,45.69,(9.271601751409408+0j)
24533,19.11.2020,20:00,45.84,(9.28173687289325+0j)
24534,19.11.2020,21:00,41.58,(8.984816487006531+0j)
24535,19.11.2020,22:00,42.03,(9.017113013759817+0j)
24536,19.11.2020,23:00,36.62,(8.612326703195487+0j)
24537,20.11.2020,00:00,33.0,(8.318640627219+0j)
24538,20.11.2020,01:00,30.0,(8.058510962929244+0j)
24539,20.11.2020,02:00,34.0,(8.40183255234561+0j)
24540,20.11.2020,03:00,34.47,(8.440369846755107+0j)
24541,20.11.2020,04:00,38.46,(8.754220394604074+0j)
24542,20.11.2020,05:00,38.3,(8.742063850036754+0j)
24543,20.11.2020,06:00,35.61,(8.532409830224601+0j)
24544,20.11.2020,07:00,36.79,(8.625633054806322+0j)
24545,20.11.2020,08:00,35.87,(8.553125445716871+0j)
24546,20.11.2020,09:00,34.99,(8.48260082326089+0j)
24547,20.11.2020,10:00,33.54,(8.363769759610388+0j)
24548,20.11.2020,11:00,27.3,(7.809117038734585+0j)
24549,20.11.2020,12:00,37.78,(8.702319699104898+0j)
24550,20.11.2020,13:00,41.75,(8.997044656789873+0j)
24551,20.11.2020,14:00,37.68,(8.694634849029542+0j)
24552,20.11.2020,15:00,39.06,(8.79950945921949+0j)
24553,20.11.2020,16:00,41.35,(8.968219326156742+0j)
24554,20.11.2020,17:00,42.53,(9.052728807314994+0j)
24555,20.11.2020,18:00,40.78,(8.926820250968976+0j)
24556,20.11.2020,19:00,35.95,(8.559479334539459+0j)
24557,20.11.2020,20:00,35.1,(8.491480598402454+0j)
24558,20.11.2020,21:00,29.75,(8.036063740907025+0j)
24559,20.11.2020,22:00,30.01,(8.059406253566866+0j)
24560,20.11.2020,23:00,24.15,(7.496411666190845+0j)
24561,21.11.2020,00:00,23.0,(7.375480653711542+0j)
24562,21.11.2020,01:00,17.0,(6.668538916027042+0j)
24563,21.11.2020,02:00,23.0,(7.375480653711542+0j)
24564,21.11.2020,03:00,18.45,(6.852985922140404+0j)
24565,21.11.2020,04:00,22.82,(7.356189857718033+0j)
24566,21.11.2020,05:00,28.4,(7.91262340243318+0j)
24567,21.11.2020,06:00,15.0,(6.396044389925575+0j)
24568,21.11.2020,07:00,11.07,(5.780032181586248+0j)
24569,21.11.2020,08:00,20.56,(7.104858281462319+0j)
24570,21.11.2020,09:00,17.81,(6.772812031843096+0j)
24571,21.11.2020,10:00,9.35,(5.463675777729129+0j)
24572,21.11.2020,11:00,9.62,(5.515769048840721+0j)
