,Tarih,Saat,Toplam (MWh),CNK WindSpeed(m/s)
10624,19.04.2019,16:00,2.29,(3.878171225674037+0j)
10625,19.04.2019,17:00,0.23,(1.802704035707577+0j)
10626,19.04.2019,18:00,0.5,(2.33527745753407+0j)
10627,19.04.2019,19:00,1.51,(3.3755209006674276+0j)
10628,19.04.2019,20:00,0.0,0j
10629,19.04.2019,21:00,2.19,(3.8208781727556436+0j)
10630,19.04.2019,22:00,0.21,(1.7488594868220735+0j)
10631,19.04.2019,23:00,3.9,(4.631304698755439+0j)
10632,20.04.2019,00:00,9.21,(6.16739402524566+0j)
10633,20.04.2019,01:00,5.71,(5.258887194047848+0j)
10634,20.04.2019,02:00,9.93,(6.324092814339099+0j)
10635,20.04.2019,03:00,19.53,(7.923478796532492+0j)
10636,20.04.2019,04:00,19.73,(7.950434196521898+0j)
10637,20.04.2019,05:00,13.81,(7.059051957761468+0j)
10638,20.04.2019,06:00,15.09,(7.270733597888675+0j)
10639,20.04.2019,07:00,22.51,(8.3075631383834+0j)
10640,20.04.2019,08:00,37.05,(9.808694834429396+0j)
10641,20.04.2019,09:00,27.48,(8.878795674179162+0j)
10642,20.04.2019,10:00,24.38,(8.531519467004685+0j)
10643,20.04.2019,11:00,18.64,(7.801242684233601+0j)
10644,20.04.2019,12:00,8.46,(5.995222053744274+0j)
10645,20.04.2019,13:00,5.2,(5.097410394251435+0j)
10646,20.04.2019,14:00,40.39,(10.09500263652847+0j)
10647,20.04.2019,15:00,22.93,(8.358913618409048+0j)
10648,20.04.2019,16:00,23.43,(8.419234030930713+0j)
10649,20.04.2019,17:00,20.53,(8.056470145809714+0j)
10650,20.04.2019,18:00,5.01,(5.0345546669288845+0j)
10651,20.04.2019,19:00,7.18,(5.676186203100607+0j)
10652,20.04.2019,20:00,6.1,(5.375989733195319+0j)
10653,20.04.2019,21:00,8.4,(5.981015313166195+0j)
10654,20.04.2019,22:00,17.32,(7.612566770191008+0j)
10655,20.04.2019,23:00,13.35,(6.979788145691004+0j)
10656,21.04.2019,00:00,9.38,(6.205109242639365+0j)
10657,21.04.2019,01:00,10.62,(6.4673047271631905+0j)
10658,21.04.2019,02:00,11.49,(6.639292901179636+0j)
10659,21.04.2019,03:00,10.11,(6.362076264477539+0j)
10660,21.04.2019,04:00,5.28,(5.12341804033242+0j)
10661,21.04.2019,05:00,1.17,(3.100347967217267+0j)
10662,21.04.2019,06:00,0.0,0j
10663,21.04.2019,07:00,0.0,0j
10664,21.04.2019,08:00,0.0,0j
10665,21.04.2019,09:00,0.0,0j
10666,21.04.2019,10:00,0.1,(1.3656785418956527+0j)
10667,21.04.2019,11:00,0.13,(1.4904918411741837+0j)
10668,21.04.2019,12:00,0.59,(2.467738610705398+0j)
10669,21.04.2019,13:00,0.22,(1.7761898307379596+0j)
10670,21.04.2019,14:00,0.07,(1.21259144244315+0j)
10671,21.04.2019,15:00,0.0,0j
10672,21.04.2019,16:00,0.0,0j
10673,21.04.2019,17:00,0.03,(0.9142302151651225+0j)
10674,21.04.2019,18:00,0.0,0j
10675,21.04.2019,19:00,0.02,(0.7986536562399142+0j)
10676,21.04.2019,20:00,0.61,(2.4953133915216337+0j)
10677,21.04.2019,21:00,1.49,(3.360551653419074+0j)
10678,21.04.2019,22:00,0.3,(1.969649290227053+0j)
10679,21.04.2019,23:00,0.05,(1.0839397770277779+0j)
10680,22.04.2019,00:00,0.0,0j
10681,22.04.2019,01:00,0.0,0j
10682,22.04.2019,02:00,0.0,0j
10683,22.04.2019,03:00,0.0,0j
10684,22.04.2019,04:00,0.0,0j
10685,22.04.2019,05:00,0.0,0j
10686,22.04.2019,06:00,0.27,(1.901675481110233+0j)
10687,22.04.2019,07:00,2.04,(3.7315724220557174+0j)
10688,22.04.2019,08:00,4.37,(4.810338421039802+0j)
10689,22.04.2019,09:00,2.93,(4.210215823014752+0j)
10690,22.04.2019,10:00,0.98,(2.9225178846094417+0j)
10691,22.04.2019,11:00,1.83,(3.598864666704398+0j)
10692,22.04.2019,12:00,2.03,(3.7254650913007614+0j)
10693,22.04.2019,13:00,3.18,(4.3267073926218+0j)
10694,22.04.2019,14:00,6.42,(5.468398577685559+0j)
10695,22.04.2019,15:00,9.69,(6.2727273558202805+0j)
10696,22.04.2019,16:00,8.88,(6.092835800816405+0j)
10697,22.04.2019,17:00,8.96,(6.111077933026048+0j)
10698,22.04.2019,18:00,8.35,(5.969124595296183+0j)
10699,22.04.2019,19:00,9.7,(6.274884414915964+0j)
10700,22.04.2019,20:00,13.66,(7.033401106707561+0j)
10701,22.04.2019,21:00,17.82,(7.685127060498631+0j)
10702,22.04.2019,22:00,17.91,(7.698043264734444+0j)
10703,22.04.2019,23:00,12.52,(6.832032578349595+0j)
10704,23.04.2019,00:00,12.7,(6.864618282376743+0j)
10705,23.04.2019,01:00,13.95,(7.082825706483092+0j)
10706,23.04.2019,02:00,12.12,(6.758485072855589+0j)
10707,23.04.2019,03:00,12.12,(6.758485072855589+0j)
10708,23.04.2019,04:00,16.8,(7.5356070928016665+0j)
10709,23.04.2019,05:00,10.37,(6.416153386542542+0j)
10710,23.04.2019,06:00,7.09,(5.652369757100859+0j)
10711,23.04.2019,07:00,5.9,(5.316581668834797+0j)
10712,23.04.2019,08:00,3.75,(4.571151075825612+0j)
10713,23.04.2019,09:00,1.89,(3.6377743273294496+0j)
10714,23.04.2019,10:00,2.64,(4.0664595934482675+0j)
10715,23.04.2019,11:00,2.75,(4.122171442364942+0j)
10716,23.04.2019,12:00,3.69,(4.546640411326143+0j)
10717,23.04.2019,13:00,3.41,(4.428601593504715+0j)
10718,23.04.2019,14:00,4.75,(4.945911665200809+0j)
10719,23.04.2019,15:00,4.49,(4.853971991004257+0j)
10720,23.04.2019,16:00,5.32,(5.136323429966354+0j)
10721,23.04.2019,17:00,12.74,(6.87181767756647+0j)
10722,23.04.2019,18:00,10.82,(6.507650778336758+0j)
10723,23.04.2019,19:00,19.74,(7.951777175296854+0j)
10724,23.04.2019,20:00,11.91,(6.71922327784305+0j)
10725,23.04.2019,21:00,10.61,(6.4652741760949795+0j)
10726,23.04.2019,22:00,9.92,(6.32196921014507+0j)
10727,23.04.2019,23:00,10.52,(6.446941542217691+0j)
10728,24.04.2019,00:00,11.57,(6.654666137891204+0j)
10729,24.04.2019,01:00,7.14,(5.6656258322848725+0j)
10730,24.04.2019,02:00,8.44,(5.990493958680725+0j)
10731,24.04.2019,03:00,4.1,(4.709156292985338+0j)
10732,24.04.2019,04:00,2.23,(3.84400053993086+0j)
10733,24.04.2019,05:00,0.24,(1.828460430330245+0j)
10734,24.04.2019,06:00,0.57,(2.4395334134580313+0j)
10735,24.04.2019,07:00,2.53,(4.009177884602607+0j)
10736,24.04.2019,08:00,2.89,(4.190968853343678+0j)
10737,24.04.2019,09:00,3.62,(4.51770646142331+0j)
10738,24.04.2019,10:00,1.17,(3.100347967217267+0j)
10739,24.04.2019,11:00,0.04,(1.0062405530721719+0j)
10740,24.04.2019,12:00,0.3,(1.969649290227053+0j)
10741,24.04.2019,13:00,0.05,(1.0839397770277779+0j)
10742,24.04.2019,14:00,0.11,(1.4097628029043276+0j)
10743,24.04.2019,15:00,0.02,(0.7986536562399142+0j)
10744,24.04.2019,16:00,0.68,(2.5873278098882366+0j)
10745,24.04.2019,17:00,0.05,(1.0839397770277779+0j)
10746,24.04.2019,18:00,0.04,(1.0062405530721719+0j)
10747,24.04.2019,19:00,0.0,0j
10748,24.04.2019,20:00,0.0,0j
10749,24.04.2019,21:00,0.0,0j
10750,24.04.2019,22:00,0.0,0j
10751,24.04.2019,23:00,0.0,0j
10752,25.04.2019,00:00,0.0,0j
10753,25.04.2019,01:00,0.02,(0.7986536562399142+0j)
10754,25.04.2019,02:00,0.09,(1.3185481349839474+0j)
10755,25.04.2019,03:00,0.0,0j
10756,25.04.2019,04:00,0.0,0j
10757,25.04.2019,05:00,0.06,(1.1518578925364569+0j)
10758,25.04.2019,06:00,0.03,(0.9142302151651225+0j)
10759,25.04.2019,07:00,0.0,0j
10760,25.04.2019,08:00,0.0,0j
10761,25.04.2019,09:00,0.0,0j
10762,25.04.2019,10:00,0.0,0j
10763,25.04.2019,11:00,0.0,0j
10764,25.04.2019,12:00,0.0,0j
10765,25.04.2019,13:00,0.0,0j
10766,25.04.2019,14:00,0.13,(1.4904918411741837+0j)
10767,25.04.2019,15:00,0.0,0j
10768,25.04.2019,16:00,0.01,(0.6338918270367443+0j)
10769,25.04.2019,17:00,0.0,0j
10770,25.04.2019,18:00,0.0,0j
10771,25.04.2019,19:00,0.0,0j
10772,25.04.2019,20:00,0.15,(1.5633116776574207+0j)
10773,25.04.2019,21:00,1.01,(2.952040265429263+0j)
10774,25.04.2019,22:00,3.14,(4.308489461509831+0j)
10775,25.04.2019,23:00,2.52,(4.003888725579477+0j)
10776,26.04.2019,00:00,2.32,(3.8950330517394645+0j)
10777,26.04.2019,01:00,0.38,(2.1311287330683966+0j)
10778,26.04.2019,02:00,0.01,(0.6338918270367443+0j)
10779,26.04.2019,03:00,0.05,(1.0839397770277779+0j)
10780,26.04.2019,04:00,0.16,(1.5973073124798285+0j)
10781,26.04.2019,05:00,0.21,(1.7488594868220735+0j)
10782,26.04.2019,06:00,0.72,(2.637096269967895+0j)
10783,26.04.2019,07:00,0.07,(1.21259144244315+0j)
10784,26.04.2019,08:00,0.0,0j
10785,26.04.2019,09:00,0.0,0j
10786,26.04.2019,10:00,0.47,(2.2876053573969695+0j)
10787,26.04.2019,11:00,0.3,(1.969649290227053+0j)
10788,26.04.2019,12:00,0.3,(1.969649290227053+0j)
10789,26.04.2019,13:00,0.0,0j
10790,26.04.2019,14:00,0.02,(0.7986536562399142+0j)
10791,26.04.2019,15:00,1.16,(3.0914897818910663+0j)
10792,26.04.2019,16:00,0.7,(2.6124490684353225+0j)
10793,26.04.2019,17:00,1.71,(3.5184160173104106+0j)
10794,26.04.2019,18:00,3.66,(4.534285349303769+0j)
10795,26.04.2019,19:00,4.34,(4.799305496016003+0j)
10796,26.04.2019,20:00,10.26,(6.393386199205189+0j)
10797,26.04.2019,21:00,13.0,(6.9182502865850415+0j)
10798,26.04.2019,22:00,9.7,(6.274884414915964+0j)
10799,26.04.2019,23:00,3.58,(4.501004991183194+0j)
10800,27.04.2019,00:00,0.07,(1.21259144244315+0j)
10801,27.04.2019,01:00,0.01,(0.6338918270367443+0j)
10802,27.04.2019,02:00,0.0,0j
10803,27.04.2019,03:00,0.0,0j
10804,27.04.2019,04:00,0.01,(0.6338918270367443+0j)
10805,27.04.2019,05:00,0.42,(2.203424880755476+0j)
10806,27.04.2019,06:00,0.59,(2.467738610705398+0j)
10807,27.04.2019,07:00,0.74,(2.6612911652195774+0j)
10808,27.04.2019,08:00,0.0,0j
10809,27.04.2019,09:00,0.0,0j
10810,27.04.2019,10:00,0.0,0j
10811,27.04.2019,11:00,0.0,0j
10812,27.04.2019,12:00,0.02,(0.7986536562399142+0j)
10813,27.04.2019,13:00,0.22,(1.7761898307379596+0j)
10814,27.04.2019,14:00,0.61,(2.4953133915216337+0j)
10815,27.04.2019,15:00,0.0,0j
10816,27.04.2019,16:00,0.0,0j
10817,27.04.2019,17:00,0.0,0j
10818,27.04.2019,18:00,0.0,0j
10819,27.04.2019,19:00,0.0,0j
10820,27.04.2019,20:00,0.0,0j
10821,27.04.2019,21:00,0.0,0j
10822,27.04.2019,22:00,0.0,0j
10823,27.04.2019,23:00,1.69,(3.504645167917636+0j)
10824,28.04.2019,00:00,15.94,(7.404764622084417+0j)
10825,28.04.2019,01:00,14.82,(7.227108146117829+0j)
10826,28.04.2019,02:00,9.13,(6.149484976256933+0j)
10827,28.04.2019,03:00,18.32,(7.756342451348074+0j)
10828,28.04.2019,04:00,21.43,(8.172517815717798+0j)
10829,28.04.2019,05:00,9.0,(6.120158299922445+0j)
10830,28.04.2019,06:00,0.55,(2.410660483485921+0j)
10831,28.04.2019,07:00,12.82,(6.886171385440142+0j)
10832,28.04.2019,08:00,16.02,(7.417131684097753+0j)
10833,28.04.2019,09:00,8.78,(6.069878402257396+0j)
10834,28.04.2019,10:00,0.62,(2.508875143673713+0j)
10835,28.04.2019,11:00,5.1,(5.064522960013881+0j)
10836,28.04.2019,12:00,4.4,(4.821320966971842+0j)
10837,28.04.2019,13:00,2.14,(3.7915758064812577+0j)
10838,28.04.2019,14:00,2.62,(4.0561647149904+0j)
10839,28.04.2019,15:00,1.99,(3.700833196923697+0j)
10840,28.04.2019,16:00,1.97,(3.6883933276111045+0j)
10841,28.04.2019,17:00,5.81,(5.289409567538381+0j)
10842,28.04.2019,18:00,4.32,(4.7919219374394855+0j)
10843,28.04.2019,19:00,7.1,(5.65502594628744+0j)
10844,28.04.2019,20:00,6.63,(5.527384314658716+0j)
10845,28.04.2019,21:00,1.75,(3.545638886908896+0j)
10846,28.04.2019,22:00,0.8,(2.731357083791305+0j)
10847,28.04.2019,23:00,1.54,(3.397728913741854+0j)
10848,29.04.2019,00:00,0.95,(2.8923866881362197+0j)
10849,29.04.2019,01:00,0.59,(2.467738610705398+0j)
10850,29.04.2019,02:00,0.22,(1.7761898307379596+0j)
10851,29.04.2019,03:00,0.01,(0.6338918270367443+0j)
10852,29.04.2019,04:00,0.0,0j
10853,29.04.2019,05:00,0.0,0j
10854,29.04.2019,06:00,0.0,0j
10855,29.04.2019,07:00,0.14,(1.5277694832565123+0j)
10856,29.04.2019,08:00,2.83,(4.1617625466038435+0j)
10857,29.04.2019,09:00,0.36,(2.0930646965442254+0j)
10858,29.04.2019,10:00,0.0,0j
10859,29.04.2019,11:00,0.0,0j
10860,29.04.2019,12:00,0.0,0j
10861,29.04.2019,13:00,0.34,(2.053563443601582+0j)
10862,29.04.2019,14:00,2.08,(3.75580409078384+0j)
10863,29.04.2019,15:00,3.96,(4.654934213387864+0j)
10864,29.04.2019,16:00,7.27,(5.699804448244782+0j)
10865,29.04.2019,17:00,2.76,(4.127161969565667+0j)
10866,29.04.2019,18:00,5.2,(5.097410394251435+0j)
10867,29.04.2019,19:00,5.31,(5.133103163648879+0j)
10868,29.04.2019,20:00,2.93,(4.210215823014752+0j)
10869,29.04.2019,21:00,0.49,(2.319603982212452+0j)
10870,29.04.2019,22:00,1.83,(3.598864666704398+0j)
10871,29.04.2019,23:00,5.26,(5.116940893046924+0j)
10872,30.04.2019,00:00,5.45,(5.177824423764859+0j)
10873,30.04.2019,01:00,4.0,(4.67055491506814+0j)
10874,30.04.2019,02:00,0.67,(2.5745821459891305+0j)
10875,30.04.2019,03:00,0.02,(0.7986536562399142+0j)
10876,30.04.2019,04:00,0.47,(2.2876053573969695+0j)
10877,30.04.2019,05:00,0.13,(1.4904918411741837+0j)
10878,30.04.2019,06:00,2.13,(3.7856607020144133+0j)
10879,30.04.2019,07:00,1.7,(3.5115440935332733+0j)
10880,30.04.2019,08:00,0.66,(2.56170902016621+0j)
10881,30.04.2019,09:00,0.24,(1.828460430330245+0j)
10882,30.04.2019,10:00,1.42,(3.3070792353996947+0j)
10883,30.04.2019,11:00,0.13,(1.4904918411741837+0j)
10884,30.04.2019,12:00,0.54,(2.3959609687197427+0j)
10885,30.04.2019,13:00,3.22,(4.344773186258084+0j)
10886,30.04.2019,14:00,9.03,(6.126950934021374+0j)
10887,30.04.2019,15:00,16.71,(7.522126550432796+0j)
10888,30.04.2019,16:00,36.88,(9.793669778272625+0j)
10889,30.04.2019,17:00,36.87,(9.792784514796928+0j)
10890,30.04.2019,18:00,43.0,(10.307926286234563+0j)
10891,30.04.2019,19:00,37.41,(9.84036154267932+0j)
10892,30.04.2019,20:00,42.31,(10.25249329867384+0j)
10893,30.04.2019,21:00,29.4,(9.080942570289965+0j)
10894,30.04.2019,22:00,26.8,(8.804947084769369+0j)
10895,30.04.2019,23:00,20.69,(8.077345303468519+0j)
10896,01.05.2019,00:00,13.65,(7.031684386818352+0j)
10897,01.05.2019,01:00,16.14,(7.435605313787442+0j)
10898,01.05.2019,02:00,7.65,(5.797431564066248+0j)
10899,01.05.2019,03:00,3.06,(4.271584098646412+0j)
10900,01.05.2019,04:00,3.71,(4.554839960939585+0j)
10901,01.05.2019,05:00,5.05,(5.047917847505131+0j)
10902,01.05.2019,06:00,6.6,(5.51903477881367+0j)
10903,01.05.2019,07:00,8.96,(6.111077933026048+0j)
10904,01.05.2019,08:00,10.53,(6.448983652440492+0j)
10905,01.05.2019,09:00,22.66,(8.32597535095688+0j)
10906,01.05.2019,10:00,29.47,(9.088143955203538+0j)
10907,01.05.2019,11:00,15.41,(7.32176915189387+0j)
10908,01.05.2019,12:00,14.62,(7.194450185194865+0j)
10909,01.05.2019,13:00,25.16,(8.621550265480847+0j)
10910,01.05.2019,14:00,33.24,(9.460240066407337+0j)
10911,01.05.2019,15:00,33.16,(9.452644527159137+0j)
10912,01.05.2019,16:00,29.12,(9.052022175160355+0j)
10913,01.05.2019,17:00,22.59,(8.317393129080722+0j)
10914,01.05.2019,18:00,17.23,(7.599358125779628+0j)
10915,01.05.2019,19:00,18.2,(7.739370094154141+0j)
10916,01.05.2019,20:00,23.28,(8.401228770603645+0j)
10917,01.05.2019,21:00,21.73,(8.21047710547195+0j)
10918,01.05.2019,22:00,9.16,(6.156213083347767+0j)
10919,01.05.2019,23:00,9.69,(6.2727273558202805+0j)
10920,02.05.2019,00:00,10.24,(6.389229249919313+0j)
10921,02.05.2019,01:00,9.87,(6.311329726541472+0j)
10922,02.05.2019,02:00,17.05,(7.5728022023071535+0j)
10923,02.05.2019,03:00,16.07,(7.424840203139767+0j)
10924,02.05.2019,04:00,2.9,(4.195797162744128+0j)
10925,02.05.2019,05:00,0.0,0j
10926,02.05.2019,06:00,3.76,(4.575210714793938+0j)
10927,02.05.2019,07:00,2.73,(4.112153975314264+0j)
10928,02.05.2019,08:00,3.08,(4.280870180259804+0j)
10929,02.05.2019,09:00,0.48,(2.3037157850729137+0j)
10930,02.05.2019,10:00,1.71,(3.5184160173104106+0j)
10931,02.05.2019,11:00,4.81,(4.966649482860624+0j)
10932,02.05.2019,12:00,6.17,(5.396475466310517+0j)
10933,02.05.2019,13:00,3.98,(4.662757646953904+0j)
10934,02.05.2019,14:00,5.31,(5.133103163648879+0j)
10935,02.05.2019,15:00,9.31,(6.1896350905176964+0j)
10936,02.05.2019,16:00,5.57,(5.215551250834827+0j)
10937,02.05.2019,17:00,4.63,(4.903906140676666+0j)
10938,02.05.2019,18:00,6.39,(5.459867520809929+0j)
10939,02.05.2019,19:00,0.17,(1.629914385328295+0j)
10940,02.05.2019,20:00,0.0,0j
10941,02.05.2019,21:00,0.67,(2.5745821459891305+0j)
10942,02.05.2019,22:00,0.2,(1.7206471423240701+0j)
10943,02.05.2019,23:00,1.45,(3.330206414992608+0j)
10944,03.05.2019,00:00,0.17,(1.629914385328295+0j)
10945,03.05.2019,01:00,0.0,0j
10946,03.05.2019,02:00,0.0,0j
10947,03.05.2019,03:00,0.03,(0.9142302151651225+0j)
10948,03.05.2019,04:00,3.52,(4.475717912711934+0j)
10949,03.05.2019,05:00,3.99,(4.666659538019036+0j)
10950,03.05.2019,06:00,0.88,(2.819525605808655+0j)
10951,03.05.2019,07:00,0.02,(0.7986536562399142+0j)
10952,03.05.2019,08:00,0.0,0j
10953,03.05.2019,09:00,0.0,0j
10954,03.05.2019,10:00,0.0,0j
10955,03.05.2019,11:00,0.0,0j
10956,03.05.2019,12:00,0.0,0j
10957,03.05.2019,13:00,0.0,0j
10958,03.05.2019,14:00,0.01,(0.6338918270367443+0j)
10959,03.05.2019,15:00,0.0,0j
10960,03.05.2019,16:00,0.55,(2.410660483485921+0j)
10961,03.05.2019,17:00,0.23,(1.802704035707577+0j)
10962,03.05.2019,18:00,1.44,(3.322533101131804+0j)
10963,03.05.2019,19:00,4.45,(4.839514803393769+0j)
10964,03.05.2019,20:00,5.04,(5.044583686794341+0j)
10965,03.05.2019,21:00,4.15,(4.728221910996166+0j)
10966,03.05.2019,22:00,3.57,(4.496810203113606+0j)
10967,03.05.2019,23:00,4.85,(4.9803790606082305+0j)
10968,04.05.2019,00:00,1.74,(3.5388723840387972+0j)
10969,04.05.2019,01:00,0.01,(0.6338918270367443+0j)
10970,04.05.2019,02:00,0.0,0j
10971,04.05.2019,03:00,0.0,0j
10972,04.05.2019,04:00,0.0,0j
10973,04.05.2019,05:00,1.18,(3.109155821266061+0j)
10974,04.05.2019,06:00,8.36,(5.971506528747432+0j)
10975,04.05.2019,07:00,10.44,(6.430557884441866+0j)
10976,04.05.2019,08:00,6.04,(5.358305428660119+0j)
10977,04.05.2019,09:00,0.85,(2.7871143940537175+0j)
10978,04.05.2019,10:00,0.15,(1.5633116776574207+0j)
10979,04.05.2019,11:00,0.0,0j
10980,04.05.2019,12:00,0.06,(1.1518578925364569+0j)
10981,04.05.2019,13:00,0.56,(2.4251828848863+0j)
10982,04.05.2019,14:00,0.62,(2.508875143673713+0j)
10983,04.05.2019,15:00,0.77,(2.6967792259882937+0j)
10984,04.05.2019,16:00,1.55,(3.4050674439125017+0j)
10985,04.05.2019,17:00,2.28,(3.8725179068348514+0j)
10986,04.05.2019,18:00,7.3,(5.707633859801269+0j)
10987,04.05.2019,19:00,11.98,(6.732361457371237+0j)
10988,04.05.2019,20:00,4.24,(4.76215767923058+0j)
10989,04.05.2019,21:00,5.99,(5.343478829830631+0j)
10990,04.05.2019,22:00,2.9,(4.195797162744128+0j)
10991,04.05.2019,23:00,0.27,(1.901675481110233+0j)
10992,05.05.2019,00:00,3.43,(4.43724278925721+0j)
10993,05.05.2019,01:00,3.58,(4.501004991183194+0j)
10994,05.05.2019,02:00,1.58,(3.426895395386515+0j)
10995,05.05.2019,03:00,0.77,(2.6967792259882937+0j)
10996,05.05.2019,04:00,0.63,(2.5222918433971704+0j)
10997,05.05.2019,05:00,0.86,(2.798001670191681+0j)
10998,05.05.2019,06:00,3.77,(4.579263162186922+0j)
10999,05.05.2019,07:00,5.27,(5.120181515124715+0j)
11000,05.05.2019,08:00,2.23,(3.84400053993086+0j)
11001,05.05.2019,09:00,0.16,(1.5973073124798285+0j)
11002,05.05.2019,10:00,0.0,0j
11003,05.05.2019,11:00,0.32,(2.0124811061443437+0j)
11004,05.05.2019,12:00,0.72,(2.637096269967895+0j)
11005,05.05.2019,13:00,0.83,(2.765080947591905+0j)
11006,05.05.2019,14:00,0.05,(1.0839397770277779+0j)
11007,05.05.2019,15:00,0.66,(2.56170902016621+0j)
11008,05.05.2019,16:00,7.2,(5.681451684972518+0j)
11009,05.05.2019,17:00,14.8,(7.223855621760407+0j)
11010,05.05.2019,18:00,25.22,(8.628398203439678+0j)
11011,05.05.2019,19:00,9.68,(6.270568812168836+0j)
11012,05.05.2019,20:00,0.42,(2.203424880755476+0j)
11013,05.05.2019,21:00,0.16,(1.5973073124798285+0j)
11014,05.05.2019,22:00,1.15,(3.082580540036966+0j)
11015,05.05.2019,23:00,0.07,(1.21259144244315+0j)
11016,06.05.2019,00:00,0.0,0j
11017,06.05.2019,01:00,2.14,(3.7915758064812577+0j)
11018,06.05.2019,02:00,3.22,(4.344773186258084+0j)
11019,06.05.2019,03:00,1.74,(3.5388723840387972+0j)
11020,06.05.2019,04:00,4.09,(4.70532459374016+0j)
11021,06.05.2019,05:00,5.24,(5.110447306257243+0j)
11022,06.05.2019,06:00,2.82,(4.15685480319916+0j)
11023,06.05.2019,07:00,1.82,(3.592297380822254+0j)
11024,06.05.2019,08:00,2.04,(3.7315724220557174+0j)
11025,06.05.2019,09:00,0.26,(1.87790204539192+0j)
11026,06.05.2019,10:00,5.24,(5.110447306257243+0j)
11027,06.05.2019,11:00,10.45,(6.432610408642672+0j)
11028,06.05.2019,12:00,15.09,(7.270733597888675+0j)
11029,06.05.2019,13:00,15.64,(7.358016124592824+0j)
11030,06.05.2019,14:00,13.27,(6.965818054512266+0j)
11031,06.05.2019,15:00,3.83,(4.603428586749035+0j)
11032,06.05.2019,16:00,24.72,(8.57099630325244+0j)
11033,06.05.2019,17:00,38.3,(9.917786240376568+0j)
11034,06.05.2019,18:00,26.67,(8.790687148003897+0j)
11035,06.05.2019,19:00,17.92,(7.69947572536757+0j)
11036,06.05.2019,20:00,19.19,(7.877229111365011+0j)
11037,06.05.2019,21:00,42.32,(10.25330096318787+0j)
11038,06.05.2019,22:00,41.8,(10.211132529580967+0j)
11039,06.05.2019,23:00,32.84,(9.422139613041978+0j)
11040,07.05.2019,00:00,41.04,(10.148867978257286+0j)
11041,07.05.2019,01:00,40.91,(10.138140652292694+0j)
11042,07.05.2019,02:00,49.69,(10.816949891819878+0j)
11043,07.05.2019,03:00,21.94,(8.23684120371313+0j)
11044,07.05.2019,04:00,15.75,(7.375226091042954+0j)
11045,07.05.2019,05:00,30.91,(9.233821764355115+0j)
11046,07.05.2019,06:00,24.17,(8.506953047070947+0j)
11047,07.05.2019,07:00,14.53,(7.179656894273439+0j)
11048,07.05.2019,08:00,2.69,(4.091971299603406+0j)
11049,07.05.2019,09:00,0.59,(2.467738610705398+0j)
11050,07.05.2019,10:00,9.12,(6.147238999075332+0j)
11051,07.05.2019,11:00,5.28,(5.12341804033242+0j)
11052,07.05.2019,12:00,8.6,(6.028111861028107+0j)
11053,07.05.2019,13:00,4.35,(4.802988771058063+0j)
11054,07.05.2019,14:00,1.02,(2.961750994133384+0j)
11055,07.05.2019,15:00,0.0,0j
11056,07.05.2019,16:00,0.53,(2.38107883961529+0j)
11057,07.05.2019,17:00,0.09,(1.3185481349839474+0j)
11058,07.05.2019,18:00,0.0,0j
11059,07.05.2019,19:00,0.0,0j
11060,07.05.2019,20:00,0.48,(2.3037157850729137+0j)
11061,07.05.2019,21:00,3.53,(4.47995227466286+0j)
11062,07.05.2019,22:00,9.83,(6.302792239316591+0j)
11063,07.05.2019,23:00,18.03,(7.715197735422502+0j)
11064,08.05.2019,00:00,28.48,(8.985215148614504+0j)
11065,08.05.2019,01:00,11.29,(6.6005450511617045+0j)
11066,08.05.2019,02:00,3.94,(4.647084393749028+0j)
11067,08.05.2019,03:00,1.49,(3.360551653419074+0j)
11068,08.05.2019,04:00,1.84,(3.605408071415154+0j)
11069,08.05.2019,05:00,3.36,(4.406849761510951+0j)
11070,08.05.2019,06:00,1.44,(3.322533101131804+0j)
11071,08.05.2019,07:00,2.82,(4.15685480319916+0j)
11072,08.05.2019,08:00,2.8,(4.147004399447574+0j)
11073,08.05.2019,09:00,2.09,(3.7618133875767774+0j)
11074,08.05.2019,10:00,0.77,(2.6967792259882937+0j)
11075,08.05.2019,11:00,0.99,(2.9324248006616016+0j)
11076,08.05.2019,12:00,0.05,(1.0839397770277779+0j)
11077,08.05.2019,13:00,0.0,0j
11078,08.05.2019,14:00,0.18,(1.661266550565902+0j)
11079,08.05.2019,15:00,0.87,(2.8088048726021984+0j)
11080,08.05.2019,16:00,0.16,(1.5973073124798285+0j)
11081,08.05.2019,17:00,0.02,(0.7986536562399142+0j)
11082,08.05.2019,18:00,0.0,0j
11083,08.05.2019,19:00,0.0,0j
11084,08.05.2019,20:00,0.0,0j
11085,08.05.2019,21:00,0.0,0j
11086,08.05.2019,22:00,0.0,0j
11087,08.05.2019,23:00,0.0,0j
11088,09.05.2019,00:00,0.0,0j
11089,09.05.2019,01:00,0.0,0j
11090,09.05.2019,02:00,0.0,0j
11091,09.05.2019,03:00,0.0,0j
11092,09.05.2019,04:00,0.0,0j
11093,09.05.2019,05:00,0.0,0j
11094,09.05.2019,06:00,0.0,0j
11095,09.05.2019,07:00,0.0,0j
11096,09.05.2019,08:00,0.0,0j
11097,09.05.2019,09:00,0.0,0j
11098,09.05.2019,10:00,0.0,0j
11099,09.05.2019,11:00,0.0,0j
11100,09.05.2019,12:00,0.14,(1.5277694832565123+0j)
