,Tarih,Saat,Toplam (MWh),KONYA WindSpeed(m/s)
12508,01.03.2020,04:00,74.97,(9.727321323172546+0j)
12509,01.03.2020,05:00,70.77,(9.542170166435406+0j)
12510,01.03.2020,06:00,50.48,(8.525840571436728+0j)
12511,01.03.2020,07:00,46.94,(8.321694859212347+0j)
12512,01.03.2020,08:00,51.73,(8.595640656411183+0j)
12513,01.03.2020,09:00,58.1,(8.934895332992287+0j)
12514,01.03.2020,10:00,39.06,(7.8272313693808195+0j)
12515,01.03.2020,11:00,32.11,(7.3323669932045865+0j)
12516,01.03.2020,12:00,25.8,(6.816644738449083+0j)
12517,01.03.2020,13:00,14.82,(5.666481733602126+0j)
12518,01.03.2020,14:00,8.29,(4.668911072177343+0j)
12519,01.03.2020,15:00,3.11,(3.3673186955857735+0j)
12520,01.03.2020,16:00,2.11,(2.9588633626426706+0j)
12521,01.03.2020,17:00,0.07,(0.9507436612273904+0j)
12522,01.03.2020,18:00,0.09,(1.033819996975575+0j)
12523,01.03.2020,19:00,0.44,(1.7546142443406931+0j)
12524,01.03.2020,20:00,0.08,(0.9940176309421529+0j)
12525,01.03.2020,21:00,0.0,0j
12526,01.03.2020,22:00,0.0,0j
12527,01.03.2020,23:00,0.0,0j
12528,02.03.2020,00:00,0.23,(1.4134269590133344+0j)
12529,02.03.2020,01:00,0.48,(1.8062499068232039+0j)
12530,02.03.2020,02:00,1.57,(2.681208840658406+0j)
12531,02.03.2020,03:00,1.93,(2.8722122374576795+0j)
12532,02.03.2020,04:00,5.5,(4.072098941914843+0j)
12533,02.03.2020,05:00,6.01,(4.194262259112604+0j)
12534,02.03.2020,06:00,10.35,(5.027408886900278+0j)
12535,02.03.2020,07:00,14.04,(5.565272846346953+0j)
12536,02.03.2020,08:00,29.22,(7.105437588243053+0j)
12537,02.03.2020,09:00,32.4,(7.354374850580719+0j)
12538,02.03.2020,10:00,34.66,(7.5215430350847114+0j)
12539,02.03.2020,11:00,31.54,(7.288720917534702+0j)
12540,02.03.2020,12:00,28.6,(7.0548226886079+0j)
12541,02.03.2020,13:00,19.81,(6.242026150130197+0j)
12542,02.03.2020,14:00,7.5,(4.51562476705801+0j)
12543,02.03.2020,15:00,4.75,(3.8778882978144833+0j)
12544,02.03.2020,16:00,6.9,(4.391846191837745+0j)
12545,02.03.2020,17:00,8.17,(4.646273571945958+0j)
12546,02.03.2020,18:00,9.73,(4.924948634626516+0j)
12547,02.03.2020,19:00,4.68,(3.8587446728521075+0j)
12548,02.03.2020,20:00,2.0,(2.9065251849711853+0j)
12549,02.03.2020,21:00,0.86,(2.1937993778668035+0j)
12550,02.03.2020,22:00,2.76,(3.2359399415828163+0j)
12551,02.03.2020,23:00,3.69,(3.5648359370236+0j)
12552,03.03.2020,00:00,2.22,(3.0094127045248737+0j)
12553,03.03.2020,01:00,0.48,(1.8062499068232039+0j)
12554,03.03.2020,02:00,0.05,(0.8498731197418178+0j)
12555,03.03.2020,03:00,0.24,(1.433621501104308+0j)
12556,03.03.2020,04:00,0.2,(1.349089484317657+0j)
12557,03.03.2020,05:00,0.0,0j
12558,03.03.2020,06:00,0.01,(0.4970088154710765+0j)
12559,03.03.2020,07:00,2.18,(2.9912284980134496+0j)
12560,03.03.2020,08:00,7.04,(4.421350841780451+0j)
12561,03.03.2020,09:00,10.59,(5.065971535633586+0j)
12562,03.03.2020,10:00,12.35,(5.3323634683158305+0j)
12563,03.03.2020,11:00,12.48,(5.351008247524921+0j)
12564,03.03.2020,12:00,18.58,(6.110067317894384+0j)
12565,03.03.2020,13:00,12.82,(5.399167077776565+0j)
12566,03.03.2020,14:00,8.42,(4.693189846289904+0j)
12567,03.03.2020,15:00,3.32,(3.441465761051912+0j)
12568,03.03.2020,16:00,0.57,(1.9127389885949826+0j)
12569,03.03.2020,17:00,0.38,(1.6709314145760432+0j)
12570,03.03.2020,18:00,1.1,(2.3813779075833685+0j)
12571,03.03.2020,19:00,3.04,(3.3418628291520864+0j)
12572,03.03.2020,20:00,3.47,(3.4925335240520066+0j)
12573,03.03.2020,21:00,12.33,(5.329483444278239+0j)
12574,03.03.2020,22:00,28.63,(7.057288547840021+0j)
12575,03.03.2020,23:00,20.33,(6.296171533191649+0j)
12576,04.03.2020,00:00,26.25,(6.856048184388479+0j)
12577,04.03.2020,01:00,31.8,(7.3086943251306895+0j)
12578,04.03.2020,02:00,40.9,(7.948256268683759+0j)
12579,04.03.2020,03:00,67.66,(9.400293705969665+0j)
12580,04.03.2020,04:00,66.68,(9.354687603295687+0j)
12581,04.03.2020,05:00,61.57,(9.109344844706982+0j)
12582,04.03.2020,06:00,75.53,(9.75148117732367+0j)
12583,04.03.2020,07:00,77.39,(9.830879528671295+0j)
12584,04.03.2020,08:00,74.62,(9.712160261625055+0j)
12585,04.03.2020,09:00,74.07,(9.688239658997274+0j)
12586,04.03.2020,10:00,73.0,(9.641361759796656+0j)
12587,04.03.2020,11:00,58.51,(8.955863340093238+0j)
12588,04.03.2020,12:00,37.51,(7.722296040195403+0j)
12589,04.03.2020,13:00,18.14,(6.0614498938926396+0j)
12590,04.03.2020,14:00,42.93,(8.077638032314711+0j)
12591,04.03.2020,15:00,58.16,(8.937969970307574+0j)
12592,04.03.2020,16:00,56.21,(8.83694096422128+0j)
12593,04.03.2020,17:00,31.89,(7.3155828252733865+0j)
12594,04.03.2020,18:00,51.49,(8.582326961286785+0j)
12595,04.03.2020,19:00,60.56,(9.059259791767571+0j)
12596,04.03.2020,20:00,76.07,(9.774665343464335+0j)
12597,04.03.2020,21:00,76.4,(9.788779476849005+0j)
12598,04.03.2020,22:00,77.32,(9.827914592830092+0j)
12599,04.03.2020,23:00,77.97,(9.855377632656388+0j)
12600,05.03.2020,00:00,74.44,(9.704344678639897+0j)
12601,05.03.2020,01:00,64.17,(9.235805357182048+0j)
12602,05.03.2020,02:00,63.18,(9.188063029443182+0j)
12603,05.03.2020,03:00,57.42,(8.89990056808621+0j)
12604,05.03.2020,04:00,63.5,(9.203549101985919+0j)
12605,05.03.2020,05:00,63.21,(9.18951706697805+0j)
12606,05.03.2020,06:00,50.28,(8.514565974084547+0j)
12607,05.03.2020,07:00,37.22,(7.702343475767485+0j)
12608,05.03.2020,08:00,17.49,(5.988168720897806+0j)
12609,05.03.2020,09:00,11.62,(5.22515848854896+0j)
12610,05.03.2020,10:00,24.47,(6.697438716153731+0j)
12611,05.03.2020,11:00,39.23,(7.838570365487336+0j)
12612,05.03.2020,12:00,42.26,(8.035395475232384+0j)
12613,05.03.2020,13:00,61.74,(9.117721031942468+0j)
12614,05.03.2020,14:00,72.05,(9.59935575276355+0j)
12615,05.03.2020,15:00,66.21,(9.332656639474203+0j)
12616,05.03.2020,16:00,78.19,(9.864638232984568+0j)
12617,05.03.2020,17:00,77.81,(9.848631703612835+0j)
12618,05.03.2020,18:00,78.52,(9.878496619093818+0j)
12619,05.03.2020,19:00,77.51,(9.835958119025046+0j)
12620,05.03.2020,20:00,66.29,(9.336413937102998+0j)
12621,05.03.2020,21:00,78.45,(9.875560210736454+0j)
12622,05.03.2020,22:00,70.95,(9.550253330119718+0j)
12623,05.03.2020,23:00,71.23,(9.56280001058369+0j)
12624,06.03.2020,00:00,60.1,(9.036264110123692+0j)
12625,06.03.2020,01:00,35.07,(7.5510847948004125+0j)
12626,06.03.2020,02:00,17.7,(6.012039805315845+0j)
12627,06.03.2020,03:00,35.1,(7.5532373276407245+0j)
12628,06.03.2020,04:00,18.4,(6.090272144649201+0j)
12629,06.03.2020,05:00,12.0,(5.281506767196385+0j)
12630,06.03.2020,06:00,12.3,(5.325157562958373+0j)
12631,06.03.2020,07:00,8.03,(4.619581218501549+0j)
12632,06.03.2020,08:00,0.47,(1.7936183753308608+0j)
12633,06.03.2020,09:00,2.16,(2.982052892826459+0j)
12634,06.03.2020,10:00,0.14,(1.1978619518345093+0j)
12635,06.03.2020,11:00,0.0,0j
12636,06.03.2020,12:00,0.65,(1.998336146610393+0j)
12637,06.03.2020,13:00,2.05,(2.9305471436315926+0j)
12638,06.03.2020,14:00,1.24,(2.4783995427635355+0j)
12639,06.03.2020,15:00,0.11,(1.1053377104451128+0j)
12640,06.03.2020,16:00,0.02,(0.6261918685953259+0j)
12641,06.03.2020,17:00,3.23,(3.410082866629139+0j)
12642,06.03.2020,18:00,14.53,(5.62927713580498+0j)
12643,06.03.2020,19:00,28.42,(7.039991202628613+0j)
12644,06.03.2020,20:00,25.88,(6.823683096302262+0j)
12645,06.03.2020,21:00,18.82,(6.136262996479914+0j)
12646,06.03.2020,22:00,12.17,(5.3063303597418585+0j)
12647,06.03.2020,23:00,4.06,(3.6802114294700528+0j)
12648,07.03.2020,00:00,7.22,(4.458716141556005+0j)
12649,07.03.2020,01:00,0.19,(1.3262191426323613+0j)
12650,07.03.2020,02:00,0.0,0j
12651,07.03.2020,03:00,0.0,0j
12652,07.03.2020,04:00,0.05,(0.8498731197418178+0j)
12653,07.03.2020,05:00,4.53,(3.817070306179616+0j)
12654,07.03.2020,06:00,23.68,(6.624574541493569+0j)
12655,07.03.2020,07:00,26.04,(6.837716417262233+0j)
12656,07.03.2020,08:00,27.22,(6.939477929512244+0j)
12657,07.03.2020,09:00,29.89,(7.159335755457453+0j)
12658,07.03.2020,10:00,28.08,(7.0118044075208825+0j)
12659,07.03.2020,11:00,28.64,(7.058110118109124+0j)
12660,07.03.2020,12:00,20.18,(6.280648364849649+0j)
12661,07.03.2020,13:00,13.3,(5.465727456855459+0j)
12662,07.03.2020,14:00,11.16,(5.1552787959616655+0j)
12663,07.03.2020,15:00,7.95,(4.60418891373968+0j)
12664,07.03.2020,16:00,4.21,(3.7249872495435334+0j)
12665,07.03.2020,17:00,3.27,(3.424101864407407+0j)
12666,07.03.2020,18:00,0.52,(1.855090948782318+0j)
12667,07.03.2020,19:00,0.0,0j
12668,07.03.2020,20:00,0.0,0j
12669,07.03.2020,21:00,0.0,0j
12670,07.03.2020,22:00,0.0,0j
12671,07.03.2020,23:00,2.06,(2.935304533709765+0j)
12672,08.03.2020,00:00,5.6,(4.096630250152422+0j)
12673,08.03.2020,01:00,9.33,(4.856513941796684+0j)
12674,08.03.2020,02:00,9.54,(4.892680803321048+0j)
12675,08.03.2020,03:00,11.18,(5.1583565750784315+0j)
12676,08.03.2020,04:00,16.72,(5.8989699378925575+0j)
12677,08.03.2020,05:00,36.49,(7.651654991017386+0j)
12678,08.03.2020,06:00,41.01,(7.955375466281383+0j)
12679,08.03.2020,07:00,30.62,(7.217151479005022+0j)
12680,08.03.2020,08:00,35.23,(7.5625508232990555+0j)
12681,08.03.2020,09:00,47.16,(8.334675402578503+0j)
12682,08.03.2020,10:00,41.69,(7.999104865581241+0j)
12683,08.03.2020,11:00,33.94,(7.469095939024869+0j)
12684,08.03.2020,12:00,26.26,(6.856918683151566+0j)
12685,08.03.2020,13:00,19.63,(6.223062915855819+0j)
12686,08.03.2020,14:00,15.98,(5.810627255710003+0j)
12687,08.03.2020,15:00,14.51,(5.626693120231535+0j)
12688,08.03.2020,16:00,7.59,(4.533615493976873+0j)
12689,08.03.2020,17:00,9.83,(4.941763202196091+0j)
12690,08.03.2020,18:00,8.48,(4.704311190827392+0j)
12691,08.03.2020,19:00,9.0,(4.798567353927425+0j)
12692,08.03.2020,20:00,16.0,(5.813050369942371+0j)
12693,08.03.2020,21:00,48.41,(8.40767249287963+0j)
12694,08.03.2020,22:00,64.98,(9.27450331763105+0j)
12695,08.03.2020,23:00,59.89,(9.025727060957598+0j)
12696,09.03.2020,00:00,66.39,(9.341106310580873+0j)
12697,09.03.2020,01:00,72.01,(9.597578999078479+0j)
12698,09.03.2020,02:00,67.15,(9.376615284008677+0j)
12699,09.03.2020,03:00,54.94,(8.76987985320736+0j)
12700,09.03.2020,04:00,47.36,(8.346440911425425+0j)
12701,09.03.2020,05:00,54.54,(8.748544457273647+0j)
12702,09.03.2020,06:00,62.96,(9.177385997501116+0j)
12703,09.03.2020,07:00,69.42,(9.48110511827814+0j)
12704,09.03.2020,08:00,66.71,(9.356090315507938+0j)
12705,09.03.2020,09:00,66.78,(9.359361676024697+0j)
12706,09.03.2020,10:00,59.53,(9.007606094573825+0j)
12707,09.03.2020,11:00,51.27,(8.570086348684798+0j)
12708,09.03.2020,12:00,28.76,(7.067954078031937+0j)
12709,09.03.2020,13:00,62.97,(9.177871856255663+0j)
12710,09.03.2020,14:00,75.07,(9.731644385526991+0j)
12711,09.03.2020,15:00,74.28,(9.697386909860167+0j)
12712,09.03.2020,16:00,74.73,(9.716930265645846+0j)
12713,09.03.2020,17:00,75.15,(9.735100072047816+0j)
12714,09.03.2020,18:00,74.94,(9.726023654890984+0j)
12715,09.03.2020,19:00,71.83,(9.589575454852955+0j)
12716,09.03.2020,20:00,71.91,(9.593134234399331+0j)
12717,09.03.2020,21:00,72.61,(9.624161544474386+0j)
12718,09.03.2020,22:00,73.62,(9.66858002774343+0j)
12719,09.03.2020,23:00,68.71,(9.448671308394207+0j)
12720,10.03.2020,00:00,69.49,(9.484290820808855+0j)
12721,10.03.2020,01:00,56.3,(8.841654838318071+0j)
12722,10.03.2020,02:00,23.8,(6.635745851932057+0j)
12723,10.03.2020,03:00,52.7,(8.649034516881214+0j)
12724,10.03.2020,04:00,44.07,(8.148514488347049+0j)
12725,10.03.2020,05:00,51.39,(8.576767377583318+0j)
12726,10.03.2020,06:00,73.04,(9.643122417571332+0j)
12727,10.03.2020,07:00,72.02,(9.598023249171645+0j)
12728,10.03.2020,08:00,74.14,(9.691290661430966+0j)
12729,10.03.2020,09:00,75.12,(9.733804477133388+0j)
12730,10.03.2020,10:00,75.09,(9.732508537232953+0j)
12731,10.03.2020,11:00,73.86,(9.679075102498855+0j)
12732,10.03.2020,12:00,71.46,(9.573081637811367+0j)
12733,10.03.2020,13:00,70.73,(9.540372046985206+0j)
12734,10.03.2020,14:00,62.74,(9.16668406412425+0j)
12735,10.03.2020,15:00,57.36,(8.896799557184279+0j)
12736,10.03.2020,16:00,49.78,(8.486248065126707+0j)
12737,10.03.2020,17:00,52.25,(8.624346367791142+0j)
12738,10.03.2020,18:00,38.41,(7.78357045613335+0j)
12739,10.03.2020,19:00,53.0,(8.66541530320729+0j)
12740,10.03.2020,20:00,41.4,(7.980514155739776+0j)
12741,10.03.2020,21:00,20.83,(6.347370492096987+0j)
12742,10.03.2020,22:00,6.99,(4.4108587500378365+0j)
12743,10.03.2020,23:00,0.54,(1.878575605785978+0j)
12744,11.03.2020,00:00,0.81,(2.1504322516564622+0j)
12745,11.03.2020,01:00,2.69,(3.2083483676776314+0j)
12746,11.03.2020,02:00,3.97,(3.6528142986428165+0j)
12747,11.03.2020,03:00,4.33,(3.760048013962067+0j)
12748,11.03.2020,04:00,2.72,(3.220231247878085+0j)
12749,11.03.2020,05:00,0.29,(1.5269685462859808+0j)
12750,11.03.2020,06:00,0.2,(1.349089484317657+0j)
12751,11.03.2020,07:00,0.01,(0.4970088154710765+0j)
12752,11.03.2020,08:00,0.0,0j
12753,11.03.2020,09:00,0.0,0j
12754,11.03.2020,10:00,0.0,0j
12755,11.03.2020,11:00,0.41,(1.713794366129565+0j)
12756,11.03.2020,12:00,4.43,(3.788773711140275+0j)
12757,11.03.2020,13:00,5.93,(4.175568920167707+0j)
12758,11.03.2020,14:00,5.2,(3.996672293220786+0j)
12759,11.03.2020,15:00,1.17,(2.4308568197480382+0j)
12760,11.03.2020,16:00,0.58,(1.923859813993081+0j)
12761,11.03.2020,17:00,2.03,(2.9209857473030763+0j)
12762,11.03.2020,18:00,3.06,(3.349175462598725+0j)
12763,11.03.2020,19:00,1.35,(2.5496193592254532+0j)
12764,11.03.2020,20:00,0.06,(0.903124953411602+0j)
12765,11.03.2020,21:00,0.0,0j
12766,11.03.2020,22:00,0.0,0j
12767,11.03.2020,23:00,0.0,0j
12768,12.03.2020,00:00,0.4,(1.6997462394836356+0j)
12769,12.03.2020,01:00,1.15,(2.4169261022971913+0j)
12770,12.03.2020,02:00,1.46,(2.6170682208756513+0j)
12771,12.03.2020,03:00,1.2,(2.4514582835269065+0j)
12772,12.03.2020,04:00,0.0,0j
12773,12.03.2020,05:00,0.0,0j
12774,12.03.2020,06:00,0.0,0j
12775,12.03.2020,07:00,1.26,(2.491653268260342+0j)
12776,12.03.2020,08:00,8.55,(4.7172199887155974+0j)
12777,12.03.2020,09:00,5.8,(4.144830322024981+0j)
12778,12.03.2020,10:00,9.05,(4.807437184378486+0j)
12779,12.03.2020,11:00,24.94,(6.740046740799324+0j)
12780,12.03.2020,12:00,26.15,(6.847331012642649+0j)
12781,12.03.2020,13:00,26.03,(6.836841021475268+0j)
12782,12.03.2020,14:00,28.44,(7.041642232520904+0j)
12783,12.03.2020,15:00,30.73,(7.2257835048759755+0j)
12784,12.03.2020,16:00,25.34,(6.775889194790424+0j)
12785,12.03.2020,17:00,18.48,(6.099085864825553+0j)
12786,12.03.2020,18:00,5.05,(3.9578671990645526+0j)
12787,12.03.2020,19:00,0.04,(0.7889523165162555+0j)
12788,12.03.2020,20:00,0.11,(1.1053377104451128+0j)
12789,12.03.2020,21:00,0.3,(1.544321947177352+0j)
12790,12.03.2020,22:00,0.0,0j
12791,12.03.2020,23:00,0.0,0j
12792,13.03.2020,00:00,1.4,(2.580715342901568+0j)
12793,13.03.2020,01:00,12.02,(5.284439309035595+0j)
12794,13.03.2020,02:00,28.28,(7.0284122488303895+0j)
12795,13.03.2020,03:00,27.01,(6.921586010153325+0j)
12796,13.03.2020,04:00,30.06,(7.17288306156809+0j)
12797,13.03.2020,05:00,47.61,(8.361101309907014+0j)
12798,13.03.2020,06:00,44.44,(8.17125521842265+0j)
12799,13.03.2020,07:00,47.7,(8.366366488445813+0j)
12800,13.03.2020,08:00,43.66,(8.123166138369282+0j)
12801,13.03.2020,09:00,33.24,(7.417389701105235+0j)
12802,13.03.2020,10:00,29.33,(7.114342669166296+0j)
12803,13.03.2020,11:00,23.73,(6.629233830229971+0j)
12804,13.03.2020,12:00,29.39,(7.1191906043422915+0j)
12805,13.03.2020,13:00,29.79,(7.151342742497802+0j)
12806,13.03.2020,14:00,22.27,(6.490390554163913+0j)
12807,13.03.2020,15:00,34.93,(7.541023377427605+0j)
12808,13.03.2020,16:00,32.98,(7.397999693869211+0j)
12809,13.03.2020,17:00,16.48,(5.87060906741953+0j)
12810,13.03.2020,18:00,2.86,(3.274558621456051+0j)
12811,13.03.2020,19:00,1.05,(2.3447354969121483+0j)
12812,13.03.2020,20:00,1.25,(2.4850440773553824+0j)
12813,13.03.2020,21:00,1.23,(2.4717191881456224+0j)
12814,13.03.2020,22:00,1.8,(2.806219212178594+0j)
12815,13.03.2020,23:00,3.63,(3.5454086524916857+0j)
12816,14.03.2020,00:00,4.34,(3.762940359728718+0j)
12817,14.03.2020,01:00,4.17,(3.7131524207691817+0j)
12818,14.03.2020,02:00,1.11,(2.3885724464846243+0j)
12819,14.03.2020,03:00,4.94,(3.9289189958949637+0j)
12820,14.03.2020,04:00,21.38,(6.402751681418795+0j)
12821,14.03.2020,05:00,33.1,(7.406961543568796+0j)
12822,14.03.2020,06:00,37.29,(7.707169074839769+0j)
12823,14.03.2020,07:00,18.2,(6.068125504897626+0j)
12824,14.03.2020,08:00,34.96,(7.543181655558452+0j)
12825,14.03.2020,09:00,44.71,(8.187770263793496+0j)
12826,14.03.2020,10:00,39.04,(7.825895208315361+0j)
12827,14.03.2020,11:00,28.13,(7.015963741992281+0j)
12828,14.03.2020,12:00,14.82,(5.666481733602126+0j)
12829,14.03.2020,13:00,11.49,(5.20559969325735+0j)
12830,14.03.2020,14:00,9.72,(4.923260852234366+0j)
12831,14.03.2020,15:00,8.58,(4.722730764741409+0j)
12832,14.03.2020,16:00,2.99,(3.323439837287718+0j)
12833,14.03.2020,17:00,3.87,(3.6218829721932386+0j)
12834,14.03.2020,18:00,4.3,(3.751344167986536+0j)
12835,14.03.2020,19:00,0.49,(1.8187071963850634+0j)
12836,14.03.2020,20:00,0.0,0j
12837,14.03.2020,21:00,0.0,0j
12838,14.03.2020,22:00,1.22,(2.4650025268069866+0j)
12839,14.03.2020,23:00,3.67,(3.558383731178247+0j)
12840,15.03.2020,00:00,4.25,(3.736747350450466+0j)
12841,15.03.2020,01:00,7.79,(4.573091712150511+0j)
12842,15.03.2020,02:00,16.52,(5.875354913518241+0j)
12843,15.03.2020,03:00,15.52,(5.754328674655475+0j)
12844,15.03.2020,04:00,16.65,(5.890726207933451+0j)
12845,15.03.2020,05:00,13.03,(5.428488187644167+0j)
12846,15.03.2020,06:00,12.84,(5.401973298176711+0j)
12847,15.03.2020,07:00,18.99,(6.1546838152539785+0j)
12848,15.03.2020,08:00,19.16,(6.1729950230539705+0j)
12849,15.03.2020,09:00,13.89,(5.545382494941045+0j)
12850,15.03.2020,10:00,11.56,(5.21614957673418+0j)
12851,15.03.2020,11:00,9.89,(4.951797266705621+0j)
12852,15.03.2020,12:00,14.62,(5.6408759539064+0j)
12853,15.03.2020,13:00,27.86,(6.993444445252324+0j)
12854,15.03.2020,14:00,20.35,(6.298235513517559+0j)
12855,15.03.2020,15:00,33.78,(7.457340505960718+0j)
12856,15.03.2020,16:00,52.61,(8.644108162378805+0j)
12857,15.03.2020,17:00,51.89,(8.604493591571174+0j)
12858,15.03.2020,18:00,43.59,(8.11882253025605+0j)
12859,15.03.2020,19:00,28.0,(7.005139190188782+0j)
12860,15.03.2020,20:00,25.75,(6.812238373460105+0j)
12861,15.03.2020,21:00,27.3,(6.946269691057441+0j)
12862,15.03.2020,22:00,48.54,(8.41519174168688+0j)
12863,15.03.2020,23:00,57.55,(8.906612021838269+0j)
12864,16.03.2020,00:00,65.68,(9.30768777701056+0j)
12865,16.03.2020,01:00,70.13,(9.513318528587005+0j)
12866,16.03.2020,02:00,68.32,(9.430760398283633+0j)
12867,16.03.2020,03:00,57.39,(8.898350332805226+0j)
12868,16.03.2020,04:00,60.82,(9.07220587701726+0j)
12869,16.03.2020,05:00,58.77,(8.969109417013254+0j)
12870,16.03.2020,06:00,65.48,(9.298230660381593+0j)
12871,16.03.2020,07:00,73.25,(9.65235534031205+0j)
12872,16.03.2020,08:00,69.91,(9.503360249070658+0j)
12873,16.03.2020,09:00,55.84,(8.817508664751681+0j)
12874,16.03.2020,10:00,38.53,(7.791667804449671+0j)
12875,16.03.2020,11:00,40.6,(7.928775170302108+0j)
12876,16.03.2020,12:00,36.86,(7.677430061369316+0j)
12877,16.03.2020,13:00,29.97,(7.165717339453872+0j)
12878,16.03.2020,14:00,33.63,(7.446286027101312+0j)
12879,16.03.2020,15:00,37.52,(7.722982222537756+0j)
12880,16.03.2020,16:00,50.99,(8.554456637857164+0j)
12881,16.03.2020,17:00,57.9,(8.924631228226964+0j)
12882,16.03.2020,18:00,53.06,(8.668684038071516+0j)
12883,16.03.2020,19:00,59.07,(8.984344896299218+0j)
12884,16.03.2020,20:00,61.22,(9.092051080530217+0j)
12885,16.03.2020,21:00,59.46,(9.00407409540699+0j)
12886,16.03.2020,22:00,53.43,(8.688786981225388+0j)
12887,16.03.2020,23:00,45.7,(8.247762726914385+0j)
12888,17.03.2020,00:00,40.77,(7.939826195335998+0j)
12889,17.03.2020,01:00,33.75,(7.455132232066147+0j)
12890,17.03.2020,02:00,39.15,(7.833238456442728+0j)
12891,17.03.2020,03:00,41.68,(7.998465244207526+0j)
12892,17.03.2020,04:00,42.05,(8.022063436446143+0j)
12893,17.03.2020,05:00,42.8,(8.069476259741391+0j)
12894,17.03.2020,06:00,43.01,(8.082652474842478+0j)
12895,17.03.2020,07:00,41.45,(7.983725630595765+0j)
12896,17.03.2020,08:00,41.8,(8.00613395958966+0j)
12897,17.03.2020,09:00,45.32,(8.224838750905834+0j)
12898,17.03.2020,10:00,50.46,(8.524714453265998+0j)
12899,17.03.2020,11:00,52.93,(8.661598659718399+0j)
12900,17.03.2020,12:00,54.94,(8.76987985320736+0j)
12901,17.03.2020,13:00,55.58,(8.803802124342651+0j)
12902,17.03.2020,14:00,49.68,(8.480561754080004+0j)
12903,17.03.2020,15:00,47.67,(8.364612165373112+0j)
12904,17.03.2020,16:00,54.18,(8.729253227179523+0j)
12905,17.03.2020,17:00,54.6,(8.751751402010028+0j)
12906,17.03.2020,18:00,63.9,(9.222833703373798+0j)
12907,17.03.2020,19:00,63.13,(9.185638610356163+0j)
12908,17.03.2020,20:00,67.68,(9.401219843286592+0j)
12909,17.03.2020,21:00,54.98,(8.77200769020781+0j)
12910,17.03.2020,22:00,63.35,(9.196296499217102+0j)
12911,17.03.2020,23:00,71.69,(9.583341227121016+0j)
12912,18.03.2020,00:00,75.64,(9.75621281869037+0j)
12913,18.03.2020,01:00,77.05,(9.816461619702736+0j)
12914,18.03.2020,02:00,77.89,(9.852005822913634+0j)
12915,18.03.2020,03:00,78.53,(9.878915963519294+0j)
12916,18.03.2020,04:00,78.44,(9.87514058125474+0j)
12917,18.03.2020,05:00,77.8,(9.848209776112377+0j)
12918,18.03.2020,06:00,78.25,(9.867160835890331+0j)
12919,18.03.2020,07:00,77.92,(9.853270522006207+0j)
12920,18.03.2020,08:00,75.19,(9.73682699568545+0j)
12921,18.03.2020,09:00,76.77,(9.804556166632047+0j)
12922,18.03.2020,10:00,77.56,(9.83807265131975+0j)
12923,18.03.2020,11:00,72.55,(9.621509894927176+0j)
12924,18.03.2020,12:00,68.39,(9.433980186993436+0j)
12925,18.03.2020,13:00,61.88,(9.124607530808145+0j)
12926,18.03.2020,14:00,52.77,(8.652862249670099+0j)
12927,18.03.2020,15:00,53.47,(8.690954707126147+0j)
12928,18.03.2020,16:00,38.35,(7.779515456464242+0j)
12929,18.03.2020,17:00,28.76,(7.067954078031937+0j)
12930,18.03.2020,18:00,16.29,(5.847960807284119+0j)
12931,18.03.2020,19:00,10.87,(5.110231875675354+0j)
12932,18.03.2020,20:00,9.07,(4.810975969008854+0j)
12933,18.03.2020,21:00,11.69,(5.235629776052515+0j)
12934,18.03.2020,22:00,6.59,(4.325064250257526+0j)
12935,18.03.2020,23:00,44.02,(8.145431666288165+0j)
12936,19.03.2020,00:00,52.68,(8.647940256429647+0j)
12937,19.03.2020,01:00,38.29,(7.775456225121241+0j)
12938,19.03.2020,02:00,35.99,(7.616545499242855+0j)
12939,19.03.2020,03:00,50.6,(8.532591041850997+0j)
12940,19.03.2020,04:00,55.44,(8.796403967812642+0j)
12941,19.03.2020,05:00,54.97,(8.771475827738174+0j)
12942,19.03.2020,06:00,54.65,(8.754422061743087+0j)
12943,19.03.2020,07:00,55.09,(8.777853925479285+0j)
12944,19.03.2020,08:00,52.38,(8.631493011983212+0j)
12945,19.03.2020,09:00,46.71,(8.308080852274008+0j)
12946,19.03.2020,10:00,55.74,(8.812241963782515+0j)
12947,19.03.2020,11:00,56.98,(8.877109429731673+0j)
12948,19.03.2020,12:00,58.1,(8.934895332992287+0j)
12949,19.03.2020,13:00,62.27,(9.143736743047826+0j)
12950,19.03.2020,14:00,63.48,(9.202582748650174+0j)
12951,19.03.2020,15:00,75.66,(9.757072624178095+0j)
12952,19.03.2020,16:00,77.87,(9.851162509763963+0j)
12953,19.03.2020,17:00,75.79,(9.762657669830562+0j)
12954,19.03.2020,18:00,71.93,(9.594023516836351+0j)
12955,19.03.2020,19:00,63.71,(9.213683582993196+0j)
12956,19.03.2020,20:00,62.51,(9.155468896083457+0j)
12957,19.03.2020,21:00,61.06,(9.084123402543671+0j)
12958,19.03.2020,22:00,57.65,(8.911767804189038+0j)
12959,19.03.2020,23:00,54.45,(8.743729627210717+0j)
12960,20.03.2020,00:00,58.15,(8.93745767765039+0j)
12961,20.03.2020,01:00,54.4,(8.741052428749672+0j)
12962,20.03.2020,02:00,58.16,(8.937969970307574+0j)
