,Tarih,Saat,Toplam (MWh),KONYA WindSpeed(m/s)
5947,01.06.2019,19:00,10.29,(5.017675253865078+0j)
5948,01.06.2019,20:00,7.15,(4.444259804326519+0j)
5949,01.06.2019,21:00,13.8,(5.533379464997012+0j)
5950,01.06.2019,22:00,12.21,(5.312137565864246+0j)
5951,01.06.2019,23:00,16.81,(5.909535279758758+0j)
5952,02.06.2019,00:00,20.34,(6.2972036924778765+0j)
5953,02.06.2019,01:00,3.39,(3.4654847440054266+0j)
5954,02.06.2019,02:00,2.58,(3.164006210069057+0j)
5955,02.06.2019,03:00,0.53,(1.8669071332762939+0j)
5956,02.06.2019,04:00,1.91,(2.862256482576055+0j)
5957,02.06.2019,05:00,1.32,(2.530591639955623+0j)
5958,02.06.2019,06:00,0.57,(1.9127389885949826+0j)
5959,02.06.2019,07:00,0.01,(0.4970088154710765+0j)
5960,02.06.2019,08:00,0.0,0j
5961,02.06.2019,09:00,0.0,0j
5962,02.06.2019,10:00,0.0,0j
5963,02.06.2019,11:00,0.0,0j
5964,02.06.2019,12:00,0.29,(1.5269685462859808+0j)
5965,02.06.2019,13:00,0.65,(1.998336146610393+0j)
5966,02.06.2019,14:00,4.6,(3.836631037315961+0j)
5967,02.06.2019,15:00,3.19,(3.3959476458655913+0j)
5968,02.06.2019,16:00,23.59,(6.6161712666702615+0j)
5969,02.06.2019,17:00,12.89,(5.408976123359898+0j)
5970,02.06.2019,18:00,15.92,(5.803345760293148+0j)
5971,02.06.2019,19:00,15.02,(5.691858165877415+0j)
5972,02.06.2019,20:00,12.98,(5.421535710533955+0j)
5973,02.06.2019,21:00,7.8,(4.57504769686812+0j)
5974,02.06.2019,22:00,22.81,(6.542431541793935+0j)
5975,02.06.2019,23:00,19.58,(6.217774790504956+0j)
5976,03.06.2019,00:00,13.32,(5.468465797722811+0j)
5977,03.06.2019,01:00,7.81,(4.577002010517541+0j)
5978,03.06.2019,02:00,7.15,(4.444259804326519+0j)
5979,03.06.2019,03:00,6.98,(4.408754332375841+0j)
5980,03.06.2019,04:00,3.89,(3.628111502041619+0j)
5981,03.06.2019,05:00,3.49,(3.4992306325413836+0j)
5982,03.06.2019,06:00,5.97,(4.184936464564056+0j)
5983,03.06.2019,07:00,1.45,(2.6110794854809094+0j)
5984,03.06.2019,08:00,0.0,0j
5985,03.06.2019,09:00,0.0,0j
5986,03.06.2019,10:00,0.0,0j
5987,03.06.2019,11:00,0.0,0j
5988,03.06.2019,12:00,0.0,0j
5989,03.06.2019,13:00,0.0,0j
5990,03.06.2019,14:00,0.0,0j
5991,03.06.2019,15:00,0.0,0j
5992,03.06.2019,16:00,0.0,0j
5993,03.06.2019,17:00,0.0,0j
5994,03.06.2019,18:00,1.29,(2.5112733931487683+0j)
5995,03.06.2019,19:00,5.69,(4.118459953135489+0j)
5996,03.06.2019,20:00,6.78,(4.366237177061983+0j)
5997,03.06.2019,21:00,47.27,(8.341150539685941+0j)
5998,03.06.2019,22:00,36.36,(7.642557532751285+0j)
5999,03.06.2019,23:00,21.81,(6.445391674548309+0j)
6000,04.06.2019,00:00,18.94,(6.14927737904285+0j)
6001,04.06.2019,01:00,8.89,(4.7789374428158915+0j)
6002,04.06.2019,02:00,1.85,(2.831965780730203+0j)
6003,04.06.2019,03:00,0.0,0j
6004,04.06.2019,04:00,0.0,0j
6005,04.06.2019,05:00,0.0,0j
6006,04.06.2019,06:00,3.31,(3.4380069991628197+0j)
6007,04.06.2019,07:00,17.49,(5.988168720897806+0j)
6008,04.06.2019,08:00,17.12,(5.94564094368362+0j)
6009,04.06.2019,09:00,14.85,(5.670302693447503+0j)
6010,04.06.2019,10:00,13.75,(5.526688552225564+0j)
6011,04.06.2019,11:00,9.7,(4.919881811466429+0j)
6012,04.06.2019,12:00,11.9,(5.2667949729752825+0j)
6013,04.06.2019,13:00,38.8,(7.80982556308102+0j)
6014,04.06.2019,14:00,49.0,(8.441691014352113+0j)
6015,04.06.2019,15:00,51.0,(8.555015825768148+0j)
6016,04.06.2019,16:00,51.32,(8.5728713762917+0j)
6017,04.06.2019,17:00,51.85,(8.602282065780374+0j)
6018,04.06.2019,18:00,47.55,(8.357587503521394+0j)
6019,04.06.2019,19:00,36.52,(7.653751334955429+0j)
6020,04.06.2019,20:00,36.27,(7.636246582290159+0j)
6021,04.06.2019,21:00,32.05,(7.327797115427975+0j)
6022,04.06.2019,22:00,9.08,(4.812743410743536+0j)
6023,04.06.2019,23:00,4.19,(3.7190792503343286+0j)
6024,05.06.2019,00:00,3.1,(3.363705689919051+0j)
6025,05.06.2019,01:00,0.52,(1.855090948782318+0j)
6026,05.06.2019,02:00,0.0,0j
6027,05.06.2019,03:00,0.12,(1.137866139488604+0j)
6028,05.06.2019,04:00,0.17,(1.2779496176156349+0j)
6029,05.06.2019,05:00,0.05,(0.8498731197418178+0j)
6030,05.06.2019,06:00,0.0,0j
6031,05.06.2019,07:00,0.0,0j
6032,05.06.2019,08:00,0.0,0j
6033,05.06.2019,09:00,0.0,0j
6034,05.06.2019,10:00,0.0,0j
6035,05.06.2019,11:00,3.55,(3.519169698984293+0j)
6036,05.06.2019,12:00,6.1,(4.215095029337227+0j)
6037,05.06.2019,13:00,16.06,(5.8203076188891085+0j)
6038,05.06.2019,14:00,8.0,(4.613821136195325+0j)
6039,05.06.2019,15:00,13.0,(5.424318840237632+0j)
6040,05.06.2019,16:00,20.93,(6.357511698815671+0j)
6041,05.06.2019,17:00,7.08,(4.429708802772678+0j)
6042,05.06.2019,18:00,4.4,(3.780201795631669+0j)
6043,05.06.2019,19:00,13.74,(5.525348424008083+0j)
6044,05.06.2019,20:00,27.0,(6.9207317042929875+0j)
6045,05.06.2019,21:00,24.95,(6.740947455328395+0j)
6046,05.06.2019,22:00,11.11,(5.147568226877013+0j)
6047,05.06.2019,23:00,1.38,(2.5683672336872383+0j)
6048,06.06.2019,00:00,0.01,(0.4970088154710765+0j)
6049,06.06.2019,01:00,0.0,0j
6050,06.06.2019,02:00,0.25,(1.4532625924855926+0j)
6051,06.06.2019,03:00,3.4,(3.468888955176604+0j)
6052,06.06.2019,04:00,2.97,(3.3160131313353385+0j)
6053,06.06.2019,05:00,1.11,(2.3885724464846243+0j)
6054,06.06.2019,06:00,0.53,(1.8669071332762939+0j)
6055,06.06.2019,07:00,0.02,(0.6261918685953259+0j)
6056,06.06.2019,08:00,0.0,0j
6057,06.06.2019,09:00,0.0,0j
6058,06.06.2019,10:00,0.0,0j
6059,06.06.2019,11:00,0.34,(1.6101156239390424+0j)
6060,06.06.2019,12:00,0.51,(1.8431222868806663+0j)
6061,06.06.2019,13:00,3.15,(3.3816937629060733+0j)
6062,06.06.2019,14:00,2.81,(3.25536381575577+0j)
6063,06.06.2019,15:00,4.21,(3.7249872495435334+0j)
6064,06.06.2019,16:00,5.01,(3.947389672354398+0j)
6065,06.06.2019,17:00,3.13,(3.3745215382725595+0j)
6066,06.06.2019,18:00,0.74,(2.0866102278563563+0j)
6067,06.06.2019,19:00,7.25,(4.464883115033321+0j)
6068,06.06.2019,20:00,34.28,(7.493954115811812+0j)
6069,06.06.2019,21:00,46.79,(8.31282121752893+0j)
6070,06.06.2019,22:00,65.82,(9.314296341401272+0j)
6071,06.06.2019,23:00,70.74,(9.540821640390536+0j)
6072,07.06.2019,00:00,68.85,(9.455084332049056+0j)
6073,07.06.2019,01:00,69.96,(9.505625326916245+0j)
6074,07.06.2019,02:00,70.69,(9.538573249479082+0j)
6075,07.06.2019,03:00,69.84,(9.500187324970307+0j)
6076,07.06.2019,04:00,72.57,(9.622393940496071+0j)
6077,07.06.2019,05:00,70.72,(9.539922411201387+0j)
6078,07.06.2019,06:00,62.38,(9.149117714981736+0j)
6079,07.06.2019,07:00,52.49,(8.637530942291294+0j)
6080,07.06.2019,08:00,47.86,(8.375710476653873+0j)
6081,07.06.2019,09:00,31.0,(7.246884225419234+0j)
6082,07.06.2019,10:00,25.0,(6.745447421588285+0j)
6083,07.06.2019,11:00,21.0,(6.364591339073747+0j)
6084,07.06.2019,12:00,18.0,(6.0458160185515055+0j)
6085,07.06.2019,13:00,10.0,(4.970088154710765+0j)
6086,07.06.2019,14:00,1.7,(2.7532589883041045+0j)
6087,07.06.2019,15:00,3.7,(3.568053299723952+0j)
6088,07.06.2019,16:00,0.85,(2.185263107187418+0j)
6089,07.06.2019,17:00,1.45,(2.6110794854809094+0j)
6090,07.06.2019,18:00,4.2,(3.722035594385523+0j)
6091,07.06.2019,19:00,21.19,(6.3837285385064435+0j)
6092,07.06.2019,20:00,34.92,(7.540303676776411+0j)
6093,07.06.2019,21:00,32.68,(7.375499555839058+0j)
6094,07.06.2019,22:00,25.8,(6.816644738449083+0j)
6095,07.06.2019,23:00,42.42,(8.04552360377244+0j)
6096,08.06.2019,00:00,43.28,(8.099530452456813+0j)
6097,08.06.2019,01:00,45.09,(8.21090140074654+0j)
6098,08.06.2019,02:00,53.51,(8.693121352203661+0j)
6099,08.06.2019,03:00,58.81,(8.971143805382885+0j)
6100,08.06.2019,04:00,62.16,(9.138349430382743+0j)
6101,08.06.2019,05:00,58.91,(8.97622574370727+0j)
6102,08.06.2019,06:00,57.06,(8.881261978310514+0j)
6103,08.06.2019,07:00,52.85,(8.657232658772143+0j)
6104,08.06.2019,08:00,48.75,(8.427309911522155+0j)
6105,08.06.2019,09:00,37.6,(7.728467296982867+0j)
6106,08.06.2019,10:00,33.38,(7.427788618768965+0j)
6107,08.06.2019,11:00,35.21,(7.5611194707857745+0j)
6108,08.06.2019,12:00,31.28,(7.2686374389020765+0j)
6109,08.06.2019,13:00,24.76,(6.723792545691809+0j)
6110,08.06.2019,14:00,12.82,(5.399167077776565+0j)
6111,08.06.2019,15:00,10.17,(4.998093882948706+0j)
6112,08.06.2019,16:00,10.45,(5.043548351982601+0j)
6113,08.06.2019,17:00,8.75,(4.7537183061369515+0j)
6114,08.06.2019,18:00,4.24,(3.7338142665525877+0j)
6115,08.06.2019,19:00,11.8,(5.252000527140944+0j)
6116,08.06.2019,20:00,38.34,(7.778839212071365+0j)
6117,08.06.2019,21:00,72.1,(9.601575770361839+0j)
6118,08.06.2019,22:00,67.09,(9.373821714564627+0j)
6119,08.06.2019,23:00,49.59,(8.475437546334485+0j)
6120,09.06.2019,00:00,11.26,(5.17063111647953+0j)
6121,09.06.2019,01:00,26.6,(6.886385075880564+0j)
6122,09.06.2019,02:00,21.18,(6.38272417591301+0j)
6123,09.06.2019,03:00,57.9,(8.924631228226964+0j)
6124,09.06.2019,04:00,59.06,(8.983837879091805+0j)
6125,09.06.2019,05:00,62.25,(9.142757703825925+0j)
6126,09.06.2019,06:00,58.63,(8.96198177980343+0j)
6127,09.06.2019,07:00,51.28,(8.570643499014588+0j)
6128,09.06.2019,08:00,45.8,(8.253774217910658+0j)
6129,09.06.2019,09:00,40.12,(7.897404811927516+0j)
6130,09.06.2019,10:00,14.48,(5.622812640986724+0j)
6131,09.06.2019,11:00,4.49,(3.805802136393481+0j)
6132,09.06.2019,12:00,0.58,(1.923859813993081+0j)
6133,09.06.2019,13:00,12.16,(5.304876570529445+0j)
6134,09.06.2019,14:00,9.28,(4.847822953393436+0j)
6135,09.06.2019,15:00,4.86,(3.907594727975343+0j)
6136,09.06.2019,16:00,5.86,(4.159073837136558+0j)
6137,09.06.2019,17:00,4.84,(3.9022271460430256+0j)
6138,09.06.2019,18:00,5.24,(4.006894006006857+0j)
6139,09.06.2019,19:00,9.77,(4.931688223786951+0j)
6140,09.06.2019,20:00,13.96,(5.55468238717554+0j)
6141,09.06.2019,21:00,32.11,(7.3323669932045865+0j)
6142,09.06.2019,22:00,67.42,(9.389165795353279+0j)
6143,09.06.2019,23:00,69.16,(9.46925372452736+0j)
6144,10.06.2019,00:00,62.8,(9.169605251085573+0j)
6145,10.06.2019,01:00,44.0,(8.144197883829685+0j)
6146,10.06.2019,02:00,36.0,(7.617250865564655+0j)
6147,10.06.2019,03:00,16.0,(5.813050369942371+0j)
6148,10.06.2019,04:00,1.65,(2.725997207712534+0j)
6149,10.06.2019,05:00,3.75,(3.58405375276077+0j)
6150,10.06.2019,06:00,12.6,(5.3681042366714+0j)
6151,10.06.2019,07:00,22.0,(6.464054144114213+0j)
6152,10.06.2019,08:00,18.06,(6.0525261417265845+0j)
6153,10.06.2019,09:00,19.25,(6.182645369702582+0j)
6154,10.06.2019,10:00,15.83,(5.792389134307096+0j)
6155,10.06.2019,11:00,19.14,(6.170846399482192+0j)
6156,10.06.2019,12:00,10.04,(4.97670612278748+0j)
6157,10.06.2019,13:00,12.34,(5.330923845279258+0j)
6158,10.06.2019,14:00,14.55,(5.631858781264708+0j)
6159,10.06.2019,15:00,12.66,(5.376611547634548+0j)
6160,10.06.2019,16:00,15.22,(5.7170103183305505+0j)
6161,10.06.2019,17:00,22.91,(6.551978369201324+0j)
6162,10.06.2019,18:00,53.05,(8.668139420112047+0j)
6163,10.06.2019,19:00,69.8,(9.498373273498869+0j)
6164,10.06.2019,20:00,49.12,(8.448576572881487+0j)
6165,10.06.2019,21:00,46.55,(8.298583859382648+0j)
6166,10.06.2019,22:00,15.47,(5.748142550047232+0j)
6167,10.06.2019,23:00,26.39,(6.868215109971662+0j)
6168,11.06.2019,00:00,3.28,(3.42758873225913+0j)
6169,11.06.2019,01:00,0.0,0j
6170,11.06.2019,02:00,0.0,0j
6171,11.06.2019,03:00,0.0,0j
6172,11.06.2019,04:00,0.0,0j
6173,11.06.2019,05:00,0.02,(0.6261918685953259+0j)
6174,11.06.2019,06:00,3.8,(3.5999126042266743+0j)
6175,11.06.2019,07:00,4.92,(3.9236096394323448+0j)
6176,11.06.2019,08:00,3.06,(3.349175462598725+0j)
6177,11.06.2019,09:00,0.73,(2.0771684234452765+0j)
6178,11.06.2019,10:00,0.25,(1.4532625924855926+0j)
6179,11.06.2019,11:00,0.06,(0.903124953411602+0j)
6180,11.06.2019,12:00,0.0,0j
6181,11.06.2019,13:00,0.21,(1.371209636877696+0j)
6182,11.06.2019,14:00,28.58,(7.05317782431685+0j)
6183,11.06.2019,15:00,19.89,(6.250417390144155+0j)
6184,11.06.2019,16:00,56.63,(8.858896187287103+0j)
6185,11.06.2019,17:00,62.26,(9.143247249645228+0j)
6186,11.06.2019,18:00,38.27,(7.774102205725102+0j)
6187,11.06.2019,19:00,44.78,(8.192041083632526+0j)
6188,11.06.2019,20:00,15.72,(5.77894115843072+0j)
6189,11.06.2019,21:00,1.44,(2.605063151983562+0j)
6190,11.06.2019,22:00,3.04,(3.3418628291520864+0j)
6191,11.06.2019,23:00,30.08,(7.174473501323442+0j)
6192,12.06.2019,00:00,21.6,(6.424638199815253+0j)
6193,12.06.2019,01:00,13.0,(5.424318840237632+0j)
6194,12.06.2019,02:00,16.5,(5.872982949225934+0j)
6195,12.06.2019,03:00,11.6,(5.222158970961819+0j)
6196,12.06.2019,04:00,19.98,(6.259830683569069+0j)
6197,12.06.2019,05:00,0.29,(1.5269685462859808+0j)
6198,12.06.2019,06:00,8.73,(4.7500936624851535+0j)
6199,12.06.2019,07:00,7.6,(4.535605667847059+0j)
6200,12.06.2019,08:00,1.61,(2.7037885044677585+0j)
6201,12.06.2019,09:00,1.0,(2.3069105680976625+0j)
6202,12.06.2019,10:00,0.68,(2.028618567365417+0j)
6203,12.06.2019,11:00,0.35,(1.6257487921541758+0j)
6204,12.06.2019,12:00,1.01,(2.3145747791111253+0j)
6205,12.06.2019,13:00,1.77,(2.7905416827589575+0j)
6206,12.06.2019,14:00,0.38,(1.6709314145760432+0j)
6207,12.06.2019,15:00,15.77,(5.785061625998603+0j)
6208,12.06.2019,16:00,7.18,(4.450466879158501+0j)
6209,12.06.2019,17:00,2.7,(3.212319099907627+0j)
6210,12.06.2019,18:00,40.1,(7.896092296561493+0j)
6211,12.06.2019,19:00,21.5,(6.414708294962883+0j)
6212,12.06.2019,20:00,14.31,(5.600721399828882+0j)
6213,12.06.2019,21:00,6.49,(4.3030757450923804+0j)
6214,12.06.2019,22:00,10.43,(5.040328722411824+0j)
6215,12.06.2019,23:00,23.59,(6.6161712666702615+0j)
6216,13.06.2019,00:00,28.53,(7.049062303587641+0j)
6217,13.06.2019,01:00,24.5,(6.70017459828652+0j)
6218,13.06.2019,02:00,32.5,(7.361933308984341+0j)
6219,13.06.2019,03:00,54.5,(8.746405187239155+0j)
6220,13.06.2019,04:00,55.0,(8.773071221703464+0j)
6221,13.06.2019,05:00,50.5,(8.526966392203999+0j)
6222,13.06.2019,06:00,46.0,(8.265770999646517+0j)
6223,13.06.2019,07:00,39.0,(7.823221516543105+0j)
6224,13.06.2019,08:00,23.51,(6.608683727364582+0j)
6225,13.06.2019,09:00,26.73,(6.897585271518326+0j)
6226,13.06.2019,10:00,38.91,(7.817199018768992+0j)
6227,13.06.2019,11:00,35.12,(7.554671668223559+0j)
6228,13.06.2019,12:00,26.72,(6.896725008941243+0j)
6229,13.06.2019,13:00,13.07,(5.4340373744240535+0j)
6230,13.06.2019,14:00,24.65,(6.713820612762439+0j)
6231,13.06.2019,15:00,26.39,(6.868215109971662+0j)
6232,13.06.2019,16:00,35.29,(7.566841633197405+0j)
6233,13.06.2019,17:00,6.42,(4.287549048114918+0j)
6234,13.06.2019,18:00,38.77,(7.8078122024444765+0j)
6235,13.06.2019,19:00,51.89,(8.604493591571174+0j)
6236,13.06.2019,20:00,27.95,(7.000966980035531+0j)
6237,13.06.2019,21:00,30.18,(7.182415143296703+0j)
6238,13.06.2019,22:00,17.12,(5.94564094368362+0j)
6239,13.06.2019,23:00,16.0,(5.813050369942371+0j)
6240,14.06.2019,00:00,39.28,(7.84189912857027+0j)
6241,14.06.2019,01:00,54.0,(8.719575554913556+0j)
6242,14.06.2019,02:00,58.0,(8.929766230066642+0j)
6243,14.06.2019,03:00,54.0,(8.719575554913556+0j)
6244,14.06.2019,04:00,65.0,(9.275454743911588+0j)
6245,14.06.2019,05:00,68.0,(9.416013289942871+0j)
6246,14.06.2019,06:00,54.0,(8.719575554913556+0j)
6247,14.06.2019,07:00,43.0,(8.082026009758987+0j)
6248,14.06.2019,08:00,39.61,(7.863798427444624+0j)
6249,14.06.2019,09:00,55.66,(8.808024065823911+0j)
6250,14.06.2019,10:00,39.02,(7.824558590832778+0j)
6251,14.06.2019,11:00,13.76,(5.528028030841325+0j)
6252,14.06.2019,12:00,13.06,(5.432651140339817+0j)
6253,14.06.2019,13:00,23.16,(6.5757245117075565+0j)
6254,14.06.2019,14:00,34.63,(7.519372315473516+0j)
6255,14.06.2019,15:00,33.19,(7.413668726415835+0j)
6256,14.06.2019,16:00,29.09,(7.094884540763931+0j)
6257,14.06.2019,17:00,29.95,(7.16412300914439+0j)
6258,14.06.2019,18:00,26.96,(6.917312369890401+0j)
6259,14.06.2019,19:00,40.04,(7.892152130090606+0j)
6260,14.06.2019,20:00,19.91,(6.252511683277973+0j)
6261,14.06.2019,21:00,31.71,(7.301792815525538+0j)
6262,14.06.2019,22:00,21.24,(6.3887456173858395+0j)
6263,14.06.2019,23:00,46.31,(8.284297480609373+0j)
6264,15.06.2019,00:00,31.7,(7.301025175400503+0j)
6265,15.06.2019,01:00,32.0,(7.323984525189572+0j)
6266,15.06.2019,02:00,44.0,(8.144197883829685+0j)
6267,15.06.2019,03:00,68.0,(9.416013289942871+0j)
6268,15.06.2019,04:00,56.0,(8.825922323162372+0j)
6269,15.06.2019,05:00,29.0,(7.087560153718945+0j)
6270,15.06.2019,06:00,18.0,(6.0458160185515055+0j)
6271,15.06.2019,07:00,8.0,(4.613821136195325+0j)
6272,15.06.2019,08:00,13.64,(5.511911239582198+0j)
6273,15.06.2019,09:00,24.71,(6.71926351795359+0j)
6274,15.06.2019,10:00,24.2,(6.672714558202428+0j)
6275,15.06.2019,11:00,12.3,(5.325157562958373+0j)
6276,15.06.2019,12:00,15.31,(5.728256924993209+0j)
6277,15.06.2019,13:00,15.8,(5.788727698986141+0j)
6278,15.06.2019,14:00,15.07,(5.698167036222283+0j)
6279,15.06.2019,15:00,10.24,(5.0095349487626075+0j)
6280,15.06.2019,16:00,8.65,(4.735539473477929+0j)
6281,15.06.2019,17:00,9.11,(4.818037962219522+0j)
6282,15.06.2019,18:00,2.96,(3.3122872707467845+0j)
6283,15.06.2019,19:00,7.05,(4.423443293981969+0j)
6284,15.06.2019,20:00,25.82,(6.818405690410252+0j)
6285,15.06.2019,21:00,5.69,(4.118459953135489+0j)
6286,15.06.2019,22:00,19.95,(6.256696065777244+0j)
6287,15.06.2019,23:00,23.07,(6.567195676569818+0j)
6288,16.06.2019,00:00,17.66,(6.007507545923476+0j)
6289,16.06.2019,01:00,27.99,(7.004305145748206+0j)
6290,16.06.2019,02:00,21.73,(6.437501363156817+0j)
6291,16.06.2019,03:00,18.84,(6.138435894323168+0j)
6292,16.06.2019,04:00,11.35,(5.184370679164121+0j)
6293,16.06.2019,05:00,10.98,(5.12741187979328+0j)
6294,16.06.2019,06:00,18.61,(6.113354068026852+0j)
6295,16.06.2019,07:00,7.86,(4.586748637077625+0j)
6296,16.06.2019,08:00,2.74,(3.2281047052519822+0j)
6297,16.06.2019,09:00,0.22,(1.3926382486324018+0j)
6298,16.06.2019,10:00,0.0,0j
6299,16.06.2019,11:00,0.0,0j
6300,16.06.2019,12:00,0.0,0j
6301,16.06.2019,13:00,0.0,0j
6302,16.06.2019,14:00,1.09,(2.3741396322119037+0j)
6303,16.06.2019,15:00,6.86,(4.383343080167281+0j)
6304,16.06.2019,16:00,5.74,(4.130488233914263+0j)
6305,16.06.2019,17:00,24.33,(6.684641613592918+0j)
6306,16.06.2019,18:00,46.31,(8.284297480609373+0j)
6307,16.06.2019,19:00,45.72,(8.248965726162325+0j)
6308,16.06.2019,20:00,19.77,(6.23782205648585+0j)
6309,16.06.2019,21:00,20.52,(6.315724986464922+0j)
6310,16.06.2019,22:00,17.53,(5.99273026805953+0j)
6311,16.06.2019,23:00,37.68,(7.73394459668802+0j)
6312,17.06.2019,00:00,19.64,(6.224119463060477+0j)
6313,17.06.2019,01:00,9.57,(4.8978040330361035+0j)
6314,17.06.2019,02:00,4.91,(3.9209495642851353+0j)
6315,17.06.2019,03:00,1.54,(2.6640211321304488+0j)
6316,17.06.2019,04:00,6.97,(4.4066479038027495+0j)
6317,17.06.2019,05:00,9.08,(4.812743410743536+0j)
6318,17.06.2019,06:00,14.82,(5.666481733602126+0j)
6319,17.06.2019,07:00,16.33,(5.852743439395181+0j)
6320,17.06.2019,08:00,12.69,(5.380855125992582+0j)
6321,17.06.2019,09:00,10.3,(5.019300148814756+0j)
6322,17.06.2019,10:00,6.17,(4.231157059979328+0j)
6323,17.06.2019,11:00,2.72,(3.220231247878085+0j)
6324,17.06.2019,12:00,3.43,(3.479061708297535+0j)
6325,17.06.2019,13:00,8.79,(4.760951057201154+0j)
6326,17.06.2019,14:00,9.6,(4.902916567053813+0j)
6327,17.06.2019,15:00,11.32,(5.179798921343981+0j)
6328,17.06.2019,16:00,16.27,(5.845566554894798+0j)
6329,17.06.2019,17:00,40.67,(7.933329321315139+0j)
6330,17.06.2019,18:00,39.5,(7.856512221899439+0j)
6331,17.06.2019,19:00,41.08,(7.959899238845572+0j)
6332,17.06.2019,20:00,67.8,(9.40677283916922+0j)
6333,17.06.2019,21:00,56.78,(8.866711025661436+0j)
6334,17.06.2019,22:00,51.03,(8.556692951046513+0j)
6335,17.06.2019,23:00,29.23,(7.106248063622301+0j)
6336,18.06.2019,00:00,10.66,(5.077109071717537+0j)
6337,18.06.2019,01:00,9.79,(4.935051121674459+0j)
6338,18.06.2019,02:00,22.33,(6.496214146838775+0j)
6339,18.06.2019,03:00,20.94,(6.358524041459981+0j)
6340,18.06.2019,04:00,18.96,(6.151441093992361+0j)
6341,18.06.2019,05:00,12.79,(5.394952269601598+0j)
6342,18.06.2019,06:00,5.93,(4.175568920167707+0j)
6343,18.06.2019,07:00,21.13,(6.377697615182199+0j)
6344,18.06.2019,08:00,25.56,(6.795441973990248+0j)
6345,18.06.2019,09:00,15.09,(5.700686677070756+0j)
6346,18.06.2019,10:00,6.3,(4.260667156183564+0j)
6347,18.06.2019,11:00,4.45,(3.7944668432364113+0j)
6348,18.06.2019,12:00,4.62,(3.8421833331049955+0j)
6349,18.06.2019,13:00,6.82,(4.374806850034061+0j)
6350,18.06.2019,14:00,16.43,(5.864665948285629+0j)
6351,18.06.2019,15:00,15.09,(5.700686677070756+0j)
6352,18.06.2019,16:00,4.68,(3.8587446728521075+0j)
6353,18.06.2019,17:00,11.09,(5.144477521704754+0j)
6354,18.06.2019,18:00,6.6,(4.327250835185251+0j)
6355,18.06.2019,19:00,2.42,(3.097199738323782+0j)
6356,18.06.2019,20:00,47.0,(8.325239022698417+0j)
6357,18.06.2019,21:00,55.48,(8.798518996499057+0j)
6358,18.06.2019,22:00,63.0,(9.179329123961363+0j)
6359,18.06.2019,23:00,56.0,(8.825922323162372+0j)
6360,19.06.2019,00:00,43.15,(8.091412807986261+0j)
6361,19.06.2019,01:00,44.9,(8.19935214604357+0j)
6362,19.06.2019,02:00,35.83,(7.605241825459185+0j)
6363,19.06.2019,03:00,37.17,(7.6988929137629425+0j)
6364,19.06.2019,04:00,36.17,(7.629222158693415+0j)
6365,19.06.2019,05:00,34.18,(7.486660015314277+0j)
6366,19.06.2019,06:00,23.88,(6.64317254626906+0j)
6367,19.06.2019,07:00,19.82,(6.243076289138929+0j)
6368,19.06.2019,08:00,18.82,(6.136262996479914+0j)
6369,19.06.2019,09:00,20.27,(6.289971458740155+0j)
6370,19.06.2019,10:00,20.25,(6.287902048668529+0j)
6371,19.06.2019,11:00,13.96,(5.55468238717554+0j)
6372,19.06.2019,12:00,7.77,(4.569174715191371+0j)
6373,19.06.2019,13:00,5.43,(4.054749557691083+0j)
6374,19.06.2019,14:00,11.74,(5.243083700946803+0j)
6375,19.06.2019,15:00,38.41,(7.78357045613335+0j)
6376,19.06.2019,16:00,19.0,(6.155763963365881+0j)
6377,19.06.2019,17:00,3.13,(3.3745215382725595+0j)
6378,19.06.2019,18:00,0.82,(2.15924559707788+0j)
6379,19.06.2019,19:00,4.19,(3.7190792503343286+0j)
6380,19.06.2019,20:00,23.61,(6.6180405057206055+0j)
6381,19.06.2019,21:00,16.6,(5.884823672710183+0j)
6382,19.06.2019,22:00,9.14,(4.823320902813716+0j)
6383,19.06.2019,23:00,14.21,(5.587644720449765+0j)
6384,20.06.2019,00:00,28.43,(7.040816814363944+0j)
6385,20.06.2019,01:00,19.46,(6.205046454416962+0j)
6386,20.06.2019,02:00,10.82,(5.102384455657443+0j)
6387,20.06.2019,03:00,5.2,(3.996672293220786+0j)
6388,20.06.2019,04:00,2.03,(2.9209857473030763+0j)
6389,20.06.2019,05:00,4.21,(3.7249872495435334+0j)
6390,20.06.2019,06:00,5.64,(4.106360999893208+0j)
6391,20.06.2019,07:00,8.65,(4.735539473477929+0j)
6392,20.06.2019,08:00,7.6,(4.535605667847059+0j)
6393,20.06.2019,09:00,7.35,(4.485317647396561+0j)
6394,20.06.2019,10:00,6.86,(4.383343080167281+0j)
6395,20.06.2019,11:00,7.76,(4.567213695759437+0j)
6396,20.06.2019,12:00,17.82,(6.02559574705123+0j)
6397,20.06.2019,13:00,19.79,(6.239924811425666+0j)
6398,20.06.2019,14:00,41.3,(7.974083440500678+0j)
6399,20.06.2019,15:00,35.75,(7.59957736618043+0j)
6400,20.06.2019,16:00,33.08,(7.405469407842772+0j)
6401,20.06.2019,17:00,48.75,(8.427309911522155+0j)
6402,20.06.2019,18:00,45.11,(8.2121152231311+0j)
6403,20.06.2019,19:00,19.95,(6.256696065777244+0j)
6404,20.06.2019,20:00,20.44,(6.3075067273622825+0j)
6405,20.06.2019,21:00,48.5,(8.412879558099771+0j)
