,Tarih,Saat,Toplam (MWh),AYDIN WindSpeed(m/s)
10911,01.05.2019,15:00,20.8,(8.27939616701342+0j)
10912,01.05.2019,16:00,15.2,(7.4574797307183465+0j)
10913,01.05.2019,17:00,14.0,(7.255826635951876+0j)
10914,01.05.2019,18:00,18.4,(7.947859112311692+0j)
10915,01.05.2019,19:00,23.6,(8.635381985371568+0j)
10916,01.05.2019,20:00,35.0,(9.847671821793165+0j)
10917,01.05.2019,21:00,43.2,(10.56344238476612+0j)
10918,01.05.2019,22:00,45.0,(10.708165058791522+0j)
10919,01.05.2019,23:00,44.0,(10.62825040098331+0j)
10920,02.05.2019,00:00,45.0,(10.708165058791522+0j)
10921,02.05.2019,01:00,45.0,(10.708165058791522+0j)
10922,02.05.2019,02:00,42.5,(10.506075779259325+0j)
10923,02.05.2019,03:00,27.8,(9.119950566319025+0j)
10924,02.05.2019,04:00,34.0,(9.75297680441995+0j)
10925,02.05.2019,05:00,25.1,(8.814590197317086+0j)
10926,02.05.2019,06:00,15.5,(7.506222811975178+0j)
10927,02.05.2019,07:00,9.0,(6.262172915123526+0j)
10928,02.05.2019,08:00,4.9,(5.113397785162633+0j)
10929,02.05.2019,09:00,0.8,(2.7947365923305343+0j)
10930,02.05.2019,10:00,0.6,(2.539186706732667+0j)
10931,02.05.2019,11:00,1.2,(3.1991747814257274+0j)
10932,02.05.2019,12:00,0.65,(2.6078463778097842+0j)
10933,02.05.2019,13:00,1.75,(3.627913317975938+0j)
10934,02.05.2019,14:00,1.7,(3.593027375299216+0j)
10935,02.05.2019,15:00,3.2,(4.436367806639511+0j)
10936,02.05.2019,16:00,7.2,(5.813286375397948+0j)
10937,02.05.2019,17:00,14.5,(7.341197134139915+0j)
10938,02.05.2019,18:00,14.6,(7.35803480122798+0j)
10939,02.05.2019,19:00,20.6,(8.252774130592655+0j)
10940,02.05.2019,20:00,24.9,(8.791115811352421+0j)
10941,02.05.2019,21:00,15.3,(7.4737981191425416+0j)
10942,02.05.2019,22:00,10.1,(6.507557441145295+0j)
10943,02.05.2019,23:00,5.4,(5.28172119238306+0j)
10944,03.05.2019,00:00,4.2,(4.857289430190049+0j)
10945,03.05.2019,01:00,4.3,(4.895537378431298+0j)
10946,03.05.2019,02:00,10.6,(6.613218024238674+0j)
10947,03.05.2019,03:00,15.9,(7.570244861456415+0j)
10948,03.05.2019,04:00,15.5,(7.506222811975178+0j)
10949,03.05.2019,05:00,18.5,(7.962231402407791+0j)
10950,03.05.2019,06:00,12.2,(6.930493531915656+0j)
10951,03.05.2019,07:00,11.6,(6.814963728634793+0j)
10952,03.05.2019,08:00,5.7,(5.3777734686023715+0j)
10953,03.05.2019,09:00,0.0,0j
10954,03.05.2019,10:00,0.0,0j
10955,03.05.2019,11:00,0.0,0j
10956,03.05.2019,12:00,0.0,0j
10957,03.05.2019,13:00,1.9,(3.7287398653591732+0j)
10958,03.05.2019,14:00,5.0,(5.147948818274292+0j)
10959,03.05.2019,15:00,6.5,(5.618434702627392+0j)
10960,03.05.2019,16:00,13.1,(7.096888535434397+0j)
10961,03.05.2019,17:00,11.8,(6.8539072238630325+0j)
10962,03.05.2019,18:00,10.1,(6.507557441145295+0j)
10963,03.05.2019,19:00,14.6,(7.35803480122798+0j)
10964,03.05.2019,20:00,16.0,(7.586082239964419+0j)
10965,03.05.2019,21:00,14.6,(7.35803480122798+0j)
10966,03.05.2019,22:00,12.5,(6.986841480826335+0j)
10967,03.05.2019,23:00,12.1,(6.9115057832568585+0j)
10968,04.05.2019,00:00,4.45,(4.951812851725722+0j)
10969,04.05.2019,01:00,0.65,(2.6078463778097842+0j)
10970,04.05.2019,02:00,0.2,(1.7605737307943534+0j)
10971,04.05.2019,03:00,0.0,0j
10972,04.05.2019,04:00,0.0,0j
10973,04.05.2019,05:00,0.0,0j
10974,04.05.2019,06:00,0.0,0j
10975,04.05.2019,07:00,0.1,(1.3973682961652671+0j)
10976,04.05.2019,08:00,0.3,(2.015353824705552+0j)
10977,04.05.2019,09:00,0.7,(2.6730693875520624+0j)
10978,04.05.2019,10:00,1.0,(3.010538732009199+0j)
10979,04.05.2019,11:00,7.8,(5.970477782139954+0j)
10980,04.05.2019,12:00,14.4,(7.3242818734309445+0j)
10981,04.05.2019,13:00,25.1,(8.814590197317086+0j)
10982,04.05.2019,14:00,13.2,(7.114901020142259+0j)
10983,04.05.2019,15:00,11.0,(6.69537820187625+0j)
10984,04.05.2019,16:00,8.9,(6.238893247029198+0j)
10985,04.05.2019,17:00,27.5,(9.08702627046921+0j)
10986,04.05.2019,18:00,41.9,(10.456400920006852+0j)
10987,04.05.2019,19:00,36.4,(9.977261311984721+0j)
10988,04.05.2019,20:00,42.4,(10.497829248571529+0j)
10989,04.05.2019,21:00,44.6,(10.676342686729873+0j)
10990,04.05.2019,22:00,45.0,(10.708165058791522+0j)
10991,04.05.2019,23:00,45.0,(10.708165058791522+0j)
10992,05.05.2019,00:00,45.0,(10.708165058791522+0j)
10993,05.05.2019,01:00,44.8,(10.69227755020825+0j)
10994,05.05.2019,02:00,44.0,(10.62825040098331+0j)
10995,05.05.2019,03:00,43.2,(10.56344238476612+0j)
10996,05.05.2019,04:00,41.6,(10.431385511239135+0j)
10997,05.05.2019,05:00,40.6,(10.34712185105253+0j)
10998,05.05.2019,06:00,43.8,(10.612122530378011+0j)
10999,05.05.2019,07:00,43.6,(10.595945489245354+0j)
11000,05.05.2019,08:00,45.0,(10.708165058791522+0j)
11001,05.05.2019,09:00,45.0,(10.708165058791522+0j)
11002,05.05.2019,10:00,45.0,(10.708165058791522+0j)
11003,05.05.2019,11:00,45.0,(10.708165058791522+0j)
11004,05.05.2019,12:00,45.0,(10.708165058791522+0j)
11005,05.05.2019,13:00,45.0,(10.708165058791522+0j)
11006,05.05.2019,14:00,29.6,(9.312682342558354+0j)
11007,05.05.2019,15:00,26.5,(8.975517753688209+0j)
11008,05.05.2019,16:00,45.0,(10.708165058791522+0j)
11009,05.05.2019,17:00,44.2,(10.644329473003982+0j)
11010,05.05.2019,18:00,30.1,(9.364826107629025+0j)
11011,05.05.2019,19:00,45.0,(10.708165058791522+0j)
11012,05.05.2019,20:00,45.0,(10.708165058791522+0j)
11013,05.05.2019,21:00,45.0,(10.708165058791522+0j)
11014,05.05.2019,22:00,44.9,(10.700227201873002+0j)
11015,05.05.2019,23:00,45.0,(10.708165058791522+0j)
11016,06.05.2019,00:00,45.0,(10.708165058791522+0j)
11017,06.05.2019,01:00,37.6,(10.085718301520375+0j)
11018,06.05.2019,02:00,35.1,(9.857041638883937+0j)
11019,06.05.2019,03:00,36.3,(9.968116246079372+0j)
11020,06.05.2019,04:00,33.8,(9.733815700440466+0j)
11021,06.05.2019,05:00,21.8,(8.410007508112885+0j)
11022,06.05.2019,06:00,31.0,(9.457248126008613+0j)
11023,06.05.2019,07:00,31.6,(9.517873166943199+0j)
11024,06.05.2019,08:00,10.9,(6.675027382719426+0j)
11025,06.05.2019,09:00,12.2,(6.930493531915656+0j)
11026,06.05.2019,10:00,19.1,(8.0473954178345+0j)
11027,06.05.2019,11:00,21.6,(8.384209776991602+0j)
11028,06.05.2019,12:00,29.3,(9.281113685589675+0j)
11029,06.05.2019,13:00,31.5,(9.507822607021284+0j)
11030,06.05.2019,14:00,23.0,(8.561571691525161+0j)
11031,06.05.2019,15:00,17.5,(7.816102304676033+0j)
11032,06.05.2019,16:00,25.2,(8.826280648944225+0j)
11033,06.05.2019,17:00,29.3,(9.281113685589675+0j)
11034,06.05.2019,18:00,29.6,(9.312682342558354+0j)
11035,06.05.2019,19:00,35.1,(9.857041638883937+0j)
11036,06.05.2019,20:00,35.8,(9.922137196440678+0j)
11037,06.05.2019,21:00,26.6,(8.986793541617201+0j)
11038,06.05.2019,22:00,32.9,(9.64664251981825+0j)
11039,06.05.2019,23:00,29.1,(9.259948016487469+0j)
11040,07.05.2019,00:00,31.6,(9.517873166943199+0j)
11041,07.05.2019,01:00,15.8,(7.554340938852766+0j)
11042,07.05.2019,02:00,14.1,(7.2730614433046625+0j)
11043,07.05.2019,03:00,12.2,(6.930493531915656+0j)
11044,07.05.2019,04:00,10.6,(6.613218024238674+0j)
11045,07.05.2019,05:00,10.2,(6.528964034265818+0j)
11046,07.05.2019,06:00,7.7,(5.9448530986261+0j)
11047,07.05.2019,07:00,4.2,(4.857289430190049+0j)
11048,07.05.2019,08:00,6.8,(5.703575435300514+0j)
11049,07.05.2019,09:00,6.0,(5.470511925452673+0j)
11050,07.05.2019,10:00,7.6,(5.919005584786914+0j)
11051,07.05.2019,11:00,6.1,(5.500736361610857+0j)
11052,07.05.2019,12:00,5.9,(5.43994976862631+0j)
11053,07.05.2019,13:00,5.0,(5.147948818274292+0j)
11054,07.05.2019,14:00,4.5,(4.9702899365369255+0j)
11055,07.05.2019,15:00,1.6,(3.521147461588707+0j)
11056,07.05.2019,16:00,8.1,(6.046061474116655+0j)
11057,07.05.2019,17:00,7.4,(5.866622257186784+0j)
11058,07.05.2019,18:00,9.1,(6.2852807736356455+0j)
11059,07.05.2019,19:00,15.5,(7.506222811975178+0j)
11060,07.05.2019,20:00,23.6,(8.635381985371568+0j)
11061,07.05.2019,21:00,37.5,(10.07676912352776+0j)
11062,07.05.2019,22:00,41.3,(10.40624954512071+0j)
11063,07.05.2019,23:00,20.9,(8.292643223470911+0j)
11064,08.05.2019,00:00,2.3,(3.973929556155846+0j)
11065,08.05.2019,01:00,0.9,(2.9066431876989745+0j)
11066,08.05.2019,02:00,2.3,(3.973929556155846+0j)
11067,08.05.2019,03:00,6.9,(5.731398194797679+0j)
11068,08.05.2019,04:00,10.4,(6.5713610925892905+0j)
11069,08.05.2019,05:00,9.8,(6.4424775060122235+0j)
11070,08.05.2019,06:00,4.5,(4.9702899365369255+0j)
11071,08.05.2019,07:00,2.2,(3.9154809252659835+0j)
11072,08.05.2019,08:00,4.7,(5.042859150760187+0j)
11073,08.05.2019,09:00,3.8,(4.697917845948198+0j)
11074,08.05.2019,10:00,2.25,(3.9449217369228355+0j)
11075,08.05.2019,11:00,6.95,(5.745208846253004+0j)
11076,08.05.2019,12:00,3.6,(4.614008453849553+0j)
11077,08.05.2019,13:00,7.5,(5.892930332214177+0j)
11078,08.05.2019,14:00,17.5,(7.816102304676033+0j)
11079,08.05.2019,15:00,20.2,(8.199008603498974+0j)
11080,08.05.2019,16:00,35.0,(9.847671821793165+0j)
11081,08.05.2019,17:00,39.9,(10.287310561975508+0j)
11082,08.05.2019,18:00,44.2,(10.644329473003982+0j)
11083,08.05.2019,19:00,42.7,(10.522530114335344+0j)
11084,08.05.2019,20:00,34.0,(9.75297680441995+0j)
11085,08.05.2019,21:00,16.1,(7.601853766111358+0j)
11086,08.05.2019,22:00,8.0,(6.021077464018397+0j)
11087,08.05.2019,23:00,7.4,(5.866622257186784+0j)
11088,09.05.2019,00:00,15.6,(7.522330635647784+0j)
11089,09.05.2019,01:00,12.9,(7.060586680466396+0j)
11090,09.05.2019,02:00,17.2,(7.771181184471484+0j)
11091,09.05.2019,03:00,14.7,(7.37479575846166+0j)
11092,09.05.2019,04:00,17.1,(7.756091474302353+0j)
11093,09.05.2019,05:00,12.9,(7.060586680466396+0j)
11094,09.05.2019,06:00,7.3,(5.840076091943958+0j)
11095,09.05.2019,07:00,6.0,(5.470511925452673+0j)
11096,09.05.2019,08:00,7.3,(5.840076091943958+0j)
11097,09.05.2019,09:00,5.2,(5.2156927556195685+0j)
11098,09.05.2019,10:00,1.7,(3.593027375299216+0j)
11099,09.05.2019,11:00,1.0,(3.010538732009199+0j)
11100,09.05.2019,12:00,1.6,(3.521147461588707+0j)
11101,09.05.2019,13:00,3.0,(4.341948192634077+0j)
11102,09.05.2019,14:00,6.45,(5.603991362042508+0j)
11103,09.05.2019,15:00,10.25,(6.539614891701638+0j)
11104,09.05.2019,16:00,4.6,(5.006837498600141+0j)
11105,09.05.2019,17:00,4.8,(5.078373413465334+0j)
11106,09.05.2019,18:00,2.5,(4.0859296848035305+0j)
11107,09.05.2019,19:00,4.2,(4.857289430190049+0j)
11108,09.05.2019,20:00,6.6,(5.647100682011718+0j)
11109,09.05.2019,21:00,11.3,(6.75570017384282+0j)
11110,09.05.2019,22:00,15.9,(7.570244861456415+0j)
11111,09.05.2019,23:00,10.2,(6.528964034265818+0j)
11112,10.05.2019,00:00,10.9,(6.675027382719426+0j)
11113,10.05.2019,01:00,9.3,(6.3309935126530155+0j)
11114,10.05.2019,02:00,16.4,(7.648779977766639+0j)
11115,10.05.2019,03:00,13.7,(7.203624636550757+0j)
11116,10.05.2019,04:00,17.6,(7.830961850531967+0j)
11117,10.05.2019,05:00,22.7,(8.524184439241388+0j)
11118,10.05.2019,06:00,28.3,(9.174301971959535+0j)
11119,10.05.2019,07:00,31.9,(9.547898202312288+0j)
11120,10.05.2019,08:00,36.3,(9.968116246079372+0j)
11121,10.05.2019,09:00,27.1,(9.042752602124834+0j)
11122,10.05.2019,10:00,25.0,(8.802868653971766+0j)
11123,10.05.2019,11:00,25.2,(8.826280648944225+0j)
11124,10.05.2019,12:00,26.1,(8.930128771832704+0j)
11125,10.05.2019,13:00,23.3,(8.598635234499845+0j)
11126,10.05.2019,14:00,29.4,(9.291660414761273+0j)
11127,10.05.2019,15:00,30.3,(9.38552192324258+0j)
11128,10.05.2019,16:00,33.0,(9.65640633470161+0j)
11129,10.05.2019,17:00,30.6,(9.4163955729724+0j)
11130,10.05.2019,18:00,30.7,(9.426641930972304+0j)
11131,10.05.2019,19:00,38.9,(10.20063996873018+0j)
11132,10.05.2019,20:00,36.0,(9.940579873073851+0j)
11133,10.05.2019,21:00,32.3,(9.58764017215151+0j)
11134,10.05.2019,22:00,27.8,(9.119950566319025+0j)
11135,10.05.2019,23:00,20.9,(8.292643223470911+0j)
11136,11.05.2019,00:00,13.0,(7.078784149300094+0j)
11137,11.05.2019,01:00,9.2,(6.3082199578893094+0j)
11138,11.05.2019,02:00,13.0,(7.078784149300094+0j)
11139,11.05.2019,03:00,5.9,(5.43994976862631+0j)
11140,11.05.2019,04:00,3.5,(4.570884356511836+0j)
11141,11.05.2019,05:00,4.2,(4.857289430190049+0j)
11142,11.05.2019,06:00,0.9,(2.9066431876989745+0j)
11143,11.05.2019,07:00,0.3,(2.015353824705552+0j)
11144,11.05.2019,08:00,0.0,0j
11145,11.05.2019,09:00,0.03,(0.9354443808532096+0j)
11146,11.05.2019,10:00,0.0,0j
11147,11.05.2019,11:00,0.0,0j
11148,11.05.2019,12:00,1.17,(3.1722896886527066+0j)
11149,11.05.2019,13:00,2.7,(4.192104888495801+0j)
11150,11.05.2019,14:00,6.9,(5.731398194797679+0j)
11151,11.05.2019,15:00,8.1,(6.046061474116655+0j)
11152,11.05.2019,16:00,13.5,(7.168398525273617+0j)
11153,11.05.2019,17:00,15.1,(7.44108961253806+0j)
11154,11.05.2019,18:00,13.8,(7.221109230955072+0j)
11155,11.05.2019,19:00,17.7,(7.84576521629518+0j)
11156,11.05.2019,20:00,13.6,(7.186054750598432+0j)
11157,11.05.2019,21:00,11.0,(6.69537820187625+0j)
11158,11.05.2019,22:00,9.0,(6.262172915123526+0j)
11159,11.05.2019,23:00,6.5,(5.618434702627392+0j)
11160,12.05.2019,00:00,7.35,(5.853379272516327+0j)
11161,12.05.2019,01:00,3.1,(4.389665729838696+0j)
11162,12.05.2019,02:00,1.25,(3.243004539962609+0j)
11163,12.05.2019,03:00,0.4,(2.2181839033197557+0j)
11164,12.05.2019,04:00,0.0,0j
11165,12.05.2019,05:00,0.0,0j
11166,12.05.2019,06:00,0.05,(1.1090919516598778+0j)
11167,12.05.2019,07:00,0.05,(1.1090919516598778+0j)
11168,12.05.2019,08:00,0.15,(1.5995873907128637+0j)
11169,12.05.2019,09:00,1.45,(3.407481864317397+0j)
11170,12.05.2019,10:00,1.5,(3.446206564289378+0j)
11171,12.05.2019,11:00,0.95,(2.959502792393457+0j)
11172,12.05.2019,12:00,0.1,(1.3973682961652671+0j)
11173,12.05.2019,13:00,0.15,(1.5995873907128637+0j)
11174,12.05.2019,14:00,1.25,(3.243004539962609+0j)
11175,12.05.2019,15:00,4.75,(5.06067858911533+0j)
11176,12.05.2019,16:00,5.1,(5.182042188128049+0j)
11177,12.05.2019,17:00,5.2,(5.2156927556195685+0j)
11178,12.05.2019,18:00,8.8,(6.215438539728641+0j)
11179,12.05.2019,19:00,1.1,(3.1077192698643206+0j)
11180,12.05.2019,20:00,1.5,(3.446206564289378+0j)
11181,12.05.2019,21:00,2.5,(4.0859296848035305+0j)
11182,12.05.2019,22:00,1.9,(3.7287398653591732+0j)
11183,12.05.2019,23:00,0.2,(1.7605737307943534+0j)
11184,13.05.2019,00:00,0.1,(1.3973682961652671+0j)
11185,13.05.2019,01:00,0.0,0j
11186,13.05.2019,02:00,0.05,(1.1090919516598778+0j)
11187,13.05.2019,03:00,0.0,0j
11188,13.05.2019,04:00,0.0,0j
11189,13.05.2019,05:00,0.0,0j
11190,13.05.2019,06:00,0.1,(1.3973682961652671+0j)
11191,13.05.2019,07:00,0.15,(1.5995873907128637+0j)
11192,13.05.2019,08:00,0.1,(1.3973682961652671+0j)
11193,13.05.2019,09:00,0.1,(1.3973682961652671+0j)
11194,13.05.2019,10:00,0.0,0j
11195,13.05.2019,11:00,1.1,(3.1077192698643206+0j)
11196,13.05.2019,12:00,2.7,(4.192104888495801+0j)
11197,13.05.2019,13:00,1.6,(3.521147461588707+0j)
11198,13.05.2019,14:00,1.3,(3.2856805462946452+0j)
11199,13.05.2019,15:00,1.5,(3.446206564289378+0j)
11200,13.05.2019,16:00,2.1,(3.8552331755988494+0j)
11201,13.05.2019,17:00,0.8,(2.7947365923305343+0j)
11202,13.05.2019,18:00,3.6,(4.614008453849553+0j)
11203,13.05.2019,19:00,6.9,(5.731398194797679+0j)
11204,13.05.2019,20:00,7.2,(5.813286375397948+0j)
11205,13.05.2019,21:00,11.6,(6.814963728634793+0j)
11206,13.05.2019,22:00,17.4,(7.801186042652607+0j)
11207,13.05.2019,23:00,19.4,(8.08930969167709+0j)
11208,14.05.2019,00:00,24.5,(8.743787218417998+0j)
11209,14.05.2019,01:00,26.1,(8.930128771832704+0j)
11210,14.05.2019,02:00,30.6,(9.4163955729724+0j)
11211,14.05.2019,03:00,29.5,(9.302183255480452+0j)
11212,14.05.2019,04:00,43.0,(10.547115554440134+0j)
11213,14.05.2019,05:00,36.7,(10.00459641108342+0j)
11214,14.05.2019,06:00,34.2,(9.772062913383694+0j)
11215,14.05.2019,07:00,34.9,(9.838284140391108+0j)
11216,14.05.2019,08:00,29.5,(9.302183255480452+0j)
11217,14.05.2019,09:00,21.5,(8.371251163174215+0j)
11218,14.05.2019,10:00,18.3,(7.933434653907596+0j)
11219,14.05.2019,11:00,12.6,(7.005423593550313+0j)
11220,14.05.2019,12:00,8.1,(6.046061474116655+0j)
11221,14.05.2019,13:00,12.6,(7.005423593550313+0j)
11222,14.05.2019,14:00,44.7,(10.68431605988526+0j)
11223,14.05.2019,15:00,13.9,(7.238509561436398+0j)
11224,14.05.2019,16:00,43.1,(10.555285283155564+0j)
11225,14.05.2019,17:00,41.7,(10.439737304647712+0j)
11226,14.05.2019,18:00,43.4,(10.579718901085847+0j)
11227,14.05.2019,19:00,44.0,(10.62825040098331+0j)
11228,14.05.2019,20:00,37.1,(10.040812460506258+0j)
11229,14.05.2019,21:00,37.6,(10.085718301520375+0j)
11230,14.05.2019,22:00,28.2,(9.163483209598331+0j)
11231,14.05.2019,23:00,42.0,(10.464712847926641+0j)
11232,15.05.2019,00:00,41.4,(10.414641685487812+0j)
11233,15.05.2019,01:00,42.0,(10.464712847926641+0j)
11234,15.05.2019,02:00,38.0,(10.12135717823066+0j)
11235,15.05.2019,03:00,35.5,(9.894343949463199+0j)
11236,15.05.2019,04:00,29.9,(9.344038411947993+0j)
11237,15.05.2019,05:00,5.8,(5.409040295979997+0j)
11238,15.05.2019,06:00,10.1,(6.507557441145295+0j)
11239,15.05.2019,07:00,10.3,(6.550231168279362+0j)
11240,15.05.2019,08:00,12.4,(6.9681599973347+0j)
11241,15.05.2019,09:00,6.1,(5.500736361610857+0j)
11242,15.05.2019,10:00,5.2,(5.2156927556195685+0j)
11243,15.05.2019,11:00,1.8,(3.6621409367154727+0j)
11244,15.05.2019,12:00,3.8,(4.697917845948198+0j)
11245,15.05.2019,13:00,5.6,(5.346138775104125+0j)
11246,15.05.2019,14:00,2.9,(4.293158127988514+0j)
11247,15.05.2019,15:00,0.3,(2.015353824705552+0j)
11248,15.05.2019,16:00,0.5,(2.3894661750912056+0j)
11249,15.05.2019,17:00,6.4,(5.589473184661069+0j)
11250,15.05.2019,18:00,2.5,(4.0859296848035305+0j)
11251,15.05.2019,19:00,0.9,(2.9066431876989745+0j)
11252,15.05.2019,20:00,0.8,(2.7947365923305343+0j)
11253,15.05.2019,21:00,4.8,(5.078373413465334+0j)
11254,15.05.2019,22:00,14.9,(7.408090998846997+0j)
11255,15.05.2019,23:00,12.9,(7.060586680466396+0j)
11256,16.05.2019,00:00,4.15,(4.8379374742821595+0j)
11257,16.05.2019,01:00,8.95,(6.250554756870257+0j)
11258,16.05.2019,02:00,38.7,(10.18312810602087+0j)
11259,16.05.2019,03:00,33.9,(9.743405672850493+0j)
11260,16.05.2019,04:00,12.75,(7.033113302696397+0j)
11261,16.05.2019,05:00,0.0,0j
11262,16.05.2019,06:00,0.75,(2.7352559627263364+0j)
11263,16.05.2019,07:00,0.5,(2.3894661750912056+0j)
11264,16.05.2019,08:00,3.3,(4.48210678159787+0j)
11265,16.05.2019,09:00,3.7,(4.656341171279177+0j)
11266,16.05.2019,10:00,1.6,(3.521147461588707+0j)
11267,16.05.2019,11:00,0.7,(2.6730693875520624+0j)
11268,16.05.2019,12:00,0.9,(2.9066431876989745+0j)
11269,16.05.2019,13:00,1.5,(3.446206564289378+0j)
11270,16.05.2019,14:00,2.2,(3.9154809252659835+0j)
11271,16.05.2019,15:00,2.6,(4.13969808350671+0j)
11272,16.05.2019,16:00,1.3,(3.2856805462946452+0j)
11273,16.05.2019,17:00,1.8,(3.6621409367154727+0j)
11274,16.05.2019,18:00,3.0,(4.341948192634077+0j)
11275,16.05.2019,19:00,2.1,(3.8552331755988494+0j)
11276,16.05.2019,20:00,1.5,(3.446206564289378+0j)
11277,16.05.2019,21:00,1.4,(3.36785638920644+0j)
11278,16.05.2019,22:00,0.5,(2.3894661750912056+0j)
11279,16.05.2019,23:00,0.2,(1.7605737307943534+0j)
11280,17.05.2019,00:00,0.0,0j
11281,17.05.2019,01:00,0.1,(1.3973682961652671+0j)
11282,17.05.2019,02:00,0.1,(1.3973682961652671+0j)
11283,17.05.2019,03:00,0.0,0j
11284,17.05.2019,04:00,0.7,(2.6730693875520624+0j)
11285,17.05.2019,05:00,3.3,(4.48210678159787+0j)
11286,17.05.2019,06:00,3.7,(4.656341171279177+0j)
11287,17.05.2019,07:00,1.2,(3.1991747814257274+0j)
11288,17.05.2019,08:00,0.0,0j
11289,17.05.2019,09:00,0.2,(1.7605737307943534+0j)
11290,17.05.2019,10:00,0.0,0j
11291,17.05.2019,11:00,0.3,(2.015353824705552+0j)
11292,17.05.2019,12:00,0.5,(2.3894661750912056+0j)
11293,17.05.2019,13:00,1.8,(3.6621409367154727+0j)
11294,17.05.2019,14:00,1.8,(3.6621409367154727+0j)
11295,17.05.2019,15:00,0.7,(2.6730693875520624+0j)
11296,17.05.2019,16:00,0.8,(2.7947365923305343+0j)
11297,17.05.2019,17:00,1.4,(3.36785638920644+0j)
11298,17.05.2019,18:00,2.9,(4.293158127988514+0j)
11299,17.05.2019,19:00,3.6,(4.614008453849553+0j)
11300,17.05.2019,20:00,4.2,(4.857289430190049+0j)
11301,17.05.2019,21:00,2.9,(4.293158127988514+0j)
11302,17.05.2019,22:00,4.7,(5.042859150760187+0j)
11303,17.05.2019,23:00,13.4,(7.150654892002369+0j)
11304,18.05.2019,00:00,20.7,(8.266106583707607+0j)
11305,18.05.2019,01:00,23.1,(8.573961827034159+0j)
11306,18.05.2019,02:00,19.1,(8.0473954178345+0j)
11307,18.05.2019,03:00,19.0,(8.033326516034618+0j)
11308,18.05.2019,04:00,15.9,(7.570244861456415+0j)
11309,18.05.2019,05:00,16.9,(7.725734641271887+0j)
11310,18.05.2019,06:00,16.7,(7.695137351817528+0j)
11311,18.05.2019,07:00,8.0,(6.021077464018397+0j)
11312,18.05.2019,08:00,9.35,(6.34231910658428+0j)
11313,18.05.2019,09:00,10.35,(6.560813143329359+0j)
11314,18.05.2019,10:00,8.3,(6.095419261923329+0j)
11315,18.05.2019,11:00,7.7,(5.9448530986261+0j)
11316,18.05.2019,12:00,3.1,(4.389665729838696+0j)
11317,18.05.2019,13:00,4.9,(5.113397785162633+0j)
11318,18.05.2019,14:00,11.4,(6.7755699946582935+0j)
11319,18.05.2019,15:00,7.6,(5.919005584786914+0j)
11320,18.05.2019,16:00,9.8,(6.4424775060122235+0j)
11321,18.05.2019,17:00,9.2,(6.3082199578893094+0j)
11322,18.05.2019,18:00,12.0,(6.892413128578756+0j)
11323,18.05.2019,19:00,7.5,(5.892930332214177+0j)
11324,18.05.2019,20:00,5.2,(5.2156927556195685+0j)
11325,18.05.2019,21:00,1.0,(3.010538732009199+0j)
11326,18.05.2019,22:00,0.4,(2.2181839033197557+0j)
11327,18.05.2019,23:00,0.0,0j
11328,19.05.2019,00:00,0.0,0j
11329,19.05.2019,01:00,0.0,0j
11330,19.05.2019,02:00,0.0,0j
11331,19.05.2019,03:00,0.0,0j
11332,19.05.2019,04:00,0.0,0j
11333,19.05.2019,05:00,0.0,0j
11334,19.05.2019,06:00,0.0,0j
11335,19.05.2019,07:00,0.0,0j
11336,19.05.2019,08:00,0.0,0j
11337,19.05.2019,09:00,0.0,0j
11338,19.05.2019,10:00,0.0,0j
11339,19.05.2019,11:00,0.0,0j
11340,19.05.2019,12:00,0.0,0j
11341,19.05.2019,13:00,0.1,(1.3973682961652671+0j)
11342,19.05.2019,14:00,0.6,(2.539186706732667+0j)
11343,19.05.2019,15:00,3.5,(4.570884356511836+0j)
11344,19.05.2019,16:00,12.5,(6.986841480826335+0j)
11345,19.05.2019,17:00,10.6,(6.613218024238674+0j)
11346,19.05.2019,18:00,15.1,(7.44108961253806+0j)
11347,19.05.2019,19:00,32.5,(9.607388199466483+0j)
11348,19.05.2019,20:00,33.7,(9.724206794194371+0j)
11349,19.05.2019,21:00,32.9,(9.64664251981825+0j)
11350,19.05.2019,22:00,29.0,(9.249328800730796+0j)
11351,19.05.2019,23:00,24.3,(8.719929563096922+0j)
11352,20.05.2019,00:00,31.0,(9.457248126008613+0j)
11353,20.05.2019,01:00,39.4,(10.244158584257733+0j)
11354,20.05.2019,02:00,42.3,(10.489569741425528+0j)
11355,20.05.2019,03:00,41.3,(10.40624954512071+0j)
11356,20.05.2019,04:00,35.8,(9.922137196440678+0j)
11357,20.05.2019,05:00,39.1,(10.21809191031618+0j)
11358,20.05.2019,06:00,38.1,(10.130227785030753+0j)
11359,20.05.2019,07:00,32.1,(9.567810456448454+0j)
11360,20.05.2019,08:00,31.4,(9.49775075350043+0j)
11361,20.05.2019,09:00,27.7,(9.109002235786303+0j)
11362,20.05.2019,10:00,24.3,(8.719929563096922+0j)
11363,20.05.2019,11:00,39.7,(10.270093273626623+0j)
11364,20.05.2019,12:00,41.6,(10.431385511239135+0j)
11365,20.05.2019,13:00,40.1,(10.30447041123073+0j)
11366,20.05.2019,14:00,38.5,(10.165555805177062+0j)
11367,20.05.2019,15:00,37.0,(10.031782948027551+0j)
11368,20.05.2019,16:00,22.8,(8.536683261306077+0j)
11369,20.05.2019,17:00,13.2,(7.114901020142259+0j)
