,Tarih,Saat,Toplam (MWh),AFYON WindSpeed(m/s)
13011,28.07.2019,03:00,5.0,(3.006284934744044+0j)
13012,28.07.2019,04:00,6.0,(3.194654447310345+0j)
13013,28.07.2019,05:00,2.0,(2.2150496786970235+0j)
13014,28.07.2019,06:00,4.0,(2.7907877167532553+0j)
13015,28.07.2019,07:00,3.0,(2.5355989151676646+0j)
13016,28.07.2019,08:00,2.0,(2.2150496786970235+0j)
13017,28.07.2019,09:00,0.0,0j
13018,28.07.2019,10:00,0.0,0j
13019,28.07.2019,11:00,0.0,0j
13020,28.07.2019,12:00,7.0,(3.3630977132440556+0j)
13021,28.07.2019,13:00,11.0,(3.909948472926284+0j)
13022,28.07.2019,14:00,13.0,(4.1338488193205505+0j)
13023,28.07.2019,15:00,22.0,(4.9262263850441395+0j)
13024,28.07.2019,16:00,31.5,(5.552351990027877+0j)
13025,28.07.2019,17:00,34.35,(5.714993220150585+0j)
13026,28.07.2019,18:00,39.15,(5.969675547907784+0j)
13027,28.07.2019,19:00,57.5,(6.785722374157625+0j)
13028,28.07.2019,20:00,88.5,(7.8346793949219915+0j)
13029,28.07.2019,21:00,112.0,(8.474475203538995+0j)
13030,28.07.2019,22:00,39.4,(5.9823554406095845+0j)
13031,28.07.2019,23:00,15.9,(4.420850688828144+0j)
13032,29.07.2019,00:00,13.0,(4.1338488193205505+0j)
13033,29.07.2019,01:00,13.0,(4.1338488193205505+0j)
13034,29.07.2019,02:00,15.7,(4.40223636019508+0j)
13035,29.07.2019,03:00,7.0,(3.3630977132440556+0j)
13036,29.07.2019,04:00,0.0,0j
13037,29.07.2019,05:00,0.0,0j
13038,29.07.2019,06:00,0.0,0j
13039,29.07.2019,07:00,0.0,0j
13040,29.07.2019,08:00,0.0,0j
13041,29.07.2019,09:00,0.0,0j
13042,29.07.2019,10:00,7.0,(3.3630977132440556+0j)
13043,29.07.2019,11:00,14.0,(4.237237601769498+0j)
13044,29.07.2019,12:00,21.0,(4.850426231828067+0j)
13045,29.07.2019,13:00,33.0,(5.6391215050020405+0j)
13046,29.07.2019,14:00,52.0,(6.562075964466941+0j)
13047,29.07.2019,15:00,53.0,(6.603873753578318+0j)
13048,29.07.2019,16:00,42.0,(6.111154110442452+0j)
13049,29.07.2019,17:00,70.0,(7.245574379379894+0j)
13050,29.07.2019,18:00,141.0,(9.150535493828448+0j)
13051,29.07.2019,19:00,148.0,(9.299523813070314+0j)
13052,29.07.2019,20:00,135.0,(9.018854804232133+0j)
13053,29.07.2019,21:00,79.0,(7.543666890887838+0j)
13054,29.07.2019,22:00,63.0,(6.995525148661811+0j)
13055,29.07.2019,23:00,52.0,(6.562075964466941+0j)
13056,30.07.2019,00:00,49.0,(6.433374486375069+0j)
13057,30.07.2019,01:00,37.0,(5.858332903042962+0j)
13058,30.07.2019,02:00,24.0,(5.071197830335329+0j)
13059,30.07.2019,03:00,19.0,(4.691279834660538+0j)
13060,30.07.2019,04:00,17.0,(4.520534411027044+0j)
13061,30.07.2019,05:00,8.0,(3.516172190125477+0j)
13062,30.07.2019,06:00,10.0,(3.7876816712658563+0j)
13063,30.07.2019,07:00,7.0,(3.3630977132440556+0j)
13064,30.07.2019,08:00,5.0,(3.006284934744044+0j)
13065,30.07.2019,09:00,2.0,(2.2150496786970235+0j)
13066,30.07.2019,10:00,7.0,(3.3630977132440556+0j)
13067,30.07.2019,11:00,21.0,(4.850426231828067+0j)
13068,30.07.2019,12:00,25.0,(5.140674927268839+0j)
13069,30.07.2019,13:00,41.0,(6.062262783072487+0j)
13070,30.07.2019,14:00,50.0,(6.476844551532806+0j)
13071,30.07.2019,15:00,56.0,(6.726195426488111+0j)
13072,30.07.2019,16:00,65.0,(7.068782048236004+0j)
13073,30.07.2019,17:00,56.0,(6.726195426488111+0j)
13074,30.07.2019,18:00,60.0,(6.882674363950042+0j)
13075,30.07.2019,19:00,45.0,(6.2533246602457355+0j)
13076,30.07.2019,20:00,45.0,(6.2533246602457355+0j)
13077,30.07.2019,21:00,37.0,(5.858332903042962+0j)
13078,30.07.2019,22:00,17.8,(4.59036063390359+0j)
13079,30.07.2019,23:00,8.2,(3.5452327822823295+0j)
13080,31.07.2019,00:00,2.0,(2.2150496786970235+0j)
13081,31.07.2019,01:00,10.0,(3.7876816712658563+0j)
13082,31.07.2019,02:00,17.0,(4.520534411027044+0j)
13083,31.07.2019,03:00,27.0,(5.274258285188216+0j)
13084,31.07.2019,04:00,28.0,(5.33858484787546+0j)
13085,31.07.2019,05:00,32.0,(5.581575433506511+0j)
13086,31.07.2019,06:00,34.0,(5.695516461227095+0j)
13087,31.07.2019,07:00,36.0,(5.805072383190406+0j)
13088,31.07.2019,08:00,32.0,(5.581575433506511+0j)
13089,31.07.2019,09:00,20.0,(4.772179867928846+0j)
13090,31.07.2019,10:00,10.0,(3.7876816712658563+0j)
13091,31.07.2019,11:00,4.0,(2.7907877167532553+0j)
13092,31.07.2019,12:00,1.0,(1.7580860950627388+0j)
13093,31.07.2019,13:00,0.0,0j
13094,31.07.2019,14:00,4.0,(2.7907877167532553+0j)
13095,31.07.2019,15:00,15.0,(4.335813155356233+0j)
13096,31.07.2019,16:00,25.5,(5.174720124255095+0j)
13097,31.07.2019,17:00,15.4,(4.374016120770677+0j)
13098,31.07.2019,18:00,17.2,(4.538192927853271+0j)
13099,31.07.2019,19:00,17.65,(4.577429972069226+0j)
13100,31.07.2019,20:00,9.9,(3.7750137449653196+0j)
13101,31.07.2019,21:00,10.55,(3.8558869485842107+0j)
13102,31.07.2019,22:00,76.8,(7.4729810171168545+0j)
13103,31.07.2019,23:00,68.0,(7.175901079522775+0j)
13104,01.08.2019,00:00,49.0,(6.433374486375069+0j)
13105,01.08.2019,01:00,57.0,(6.7659963257309705+0j)
13106,01.08.2019,02:00,59.0,(6.8442228668758585+0j)
13107,01.08.2019,03:00,14.0,(4.237237601769498+0j)
13108,01.08.2019,04:00,37.0,(5.858332903042962+0j)
13109,01.08.2019,05:00,27.0,(5.274258285188216+0j)
13110,01.08.2019,06:00,24.0,(5.071197830335329+0j)
13111,01.08.2019,07:00,42.0,(6.111154110442452+0j)
13112,01.08.2019,08:00,36.0,(5.805072383190406+0j)
13113,01.08.2019,09:00,24.0,(5.071197830335329+0j)
13114,01.08.2019,10:00,9.0,(3.6569664458724946+0j)
13115,01.08.2019,11:00,2.0,(2.2150496786970235+0j)
13116,01.08.2019,12:00,2.0,(2.2150496786970235+0j)
13117,01.08.2019,13:00,12.0,(4.025012385306576+0j)
13118,01.08.2019,14:00,18.0,(4.607489003913996+0j)
13119,01.08.2019,15:00,18.0,(4.607489003913996+0j)
13120,01.08.2019,16:00,52.0,(6.562075964466941+0j)
13121,01.08.2019,17:00,79.0,(7.543666890887838+0j)
13122,01.08.2019,18:00,30.0,(5.462782262844428+0j)
13123,01.08.2019,19:00,25.0,(5.140674927268839+0j)
13124,01.08.2019,20:00,63.0,(6.995525148661811+0j)
13125,01.08.2019,21:00,112.0,(8.474475203538995+0j)
13126,01.08.2019,22:00,113.0,(8.49962216163038+0j)
13127,01.08.2019,23:00,124.0,(8.766926538340227+0j)
13128,02.08.2019,00:00,104.0,(8.267697638641101+0j)
13129,02.08.2019,01:00,80.0,(7.575363342531713+0j)
13130,02.08.2019,02:00,51.0,(6.519738811863608+0j)
13131,02.08.2019,03:00,63.0,(6.995525148661811+0j)
13132,02.08.2019,04:00,57.0,(6.7659963257309705+0j)
13133,02.08.2019,05:00,35.0,(5.750816195970739+0j)
13134,02.08.2019,06:00,27.0,(5.274258285188216+0j)
13135,02.08.2019,07:00,36.0,(5.805072383190406+0j)
13136,02.08.2019,08:00,32.0,(5.581575433506511+0j)
13137,02.08.2019,09:00,22.0,(4.9262263850441395+0j)
13138,02.08.2019,10:00,31.0,(5.5228176442684225+0j)
13139,02.08.2019,11:00,30.0,(5.462782262844428+0j)
13140,02.08.2019,12:00,19.0,(4.691279834660538+0j)
13141,02.08.2019,13:00,14.0,(4.237237601769498+0j)
13142,02.08.2019,14:00,7.0,(3.3630977132440556+0j)
13143,02.08.2019,15:00,10.0,(3.7876816712658563+0j)
13144,02.08.2019,16:00,16.0,(4.430099357394047+0j)
13145,02.08.2019,17:00,18.0,(4.607489003913996+0j)
13146,02.08.2019,18:00,10.0,(3.7876816712658563+0j)
13147,02.08.2019,19:00,11.0,(3.909948472926284+0j)
13148,02.08.2019,20:00,23.0,(4.999762993485103+0j)
13149,02.08.2019,21:00,35.0,(5.750816195970739+0j)
13150,02.08.2019,22:00,55.0,(6.6859178414492275+0j)
13151,02.08.2019,23:00,87.0,(7.790163210260396+0j)
13152,03.08.2019,00:00,67.0,(7.140551239822028+0j)
13153,03.08.2019,01:00,58.0,(6.805334397590895+0j)
13154,03.08.2019,02:00,37.0,(5.858332903042962+0j)
13155,03.08.2019,03:00,23.0,(4.999762993485103+0j)
13156,03.08.2019,04:00,17.9,(4.598940767203958+0j)
13157,03.08.2019,05:00,8.47,(3.5837244456975395+0j)
13158,03.08.2019,06:00,5.27,(3.0594522363620804+0j)
13159,03.08.2019,07:00,2.7,(2.448093836211931+0j)
13160,03.08.2019,08:00,1.0,(1.7580860950627388+0j)
13161,03.08.2019,09:00,0.0,0j
13162,03.08.2019,10:00,3.66,(2.7093628245898884+0j)
13163,03.08.2019,11:00,16.0,(4.430099357394047+0j)
13164,03.08.2019,12:00,40.0,(6.012569869488088+0j)
13165,03.08.2019,13:00,56.0,(6.726195426488111+0j)
13166,03.08.2019,14:00,63.0,(6.995525148661811+0j)
13167,03.08.2019,15:00,85.0,(7.730005108980555+0j)
13168,03.08.2019,16:00,81.0,(7.606796745502993+0j)
13169,03.08.2019,17:00,58.0,(6.805334397590895+0j)
13170,03.08.2019,18:00,37.0,(5.858332903042962+0j)
13171,03.08.2019,19:00,41.0,(6.062262783072487+0j)
13172,03.08.2019,20:00,50.0,(6.476844551532806+0j)
13173,03.08.2019,21:00,117.0,(8.598752056010891+0j)
13174,03.08.2019,22:00,114.0,(8.524621194299819+0j)
13175,03.08.2019,23:00,62.0,(6.9583142047446005+0j)
13176,04.08.2019,00:00,15.0,(4.335813155356233+0j)
13177,04.08.2019,01:00,6.34,(3.2538926806763864+0j)
13178,04.08.2019,02:00,2.94,(2.5185809600231113+0j)
13179,04.08.2019,03:00,5.32,(3.0690974837650367+0j)
13180,04.08.2019,04:00,11.15,(3.927640788417544+0j)
13181,04.08.2019,05:00,19.0,(4.691279834660538+0j)
13182,04.08.2019,06:00,15.7,(4.40223636019508+0j)
13183,04.08.2019,07:00,0.24,(1.0925564525688856+0j)
13184,04.08.2019,08:00,0.0,0j
13185,04.08.2019,09:00,0.0,0j
13186,04.08.2019,10:00,0.0,0j
13187,04.08.2019,11:00,5.31,(3.067173284211256+0j)
13188,04.08.2019,12:00,27.0,(5.274258285188216+0j)
13189,04.08.2019,13:00,33.0,(5.6391215050020405+0j)
13190,04.08.2019,14:00,42.0,(6.111154110442452+0j)
13191,04.08.2019,15:00,75.0,(7.414136204943551+0j)
13192,04.08.2019,16:00,99.0,(8.13302056750046+0j)
13193,04.08.2019,17:00,84.0,(7.699571702898023+0j)
13194,04.08.2019,18:00,70.0,(7.245574379379894+0j)
13195,04.08.2019,19:00,107.0,(8.346442355418903+0j)
13196,04.08.2019,20:00,157.0,(9.484330728123975+0j)
13197,04.08.2019,21:00,163.0,(9.60364299337732+0j)
13198,04.08.2019,22:00,157.0,(9.484330728123975+0j)
13199,04.08.2019,23:00,138.0,(9.085172294741843+0j)
13200,05.08.2019,00:00,118.0,(8.62318046014873+0j)
13201,05.08.2019,01:00,132.0,(8.951547409216735+0j)
13202,05.08.2019,02:00,116.0,(8.574184059098414+0j)
13203,05.08.2019,03:00,120.0,(8.671626310712465+0j)
13204,05.08.2019,04:00,102.0,(8.21435616888355+0j)
13205,05.08.2019,05:00,83.0,(7.668895793165734+0j)
13206,05.08.2019,06:00,67.0,(7.140551239822028+0j)
13207,05.08.2019,07:00,60.0,(6.882674363950042+0j)
13208,05.08.2019,08:00,57.0,(6.7659963257309705+0j)
13209,05.08.2019,09:00,48.0,(6.38930889462069+0j)
13210,05.08.2019,10:00,45.0,(6.2533246602457355+0j)
13211,05.08.2019,11:00,44.0,(6.2066563190646376+0j)
13212,05.08.2019,12:00,25.0,(5.140674927268839+0j)
13213,05.08.2019,13:00,22.0,(4.9262263850441395+0j)
13214,05.08.2019,14:00,41.0,(6.062262783072487+0j)
13215,05.08.2019,15:00,48.0,(6.38930889462069+0j)
13216,05.08.2019,16:00,38.0,(5.910642214636152+0j)
13217,05.08.2019,17:00,57.0,(6.7659963257309705+0j)
13218,05.08.2019,18:00,106.0,(8.320359552981591+0j)
13219,05.08.2019,19:00,138.0,(9.085172294741843+0j)
13220,05.08.2019,20:00,168.0,(9.700852463656133+0j)
13221,05.08.2019,21:00,185.0,(10.017608351828132+0j)
13222,05.08.2019,22:00,182.0,(9.963163753155333+0j)
13223,05.08.2019,23:00,162.0,(9.583963341931035+0j)
13224,06.08.2019,00:00,140.0,(9.128851679159709+0j)
13225,06.08.2019,01:00,142.0,(9.172117025402024+0j)
13226,06.08.2019,02:00,128.0,(8.860198714788094+0j)
13227,06.08.2019,03:00,120.0,(8.671626310712465+0j)
13228,06.08.2019,04:00,117.0,(8.598752056010891+0j)
13229,06.08.2019,05:00,111.0,(8.449178112131465+0j)
13230,06.08.2019,06:00,114.0,(8.524621194299819+0j)
13231,06.08.2019,07:00,107.0,(8.346442355418903+0j)
13232,06.08.2019,08:00,95.0,(8.021975676398952+0j)
13233,06.08.2019,09:00,88.0,(7.819896945852567+0j)
13234,06.08.2019,10:00,79.0,(7.543666890887838+0j)
13235,06.08.2019,11:00,69.0,(7.210906028992771+0j)
13236,06.08.2019,12:00,57.0,(6.7659963257309705+0j)
13237,06.08.2019,13:00,43.0,(6.159275415435669+0j)
13238,06.08.2019,14:00,27.0,(5.274258285188216+0j)
13239,06.08.2019,15:00,36.0,(5.805072383190406+0j)
13240,06.08.2019,16:00,20.0,(4.772179867928846+0j)
13241,06.08.2019,17:00,48.0,(6.38930889462069+0j)
13242,06.08.2019,18:00,91.0,(7.907768311345105+0j)
13243,06.08.2019,19:00,120.0,(8.671626310712465+0j)
13244,06.08.2019,20:00,137.0,(9.063174212787075+0j)
13245,06.08.2019,21:00,133.0,(8.974095482833441+0j)
13246,06.08.2019,22:00,126.0,(8.813809389867977+0j)
13247,06.08.2019,23:00,127.0,(8.837064931406191+0j)
13248,07.08.2019,00:00,113.0,(8.49962216163038+0j)
13249,07.08.2019,01:00,86.0,(7.760200748007389+0j)
13250,07.08.2019,02:00,95.0,(8.021975676398952+0j)
13251,07.08.2019,03:00,85.0,(7.730005108980555+0j)
13252,07.08.2019,04:00,81.0,(7.606796745502993+0j)
13253,07.08.2019,05:00,76.0,(7.446942544617338+0j)
13254,07.08.2019,06:00,86.0,(7.760200748007389+0j)
13255,07.08.2019,07:00,70.0,(7.245574379379894+0j)
13256,07.08.2019,08:00,80.0,(7.575363342531713+0j)
13257,07.08.2019,09:00,103.0,(8.241113218326888+0j)
13258,07.08.2019,10:00,130.0,(8.906107299691538+0j)
13259,07.08.2019,11:00,138.0,(9.085172294741843+0j)
13260,07.08.2019,12:00,97.0,(8.077879749561555+0j)
13261,07.08.2019,13:00,80.0,(7.575363342531713+0j)
13262,07.08.2019,14:00,72.0,(7.313932891744989+0j)
13263,07.08.2019,15:00,59.0,(6.8442228668758585+0j)
13264,07.08.2019,16:00,58.0,(6.805334397590895+0j)
13265,07.08.2019,17:00,58.0,(6.805334397590895+0j)
13266,07.08.2019,18:00,78.0,(7.511701817242199+0j)
13267,07.08.2019,19:00,103.0,(8.241113218326888+0j)
13268,07.08.2019,20:00,118.0,(8.62318046014873+0j)
13269,07.08.2019,21:00,119.0,(8.647471237649249+0j)
13270,07.08.2019,22:00,87.0,(7.790163210260396+0j)
13271,07.08.2019,23:00,47.0,(6.344626950991608+0j)
13272,08.08.2019,00:00,54.0,(6.6451490360910705+0j)
13273,08.08.2019,01:00,56.0,(6.726195426488111+0j)
13274,08.08.2019,02:00,106.0,(8.320359552981591+0j)
13275,08.08.2019,03:00,88.0,(7.819896945852567+0j)
13276,08.08.2019,04:00,73.0,(7.347638127708524+0j)
13277,08.08.2019,05:00,97.0,(8.077879749561555+0j)
13278,08.08.2019,06:00,107.0,(8.346442355418903+0j)
13279,08.08.2019,07:00,117.0,(8.598752056010891+0j)
13280,08.08.2019,08:00,106.0,(8.320359552981591+0j)
13281,08.08.2019,09:00,123.0,(8.743295893976889+0j)
13282,08.08.2019,10:00,125.0,(8.790430475313693+0j)
13283,08.08.2019,11:00,119.0,(8.647471237649249+0j)
13284,08.08.2019,12:00,89.0,(7.849406270546734+0j)
13285,08.08.2019,13:00,79.0,(7.543666890887838+0j)
13286,08.08.2019,14:00,49.0,(6.433374486375069+0j)
13287,08.08.2019,15:00,46.0,(6.299306639977284+0j)
13288,08.08.2019,16:00,42.0,(6.111154110442452+0j)
13289,08.08.2019,17:00,64.0,(7.032344380250954+0j)
13290,08.08.2019,18:00,80.0,(7.575363342531713+0j)
13291,08.08.2019,19:00,108.0,(8.372363150259766+0j)
13292,08.08.2019,20:00,120.0,(8.671626310712465+0j)
13293,08.08.2019,21:00,96.0,(8.050024770613152+0j)
13294,08.08.2019,22:00,93.0,(7.965281374332306+0j)
13295,08.08.2019,23:00,76.0,(7.446942544617338+0j)
13296,09.08.2019,00:00,66.0,(7.104847887066928+0j)
13297,09.08.2019,01:00,63.0,(6.995525148661811+0j)
13298,09.08.2019,02:00,73.0,(7.347638127708524+0j)
13299,09.08.2019,03:00,75.0,(7.414136204943551+0j)
13300,09.08.2019,04:00,55.0,(6.6859178414492275+0j)
13301,09.08.2019,05:00,56.0,(6.726195426488111+0j)
13302,09.08.2019,06:00,41.0,(6.062262783072487+0j)
13303,09.08.2019,07:00,32.0,(5.581575433506511+0j)
13304,09.08.2019,08:00,28.0,(5.33858484787546+0j)
13305,09.08.2019,09:00,26.0,(5.208323144545029+0j)
13306,09.08.2019,10:00,36.0,(5.805072383190406+0j)
13307,09.08.2019,11:00,67.0,(7.140551239822028+0j)
13308,09.08.2019,12:00,59.0,(6.8442228668758585+0j)
13309,09.08.2019,13:00,47.0,(6.344626950991608+0j)
13310,09.08.2019,14:00,40.0,(6.012569869488088+0j)
13311,09.08.2019,15:00,37.0,(5.858332903042962+0j)
13312,09.08.2019,16:00,42.0,(6.111154110442452+0j)
13313,09.08.2019,17:00,36.0,(5.805072383190406+0j)
13314,09.08.2019,18:00,40.0,(6.012569869488088+0j)
13315,09.08.2019,19:00,50.0,(6.476844551532806+0j)
13316,09.08.2019,20:00,72.0,(7.313932891744989+0j)
13317,09.08.2019,21:00,101.0,(8.187423660244892+0j)
13318,09.08.2019,22:00,117.0,(8.598752056010891+0j)
13319,09.08.2019,23:00,126.0,(8.813809389867977+0j)
13320,10.08.2019,00:00,119.0,(8.647471237649249+0j)
13321,10.08.2019,01:00,98.0,(8.105543937240567+0j)
13322,10.08.2019,02:00,111.0,(8.449178112131465+0j)
13323,10.08.2019,03:00,84.0,(7.699571702898023+0j)
13324,10.08.2019,04:00,65.0,(7.068782048236004+0j)
13325,10.08.2019,05:00,61.0,(6.92070096086557+0j)
13326,10.08.2019,06:00,63.0,(6.995525148661811+0j)
13327,10.08.2019,07:00,54.0,(6.6451490360910705+0j)
13328,10.08.2019,08:00,49.0,(6.433374486375069+0j)
13329,10.08.2019,09:00,59.0,(6.8442228668758585+0j)
13330,10.08.2019,10:00,71.0,(7.279914107449302+0j)
13331,10.08.2019,11:00,122.0,(8.719536820622206+0j)
13332,10.08.2019,12:00,165.0,(9.642762133940785+0j)
13333,10.08.2019,13:00,140.0,(9.128851679159709+0j)
13334,10.08.2019,14:00,133.0,(8.974095482833441+0j)
13335,10.08.2019,15:00,137.0,(9.063174212787075+0j)
13336,10.08.2019,16:00,130.0,(8.906107299691538+0j)
13337,10.08.2019,17:00,145.0,(9.236259787820005+0j)
13338,10.08.2019,18:00,154.0,(9.423532065347036+0j)
13339,10.08.2019,19:00,178.0,(9.889632189438641+0j)
13340,10.08.2019,20:00,185.0,(10.017608351828132+0j)
13341,10.08.2019,21:00,178.0,(9.889632189438641+0j)
13342,10.08.2019,22:00,156.0,(9.464151240077017+0j)
13343,10.08.2019,23:00,147.0,(9.278531588601085+0j)
13344,11.08.2019,00:00,164.0,(9.623242319156931+0j)
13345,11.08.2019,01:00,174.0,(9.814990610723694+0j)
13346,11.08.2019,02:00,169.0,(9.720062122661908+0j)
13347,11.08.2019,03:00,171.0,(9.758255293486995+0j)
13348,11.08.2019,04:00,157.0,(9.484330728123975+0j)
13349,11.08.2019,05:00,156.0,(9.464151240077017+0j)
13350,11.08.2019,06:00,169.0,(9.720062122661908+0j)
13351,11.08.2019,07:00,168.0,(9.700852463656133+0j)
13352,11.08.2019,08:00,156.0,(9.464151240077017+0j)
13353,11.08.2019,09:00,152.0,(9.382559669321076+0j)
13354,11.08.2019,10:00,167.0,(9.681566423794303+0j)
13355,11.08.2019,11:00,173.0,(9.796151810839085+0j)
13356,11.08.2019,12:00,173.0,(9.796151810839085+0j)
13357,11.08.2019,13:00,161.0,(9.564202536709079+0j)
13358,11.08.2019,14:00,159.0,(9.524434083462701+0j)
13359,11.08.2019,15:00,146.0,(9.257443944110124+0j)
13360,11.08.2019,16:00,150.0,(9.341226271396069+0j)
13361,11.08.2019,17:00,154.0,(9.423532065347036+0j)
13362,11.08.2019,18:00,158.0,(9.5044247092246+0j)
13363,11.08.2019,19:00,167.0,(9.681566423794303+0j)
13364,11.08.2019,20:00,170.0,(9.739196152599513+0j)
13365,11.08.2019,21:00,163.0,(9.60364299337732+0j)
13366,11.08.2019,22:00,151.0,(9.361938592581126+0j)
13367,11.08.2019,23:00,150.0,(9.341226271396069+0j)
13368,12.08.2019,00:00,144.0,(9.214978007827993+0j)
13369,12.08.2019,01:00,132.0,(8.951547409216735+0j)
13370,12.08.2019,02:00,142.0,(9.172117025402024+0j)
13371,12.08.2019,03:00,146.0,(9.257443944110124+0j)
13372,12.08.2019,04:00,142.0,(9.172117025402024+0j)
13373,12.08.2019,05:00,155.0,(9.443885329580661+0j)
13374,12.08.2019,06:00,163.0,(9.60364299337732+0j)
13375,12.08.2019,07:00,133.0,(8.974095482833441+0j)
13376,12.08.2019,08:00,150.0,(9.341226271396069+0j)
13377,12.08.2019,09:00,117.0,(8.598752056010891+0j)
13378,12.08.2019,10:00,131.0,(8.928885166922184+0j)
13379,12.08.2019,11:00,130.0,(8.906107299691538+0j)
13380,12.08.2019,12:00,160.0,(9.544359735857691+0j)
13381,12.08.2019,13:00,94.0,(7.993729049284655+0j)
13382,12.08.2019,14:00,122.0,(8.719536820622206+0j)
13383,12.08.2019,15:00,111.0,(8.449178112131465+0j)
13384,12.08.2019,16:00,117.0,(8.598752056010891+0j)
13385,12.08.2019,17:00,127.0,(8.837064931406191+0j)
13386,12.08.2019,18:00,133.0,(8.974095482833441+0j)
13387,12.08.2019,19:00,136.0,(9.041068822054088+0j)
13388,12.08.2019,20:00,144.0,(9.214978007827993+0j)
13389,12.08.2019,21:00,98.0,(8.105543937240567+0j)
13390,12.08.2019,22:00,135.0,(9.018854804232133+0j)
13391,12.08.2019,23:00,121.0,(8.695647558939953+0j)
13392,13.08.2019,00:00,135.0,(9.018854804232133+0j)
13393,13.08.2019,01:00,136.0,(9.041068822054088+0j)
13394,13.08.2019,02:00,130.0,(8.906107299691538+0j)
13395,13.08.2019,03:00,120.0,(8.671626310712465+0j)
13396,13.08.2019,04:00,101.0,(8.187423660244892+0j)
13397,13.08.2019,05:00,96.0,(8.050024770613152+0j)
13398,13.08.2019,06:00,83.0,(7.668895793165734+0j)
13399,13.08.2019,07:00,71.0,(7.279914107449302+0j)
13400,13.08.2019,08:00,44.0,(6.2066563190646376+0j)
13401,13.08.2019,09:00,29.0,(5.40139749086558+0j)
13402,13.08.2019,10:00,18.0,(4.607489003913996+0j)
13403,13.08.2019,11:00,5.0,(3.006284934744044+0j)
13404,13.08.2019,12:00,1.0,(1.7580860950627388+0j)
13405,13.08.2019,13:00,2.0,(2.2150496786970235+0j)
13406,13.08.2019,14:00,2.0,(2.2150496786970235+0j)
13407,13.08.2019,15:00,1.0,(1.7580860950627388+0j)
13408,13.08.2019,16:00,1.0,(1.7580860950627388+0j)
13409,13.08.2019,17:00,6.0,(3.194654447310345+0j)
13410,13.08.2019,18:00,14.0,(4.237237601769498+0j)
13411,13.08.2019,19:00,21.0,(4.850426231828067+0j)
13412,13.08.2019,20:00,21.0,(4.850426231828067+0j)
13413,13.08.2019,21:00,18.0,(4.607489003913996+0j)
13414,13.08.2019,22:00,11.0,(3.909948472926284+0j)
13415,13.08.2019,23:00,2.76,(2.466095172664723+0j)
13416,14.08.2019,00:00,6.18,(3.2262867465636926+0j)
13417,14.08.2019,01:00,6.73,(3.31928971657832+0j)
13418,14.08.2019,02:00,4.16,(2.827512819294402+0j)
13419,14.08.2019,03:00,0.72,(1.5757390742540616+0j)
13420,14.08.2019,04:00,2.34,(2.3340604061567634+0j)
13421,14.08.2019,05:00,3.49,(2.666747815699528+0j)
13422,14.08.2019,06:00,8.12,(3.533665872061516+0j)
13423,14.08.2019,07:00,9.5,(3.7234712723086694+0j)
13424,14.08.2019,08:00,18.0,(4.607489003913996+0j)
13425,14.08.2019,09:00,15.0,(4.335813155356233+0j)
13426,14.08.2019,10:00,4.9,(2.9861079178407866+0j)
13427,14.08.2019,11:00,2.1,(2.2513684235915665+0j)
13428,14.08.2019,12:00,0.0,0j
13429,14.08.2019,13:00,4.0,(2.7907877167532553+0j)
13430,14.08.2019,14:00,20.0,(4.772179867928846+0j)
13431,14.08.2019,15:00,26.0,(5.208323144545029+0j)
13432,14.08.2019,16:00,17.0,(4.520534411027044+0j)
13433,14.08.2019,17:00,32.0,(5.581575433506511+0j)
13434,14.08.2019,18:00,44.0,(6.2066563190646376+0j)
13435,14.08.2019,19:00,34.0,(5.695516461227095+0j)
13436,14.08.2019,20:00,119.0,(8.647471237649249+0j)
13437,14.08.2019,21:00,138.0,(9.085172294741843+0j)
13438,14.08.2019,22:00,109.0,(8.39812442999216+0j)
13439,14.08.2019,23:00,54.0,(6.6451490360910705+0j)
13440,15.08.2019,00:00,50.0,(6.476844551532806+0j)
13441,15.08.2019,01:00,31.0,(5.5228176442684225+0j)
13442,15.08.2019,02:00,25.0,(5.140674927268839+0j)
13443,15.08.2019,03:00,28.5,(5.370174842539157+0j)
13444,15.08.2019,04:00,17.83,(4.592938040752782+0j)
13445,15.08.2019,05:00,2.94,(2.5185809600231113+0j)
13446,15.08.2019,06:00,1.73,(2.1105169290090378+0j)
13447,15.08.2019,07:00,2.23,(2.296898266932253+0j)
13448,15.08.2019,08:00,0.95,(1.7282822679825887+0j)
13449,15.08.2019,09:00,8.82,(3.632422307377752+0j)
13450,15.08.2019,10:00,10.0,(3.7876816712658563+0j)
13451,15.08.2019,11:00,10.0,(3.7876816712658563+0j)
13452,15.08.2019,12:00,6.0,(3.194654447310345+0j)
13453,15.08.2019,13:00,4.0,(2.7907877167532553+0j)
13454,15.08.2019,14:00,4.0,(2.7907877167532553+0j)
13455,15.08.2019,15:00,2.9,(2.507106627950576+0j)
13456,15.08.2019,16:00,34.1,(5.70109483546987+0j)
13457,15.08.2019,17:00,57.0,(6.7659963257309705+0j)
13458,15.08.2019,18:00,28.0,(5.33858484787546+0j)
13459,15.08.2019,19:00,3.0,(2.5355989151676646+0j)
13460,15.08.2019,20:00,25.0,(5.140674927268839+0j)
13461,15.08.2019,21:00,34.0,(5.695516461227095+0j)
13462,15.08.2019,22:00,79.0,(7.543666890887838+0j)
