,Tarih,Saat,Toplam (MWh),HATAY WindSpeed(m/s)
12292,28.06.2019,04:00,35.38,(8.481844566976767+0j)
12293,28.06.2019,05:00,39.43,(8.793868338400442+0j)
12294,28.06.2019,06:00,39.59,(8.805746942406344+0j)
12295,28.06.2019,07:00,41.65,(8.95590274193007+0j)
12296,28.06.2019,08:00,44.12,(9.129553430223947+0j)
12297,28.06.2019,09:00,43.1,(9.058649513581274+0j)
12298,28.06.2019,10:00,41.99,(8.98020653202886+0j)
12299,28.06.2019,11:00,41.55,(8.948729408671086+0j)
12300,28.06.2019,12:00,42.42,(9.01075652056578+0j)
12301,28.06.2019,13:00,42.65,(9.027012528821109+0j)
12302,28.06.2019,14:00,44.99,(9.189171658514812+0j)
12303,28.06.2019,15:00,45.83,(9.24600915543307+0j)
12304,28.06.2019,16:00,50.0,(9.518336074207069+0j)
12305,28.06.2019,17:00,46.6,(9.297503252483532+0j)
12306,28.06.2019,18:00,40.2,(8.850742744864164+0j)
12307,28.06.2019,19:00,43.0,(9.051638172147214+0j)
12308,28.06.2019,20:00,41.36,(8.935068302843518+0j)
12309,28.06.2019,21:00,40.3,(8.858075592248891+0j)
12310,28.06.2019,22:00,28.85,(7.92415519368052+0j)
12311,28.06.2019,23:00,20.2,(7.036469721615201+0j)
12312,29.06.2019,00:00,26.2,(7.673699655960861+0j)
12313,29.06.2019,01:00,31.98,(8.200944129600693+0j)
12314,29.06.2019,02:00,40.0,(8.836040487322643+0j)
12315,29.06.2019,03:00,40.75,(8.89092413359761+0j)
12316,29.06.2019,04:00,43.15,(9.062151117916708+0j)
12317,29.06.2019,05:00,44.61,(9.16322690917412+0j)
12318,29.06.2019,06:00,47.4,(9.350406258811699+0j)
12319,29.06.2019,07:00,41.49,(8.944419882645278+0j)
12320,29.06.2019,08:00,36.91,(8.602388425619667+0j)
12321,29.06.2019,09:00,25.63,(7.617642178238444+0j)
12322,29.06.2019,10:00,27.67,(7.814611997404725+0j)
12323,29.06.2019,11:00,35.3,(8.475446793802808+0j)
12324,29.06.2019,12:00,38.32,(8.710562478893422+0j)
12325,29.06.2019,13:00,35.34,(8.478646887289372+0j)
12326,29.06.2019,14:00,36.24,(8.550019326209863+0j)
12327,29.06.2019,15:00,40.71,(8.888014085395763+0j)
12328,29.06.2019,16:00,33.83,(8.35612701355656+0j)
12329,29.06.2019,17:00,30.9,(8.107566630669451+0j)
12330,29.06.2019,18:00,33.21,(8.304764570380845+0j)
12331,29.06.2019,19:00,27.47,(7.795738328951735+0j)
12332,29.06.2019,20:00,29.54,(7.986831652020672+0j)
12333,29.06.2019,21:00,41.71,(8.960201232027025+0j)
12334,29.06.2019,22:00,43.52,(9.087979295745416+0j)
12335,29.06.2019,23:00,39.31,(8.784938280632439+0j)
12336,30.06.2019,00:00,56.0,(9.884780784951358+0j)
12337,30.06.2019,01:00,53.61,(9.742108657925753+0j)
12338,30.06.2019,02:00,41.62,(8.953751948681672+0j)
12339,30.06.2019,03:00,22.78,(7.32412262034282+0j)
12340,30.06.2019,04:00,23.15,(7.363563423988205+0j)
12341,30.06.2019,05:00,23.72,(7.423509380057484+0j)
12342,30.06.2019,06:00,16.31,(6.55222828825964+0j)
12343,30.06.2019,07:00,16.8,(6.617197961785531+0j)
12344,30.06.2019,08:00,7.8,(5.123922680075686+0j)
12345,30.06.2019,09:00,11.85,(5.890386835272814+0j)
12346,30.06.2019,10:00,18.0,(6.77114117044667+0j)
12347,30.06.2019,11:00,23.77,(7.428721788300094+0j)
12348,30.06.2019,12:00,35.36,(8.48024602857348+0j)
12349,30.06.2019,13:00,38.47,(8.721913237732718+0j)
12350,30.06.2019,14:00,25.8,(7.634447308881177+0j)
12351,30.06.2019,15:00,24.2,(7.47324962007499+0j)
12352,30.06.2019,16:00,21.51,(7.185403649014187+0j)
12353,30.06.2019,17:00,26.71,(7.723171213471789+0j)
12354,30.06.2019,18:00,23.71,(7.422466019624902+0j)
12355,30.06.2019,19:00,51.12,(9.58888216580041+0j)
12356,30.06.2019,20:00,50.51,(9.550589004200388+0j)
12357,30.06.2019,21:00,33.41,(8.321402428278835+0j)
12358,30.06.2019,22:00,32.98,(8.285548245662833+0j)
12359,30.06.2019,23:00,38.06,(8.690817456998602+0j)
12360,01.07.2019,00:00,25.66,(7.620613177829154+0j)
12361,01.07.2019,01:00,28.9,(7.928730342037448+0j)
12362,01.07.2019,02:00,30.12,(8.038765424555853+0j)
12363,01.07.2019,03:00,35.22,(8.46903934717693+0j)
12364,01.07.2019,04:00,33.42,(8.322232576172242+0j)
12365,01.07.2019,05:00,28.81,(7.9204912675109+0j)
12366,01.07.2019,06:00,17.98,(6.768632410983818+0j)
12367,01.07.2019,07:00,9.72,(5.513911463253449+0j)
12368,01.07.2019,08:00,0.91,(2.5037146517436155+0j)
12369,01.07.2019,09:00,0.0,0j
12370,01.07.2019,10:00,0.0,0j
12371,01.07.2019,11:00,0.17,(1.4312670519648043+0j)
12372,01.07.2019,12:00,2.11,(3.3138424111880505+0j)
12373,01.07.2019,13:00,2.54,(3.5251879122158827+0j)
12374,01.07.2019,14:00,0.71,(2.304926863892336+0j)
12375,01.07.2019,15:00,0.61,(2.191194748484969+0j)
12376,01.07.2019,16:00,0.3,(1.7295964489938689+0j)
12377,01.07.2019,17:00,0.0,0j
12378,01.07.2019,18:00,0.0,0j
12379,01.07.2019,19:00,0.0,0j
12380,01.07.2019,20:00,0.0,0j
12381,01.07.2019,21:00,0.0,0j
12382,01.07.2019,22:00,0.0,0j
12383,01.07.2019,23:00,0.3,(1.7295964489938689+0j)
12384,02.07.2019,00:00,0.5,(2.0506633429653602+0j)
12385,02.07.2019,01:00,1.49,(2.950981291569971+0j)
12386,02.07.2019,02:00,2.48,(3.4972090507570655+0j)
12387,02.07.2019,03:00,1.77,(3.125326939820396+0j)
12388,02.07.2019,04:00,1.3,(2.8198033197618484+0j)
12389,02.07.2019,05:00,1.0,(2.583673912049847+0j)
12390,02.07.2019,06:00,0.0,0j
12391,02.07.2019,07:00,0.0,0j
12392,02.07.2019,08:00,0.0,0j
12393,02.07.2019,09:00,0.19,(1.485327540592933+0j)
12394,02.07.2019,10:00,1.98,(3.2443380259053516+0j)
12395,02.07.2019,11:00,3.0,(3.726302589468353+0j)
12396,02.07.2019,12:00,3.09,(3.76319907406869+0j)
12397,02.07.2019,13:00,4.0,(4.1013266859307205+0j)
12398,02.07.2019,14:00,5.91,(4.6712544762355055+0j)
12399,02.07.2019,15:00,9.54,(5.47966268235177+0j)
12400,02.07.2019,16:00,13.77,(6.19273287207417+0j)
12401,02.07.2019,17:00,15.94,(6.502302039017448+0j)
12402,02.07.2019,18:00,24.71,(7.525383124774009+0j)
12403,02.07.2019,19:00,34.51,(8.411743472620522+0j)
12404,02.07.2019,20:00,43.04,(9.054444011809922+0j)
12405,02.07.2019,21:00,48.32,(9.410513930596009+0j)
12406,02.07.2019,22:00,52.91,(9.699520990836113+0j)
12407,02.07.2019,23:00,54.19,(9.777115606529724+0j)
12408,03.07.2019,00:00,55.03,(9.827375207658987+0j)
12409,03.07.2019,01:00,56.86,(9.935124608867563+0j)
12410,03.07.2019,02:00,56.93,(9.939199960761012+0j)
12411,03.07.2019,03:00,56.91,(9.938035915547959+0j)
12412,03.07.2019,04:00,56.91,(9.938035915547959+0j)
12413,03.07.2019,05:00,56.81,(9.932211594976062+0j)
12414,03.07.2019,06:00,56.44,(9.910601987189967+0j)
12415,03.07.2019,07:00,56.43,(9.91001663475891+0j)
12416,03.07.2019,08:00,55.7,(9.86709777619871+0j)
12417,03.07.2019,09:00,52.68,(9.685445956376164+0j)
12418,03.07.2019,10:00,45.28,(9.208873476782246+0j)
12419,03.07.2019,11:00,48.03,(9.39164992038002+0j)
12420,03.07.2019,12:00,49.27,(9.471786222279585+0j)
12421,03.07.2019,13:00,54.4,(9.789728928522726+0j)
12422,03.07.2019,14:00,55.02,(9.82677989779518+0j)
12423,03.07.2019,15:00,55.4,(9.849351159158585+0j)
12424,03.07.2019,16:00,56.09,(9.890073368927965+0j)
12425,03.07.2019,17:00,56.2,(9.89653439981057+0j)
12426,03.07.2019,18:00,56.7,(9.925796942678296+0j)
12427,03.07.2019,19:00,56.83,(9.933377005558183+0j)
12428,03.07.2019,20:00,56.85,(9.934542142746226+0j)
12429,03.07.2019,21:00,56.84,(9.933959608316444+0j)
12430,03.07.2019,22:00,56.56,(9.917620829470362+0j)
12431,03.07.2019,23:00,56.89,(9.936871597581057+0j)
12432,04.07.2019,00:00,56.87,(9.935707006700474+0j)
12433,04.07.2019,01:00,56.9,(9.937453790668725+0j)
12434,04.07.2019,02:00,56.85,(9.934542142746226+0j)
12435,04.07.2019,03:00,53.77,(9.751790864343398+0j)
12436,04.07.2019,04:00,52.15,(9.652855484851342+0j)
12437,04.07.2019,05:00,46.69,(9.303484920390831+0j)
12438,04.07.2019,06:00,39.88,(8.827195596038582+0j)
12439,04.07.2019,07:00,34.41,(8.403610678733623+0j)
12440,04.07.2019,08:00,29.75,(8.005713120992331+0j)
12441,04.07.2019,09:00,23.11,(7.3593199057315974+0j)
12442,04.07.2019,10:00,26.25,(7.67857804230724+0j)
12443,04.07.2019,11:00,22.1,(7.250508365380618+0j)
12444,04.07.2019,12:00,15.9,(6.496858501907023+0j)
12445,04.07.2019,13:00,15.49,(6.440528494244628+0j)
12446,04.07.2019,14:00,15.35,(6.421066385750801+0j)
12447,04.07.2019,15:00,9.02,(5.378236295373061+0j)
12448,04.07.2019,16:00,7.64,(5.088644985335384+0j)
12449,04.07.2019,17:00,9.91,(5.549607284529733+0j)
12450,04.07.2019,18:00,20.56,(7.07802463999296+0j)
12451,04.07.2019,19:00,26.51,(7.7038462954425775+0j)
12452,04.07.2019,20:00,34.19,(8.385662906893279+0j)
12453,04.07.2019,21:00,26.4,(7.693176134563502+0j)
12454,04.07.2019,22:00,45.06,(9.19393500368138+0j)
12455,04.07.2019,23:00,50.51,(9.550589004200388+0j)
12456,05.07.2019,00:00,50.18,(9.529744398439359+0j)
12457,05.07.2019,01:00,51.86,(9.634929418428063+0j)
12458,05.07.2019,02:00,54.64,(9.804104468891575+0j)
12459,05.07.2019,03:00,52.31,(9.662717294133794+0j)
12460,05.07.2019,04:00,47.08,(9.329317027337538+0j)
12461,05.07.2019,05:00,42.65,(9.027012528821109+0j)
12462,05.07.2019,06:00,40.6,(8.880001611380584+0j)
12463,05.07.2019,07:00,41.14,(8.919197810636856+0j)
12464,05.07.2019,08:00,38.7,(8.73926056849924+0j)
12465,05.07.2019,09:00,41.96,(8.978067368886464+0j)
12466,05.07.2019,10:00,39.58,(8.805005468258145+0j)
12467,05.07.2019,11:00,37.9,(8.678621942002595+0j)
12468,05.07.2019,12:00,32.97,(8.284710729408703+0j)
12469,05.07.2019,13:00,27.28,(7.777723301442529+0j)
12470,05.07.2019,14:00,28.23,(7.866979034509423+0j)
12471,05.07.2019,15:00,30.8,(8.098811152335196+0j)
12472,05.07.2019,16:00,34.0,(8.370100496129448+0j)
12473,05.07.2019,17:00,37.95,(8.68243672136947+0j)
12474,05.07.2019,18:00,43.0,(9.051638172147214+0j)
12475,05.07.2019,19:00,52.96,(9.702575381071647+0j)
12476,05.07.2019,20:00,53.5,(9.735440960768315+0j)
12477,05.07.2019,21:00,56.24,(9.898881775230626+0j)
12478,05.07.2019,22:00,56.0,(9.884780784951358+0j)
12479,05.07.2019,23:00,56.6,(9.919958237247096+0j)
12480,06.07.2019,00:00,56.6,(9.919958237247096+0j)
12481,06.07.2019,01:00,56.73,(9.927547215495862+0j)
12482,06.07.2019,02:00,55.56,(9.85882397207517+0j)
12483,06.07.2019,03:00,54.85,(9.81664857529511+0j)
12484,06.07.2019,04:00,51.5,(9.612583154778408+0j)
12485,06.07.2019,05:00,49.46,(9.483945961186974+0j)
12486,06.07.2019,06:00,47.1,(9.330637899084953+0j)
12487,06.07.2019,07:00,43.48,(9.085194134891946+0j)
12488,06.07.2019,08:00,41.03,(8.911241340927205+0j)
12489,06.07.2019,09:00,45.27,(9.208195506266891+0j)
12490,06.07.2019,10:00,42.58,(9.022071247907158+0j)
12491,06.07.2019,11:00,34.64,(8.42229265067666+0j)
12492,06.07.2019,12:00,27.96,(7.841817948893867+0j)
12493,06.07.2019,13:00,25.94,(7.648231484068119+0j)
12494,06.07.2019,14:00,28.88,(7.926900916420587+0j)
12495,06.07.2019,15:00,30.85,(8.103191256570554+0j)
12496,06.07.2019,16:00,34.0,(8.370100496129448+0j)
12497,06.07.2019,17:00,50.41,(9.544282069126936+0j)
12498,06.07.2019,18:00,52.33,(9.663948605685082+0j)
12499,06.07.2019,19:00,54.4,(9.789728928522726+0j)
12500,06.07.2019,20:00,55.47,(9.853497756034697+0j)
12501,06.07.2019,21:00,55.87,(9.877125920973265+0j)
12502,06.07.2019,22:00,56.09,(9.890073368927965+0j)
12503,06.07.2019,23:00,56.58,(9.918789671063916+0j)
12504,07.07.2019,00:00,55.78,(9.871819441126156+0j)
12505,07.07.2019,01:00,55.63,(9.862962609311182+0j)
12506,07.07.2019,02:00,53.04,(9.707458409264392+0j)
12507,07.07.2019,03:00,49.68,(9.497986816893631+0j)
12508,07.07.2019,04:00,44.09,(9.127483705956646+0j)
12509,07.07.2019,05:00,36.85,(8.597724619649627+0j)
12510,07.07.2019,06:00,34.2,(8.386480382323189+0j)
12511,07.07.2019,07:00,35.99,(8.530313302332296+0j)
12512,07.07.2019,08:00,31.12,(8.126762404632649+0j)
12513,07.07.2019,09:00,22.1,(7.250508365380618+0j)
12514,07.07.2019,10:00,19.2,(6.9183857959754755+0j)
12515,07.07.2019,11:00,21.81,(7.218654486552577+0j)
12516,07.07.2019,12:00,26.3,(7.6834502378038465+0j)
12517,07.07.2019,13:00,26.73,(7.72509839289388+0j)
12518,07.07.2019,14:00,27.84,(7.830583237307933+0j)
12519,07.07.2019,15:00,33.87,(8.359419095848708+0j)
12520,07.07.2019,16:00,37.77,(8.668687788277674+0j)
12521,07.07.2019,17:00,46.48,(9.289515702802069+0j)
12522,07.07.2019,18:00,48.36,(9.413109934570617+0j)
12523,07.07.2019,19:00,51.04,(9.583877529105418+0j)
12524,07.07.2019,20:00,53.16,(9.71477375371278+0j)
12525,07.07.2019,21:00,53.72,(9.748767240540396+0j)
12526,07.07.2019,22:00,53.84,(9.756020790270451+0j)
12527,07.07.2019,23:00,53.52,(9.736653948690257+0j)
12528,08.07.2019,00:00,53.52,(9.736653948690257+0j)
12529,08.07.2019,01:00,53.75,(9.750581639845374+0j)
12530,08.07.2019,02:00,52.92,(9.700132022776174+0j)
12531,08.07.2019,03:00,53.32,(9.72451044151656+0j)
12532,08.07.2019,04:00,48.65,(9.431888287162675+0j)
12533,08.07.2019,05:00,37.73,(8.665626540459504+0j)
12534,08.07.2019,06:00,45.28,(9.208873476782246+0j)
12535,08.07.2019,07:00,44.62,(9.163911549561394+0j)
12536,08.07.2019,08:00,48.3,(9.409215391331477+0j)
12537,08.07.2019,09:00,51.38,(9.605111264356152+0j)
12538,08.07.2019,10:00,50.5,(9.54995868549448+0j)
12539,08.07.2019,11:00,44.0,(9.121268894430553+0j)
12540,08.07.2019,12:00,40.76,(8.891651348072763+0j)
12541,08.07.2019,13:00,42.62,(9.02489549953878+0j)
12542,08.07.2019,14:00,43.87,(9.112276965069025+0j)
12543,08.07.2019,15:00,40.0,(8.836040487322643+0j)
12544,08.07.2019,16:00,44.0,(9.121268894430553+0j)
12545,08.07.2019,17:00,48.8,(9.441571957503411+0j)
12546,08.07.2019,18:00,40.89,(8.901094331031059+0j)
12547,08.07.2019,19:00,40.02,(8.837512915359786+0j)
12548,08.07.2019,20:00,51.88,(9.636167841246127+0j)
12549,08.07.2019,21:00,56.7,(9.925796942678296+0j)
12550,08.07.2019,22:00,56.85,(9.934542142746226+0j)
12551,08.07.2019,23:00,56.5,(9.914112650603395+0j)
12552,09.07.2019,00:00,55.6,(9.861189333003761+0j)
12553,09.07.2019,01:00,43.97,(9.119195407454264+0j)
12554,09.07.2019,02:00,31.25,(8.138062869639594+0j)
12555,09.07.2019,03:00,23.8,(7.431845725501064+0j)
12556,09.07.2019,04:00,22.98,(7.345494561211174+0j)
12557,09.07.2019,05:00,27.34,(7.783421269269132+0j)
12558,09.07.2019,06:00,25.3,(7.584807106097449+0j)
12559,09.07.2019,07:00,16.77,(6.613256806617494+0j)
12560,09.07.2019,08:00,14.72,(6.331991211262421+0j)
12561,09.07.2019,09:00,14.63,(6.31905994747447+0j)
12562,09.07.2019,10:00,19.82,(6.992067036428937+0j)
12563,09.07.2019,11:00,19.18,(6.9159827440989465+0j)
12564,09.07.2019,12:00,29.69,(8.000327506772924+0j)
12565,09.07.2019,13:00,18.1,(6.783657171517886+0j)
12566,09.07.2019,14:00,12.51,(5.99777454399226+0j)
12567,09.07.2019,15:00,7.08,(4.96114727201545+0j)
12568,09.07.2019,16:00,6.9,(4.918742229762186+0j)
12569,09.07.2019,17:00,13.7,(6.182221423616908+0j)
12570,09.07.2019,18:00,28.0,(7.845555708253415+0j)
12571,09.07.2019,19:00,42.2,(8.995152219548187+0j)
12572,09.07.2019,20:00,28.35,(7.878110254215134+0j)
12573,09.07.2019,21:00,27.8,(7.826831160433879+0j)
12574,09.07.2019,22:00,37.6,(8.655662517429542+0j)
12575,09.07.2019,23:00,48.95,(9.45123580453347+0j)
12576,10.07.2019,00:00,46.0,(9.257427309969646+0j)
12577,10.07.2019,01:00,32.09,(8.210336161277798+0j)
12578,10.07.2019,02:00,34.9,(8.443312089825854+0j)
12579,10.07.2019,03:00,24.2,(7.47324962007499+0j)
12580,10.07.2019,04:00,15.29,(6.412689251143412+0j)
12581,10.07.2019,05:00,18.12,(6.786154836386987+0j)
12582,10.07.2019,06:00,13.45,(6.144385583532278+0j)
12583,10.07.2019,07:00,5.9,(4.668618327551367+0j)
12584,10.07.2019,08:00,3.55,(3.941369496104847+0j)
12585,10.07.2019,09:00,7.15,(4.977443977934074+0j)
12586,10.07.2019,10:00,17.66,(6.728236775838457+0j)
12587,10.07.2019,11:00,15.03,(6.37613289442095+0j)
12588,10.07.2019,12:00,15.55,(6.448833504727078+0j)
12589,10.07.2019,13:00,14.32,(6.2741087105750974+0j)
12590,10.07.2019,14:00,12.38,(5.976926496341844+0j)
12591,10.07.2019,15:00,16.73,(6.607994614774122+0j)
12592,10.07.2019,16:00,23.45,(7.395235054288381+0j)
12593,10.07.2019,17:00,21.65,(7.200958924264504+0j)
12594,10.07.2019,18:00,33.25,(8.308097475151355+0j)
12595,10.07.2019,19:00,43.66,(9.097713940535776+0j)
12596,10.07.2019,20:00,51.57,(9.616936398699057+0j)
12597,10.07.2019,21:00,53.56,(9.739079018267171+0j)
12598,10.07.2019,22:00,53.44,(9.731800182208614+0j)
12599,10.07.2019,23:00,52.73,(9.688509226223138+0j)
12600,11.07.2019,00:00,51.35,(9.603241474302223+0j)
12601,11.07.2019,01:00,43.58,(9.092153838958016+0j)
12602,11.07.2019,02:00,37.28,(8.631037455441211+0j)
12603,11.07.2019,03:00,37.86,(8.675567702108628+0j)
12604,11.07.2019,04:00,36.8,(8.593834245987418+0j)
12605,11.07.2019,05:00,31.63,(8.170916342733348+0j)
12606,11.07.2019,06:00,27.6,(7.808016589884901+0j)
12607,11.07.2019,07:00,23.08,(7.356134052560441+0j)
12608,11.07.2019,08:00,13.05,(6.082860693885152+0j)
12609,11.07.2019,09:00,9.52,(5.4758307491563665+0j)
12610,11.07.2019,10:00,6.81,(4.897262732388474+0j)
12611,11.07.2019,11:00,5.39,(4.530025240061439+0j)
12612,11.07.2019,12:00,8.12,(5.193056445407132+0j)
12613,11.07.2019,13:00,11.75,(5.873770705152742+0j)
12614,11.07.2019,14:00,20.03,(7.016674815563108+0j)
12615,11.07.2019,15:00,31.14,(8.128502983483182+0j)
12616,11.07.2019,16:00,35.19,(8.466634053282394+0j)
12617,11.07.2019,17:00,48.29,(9.408565987271762+0j)
12618,11.07.2019,18:00,55.43,(9.851128699561583+0j)
12619,11.07.2019,19:00,56.33,(9.904159303389777+0j)
12620,11.07.2019,20:00,56.53,(9.915867050330442+0j)
12621,11.07.2019,21:00,56.11,(9.891248729729206+0j)
12622,11.07.2019,22:00,55.57,(9.859415418712384+0j)
12623,11.07.2019,23:00,44.79,(9.175534817734194+0j)
12624,12.07.2019,00:00,50.25,(9.534173601041683+0j)
12625,12.07.2019,01:00,27.81,(7.827769516894187+0j)
12626,12.07.2019,02:00,24.26,(7.479420762119536+0j)
12627,12.07.2019,03:00,19.92,(7.003806593456713+0j)
12628,12.07.2019,04:00,22.31,(7.273401416958645+0j)
12629,12.07.2019,05:00,4.42,(4.24012301428674+0j)
12630,12.07.2019,06:00,0.0,0j
12631,12.07.2019,07:00,0.0,0j
12632,12.07.2019,08:00,0.0,0j
12633,12.07.2019,09:00,0.0,0j
12634,12.07.2019,10:00,0.0,0j
12635,12.07.2019,11:00,6.0,(4.694847070748951+0j)
12636,12.07.2019,12:00,15.2,(6.400082359026311+0j)
12637,12.07.2019,13:00,12.81,(6.045340166754531+0j)
12638,12.07.2019,14:00,11.9,(5.898659861362877+0j)
12639,12.07.2019,15:00,10.2,(5.603221067608167+0j)
12640,12.07.2019,16:00,1.28,(2.8052679929619133+0j)
12641,12.07.2019,17:00,6.15,(4.733649219388026+0j)
12642,12.07.2019,18:00,9.45,(5.462376565337407+0j)
12643,12.07.2019,19:00,25.09,(7.563763141535348+0j)
12644,12.07.2019,20:00,15.81,(6.484577076587327+0j)
12645,12.07.2019,21:00,4.81,(4.3613344525728825+0j)
12646,12.07.2019,22:00,9.05,(5.384192265129556+0j)
12647,12.07.2019,23:00,17.6,(6.7206083829301875+0j)
12648,13.07.2019,00:00,17.23,(6.6731792782592185+0j)
12649,13.07.2019,01:00,41.47,(8.942982450739024+0j)
12650,13.07.2019,02:00,46.38,(9.282848902964512+0j)
12651,13.07.2019,03:00,40.96,(8.906170726160921+0j)
12652,13.07.2019,04:00,40.31,(8.858808209537175+0j)
12653,13.07.2019,05:00,23.62,(7.413062547538599+0j)
12654,13.07.2019,06:00,19.13,(6.909967796948876+0j)
12655,13.07.2019,07:00,22.34,(7.276660109785736+0j)
12656,13.07.2019,08:00,14.96,(6.366218855715125+0j)
12657,13.07.2019,09:00,10.35,(5.630554285857308+0j)
12658,13.07.2019,10:00,18.34,(6.813508632698467+0j)
12659,13.07.2019,11:00,15.28,(6.411290932466038+0j)
12660,13.07.2019,12:00,9.61,(5.493032424708157+0j)
12661,13.07.2019,13:00,6.64,(4.856168264944524+0j)
12662,13.07.2019,14:00,6.33,(4.779387793602432+0j)
12663,13.07.2019,15:00,19.96,(7.008491415317493+0j)
12664,13.07.2019,16:00,27.8,(7.826831160433879+0j)
12665,13.07.2019,17:00,40.28,(8.85660999401032+0j)
12666,13.07.2019,18:00,31.2,(8.13372025255586+0j)
12667,13.07.2019,19:00,43.82,(9.108813800793145+0j)
12668,13.07.2019,20:00,33.6,(8.337147003375042+0j)
12669,13.07.2019,21:00,33.75,(8.349535055775865+0j)
12670,13.07.2019,22:00,50.91,(9.575733829002361+0j)
12671,13.07.2019,23:00,50.0,(9.518336074207069+0j)
12672,14.07.2019,00:00,43.2,(9.065650018309897+0j)
12673,14.07.2019,01:00,43.0,(9.051638172147214+0j)
12674,14.07.2019,02:00,30.8,(8.098811152335196+0j)
12675,14.07.2019,03:00,17.04,(6.648559558077446+0j)
12676,14.07.2019,04:00,20.53,(7.0745803452203875+0j)
12677,14.07.2019,05:00,12.48,(5.992976322309005+0j)
12678,14.07.2019,06:00,7.21,(4.991328133474016+0j)
12679,14.07.2019,07:00,10.5,(5.657624674525662+0j)
12680,14.07.2019,08:00,11.17,(5.775488956544455+0j)
12681,14.07.2019,09:00,9.49,(5.470072773564655+0j)
12682,14.07.2019,10:00,5.78,(4.636749632324813+0j)
12683,14.07.2019,11:00,6.09,(4.7182049033444855+0j)
12684,14.07.2019,12:00,9.44,(5.460449121082352+0j)
12685,14.07.2019,13:00,10.26,(5.614186303144853+0j)
12686,14.07.2019,14:00,12.06,(5.924978826112776+0j)
12687,14.07.2019,15:00,12.74,(6.034308499602055+0j)
12688,14.07.2019,16:00,7.21,(4.991328133474016+0j)
12689,14.07.2019,17:00,8.35,(5.2416319772522115+0j)
12690,14.07.2019,18:00,11.85,(5.890386835272814+0j)
12691,14.07.2019,19:00,11.97,(5.91020325648333+0j)
12692,14.07.2019,20:00,23.44,(7.394183698707782+0j)
12693,14.07.2019,21:00,36.82,(8.59539081806384+0j)
12694,14.07.2019,22:00,40.44,(8.868321227479612+0j)
12695,14.07.2019,23:00,39.3,(8.784193289255+0j)
12696,15.07.2019,00:00,45.12,(9.198013946099234+0j)
12697,15.07.2019,01:00,35.56,(8.49620437639114+0j)
12698,15.07.2019,02:00,35.56,(8.49620437639114+0j)
12699,15.07.2019,03:00,31.88,(8.192387211732438+0j)
12700,15.07.2019,04:00,16.35,(6.557580325181452+0j)
12701,15.07.2019,05:00,6.36,(4.786926272647013+0j)
12702,15.07.2019,06:00,10.01,(5.568211537944489+0j)
12703,15.07.2019,07:00,8.76,(5.326056085849993+0j)
12704,15.07.2019,08:00,6.17,(4.738774994068741+0j)
12705,15.07.2019,09:00,5.05,(4.432698159605455+0j)
12706,15.07.2019,10:00,3.79,(4.02825946971461+0j)
12707,15.07.2019,11:00,3.58,(3.952440816891173+0j)
12708,15.07.2019,12:00,11.3,(5.79780824980098+0j)
12709,15.07.2019,13:00,27.48,(7.796684184133178+0j)
12710,15.07.2019,14:00,26.94,(7.745275980347675+0j)
12711,15.07.2019,15:00,19.0,(6.894279726673688+0j)
12712,15.07.2019,16:00,24.94,(7.548659740442347+0j)
12713,15.07.2019,17:00,35.18,(8.465831984875427+0j)
12714,15.07.2019,18:00,39.58,(8.805005468258145+0j)
12715,15.07.2019,19:00,38.78,(8.745278308785032+0j)
12716,15.07.2019,20:00,37.57,(8.65335986701032+0j)
12717,15.07.2019,21:00,47.31,(9.34448453065476+0j)
12718,15.07.2019,22:00,48.25,(9.40596747412786+0j)
12719,15.07.2019,23:00,37.65,(8.659497547846007+0j)
12720,16.07.2019,00:00,45.2,(9.203446914843981+0j)
12721,16.07.2019,01:00,30.33,(8.0574045631518+0j)
12722,16.07.2019,02:00,33.51,(8.329696465891423+0j)
12723,16.07.2019,03:00,46.86,(9.314762686968901+0j)
12724,16.07.2019,04:00,51.4,(9.606357386744856+0j)
12725,16.07.2019,05:00,51.29,(9.599499708299323+0j)
12726,16.07.2019,06:00,49.26,(9.471145370706433+0j)
12727,16.07.2019,07:00,40.91,(8.902545320433406+0j)
12728,16.07.2019,08:00,31.5,(8.159706755795227+0j)
12729,16.07.2019,09:00,20.75,(7.099761073222092+0j)
12730,16.07.2019,10:00,15.93,(6.500942009268717+0j)
12731,16.07.2019,11:00,15.0,(6.371887798029974+0j)
12732,16.07.2019,12:00,26.5,(7.702877501884142+0j)
12733,16.07.2019,13:00,37.0,(8.609374667260084+0j)
12734,16.07.2019,14:00,29.61,(7.993135389169525+0j)
12735,16.07.2019,15:00,36.0,(8.531103292455569+0j)
12736,16.07.2019,16:00,47.71,(9.370746130219294+0j)
12737,16.07.2019,17:00,53.76,(9.751186289582744+0j)
12738,16.07.2019,18:00,56.06,(9.8883098037392+0j)
12739,16.07.2019,19:00,55.98,(9.88360388521587+0j)
12740,16.07.2019,20:00,56.74,(9.928130502642652+0j)
12741,16.07.2019,21:00,55.02,(9.82677989779518+0j)
12742,16.07.2019,22:00,56.29,(9.901814429835817+0j)
12743,16.07.2019,23:00,56.71,(9.926380435533833+0j)
12744,17.07.2019,00:00,56.79,(9.931045910839428+0j)
12745,17.07.2019,01:00,56.87,(9.935707006700474+0j)
