,Tarih,Saat,Toplam (MWh),HATAY WindSpeed(m/s)
479,20.02.2018,23:00,53.57,(9.73968509699288+0j)
480,21.02.2018,00:00,51.64,(9.62128570506733+0j)
481,21.02.2018,01:00,55.24,(9.839860089768742+0j)
482,21.02.2018,02:00,54.18,(9.776514159948082+0j)
483,21.02.2018,03:00,50.55,(9.553109447414107+0j)
484,21.02.2018,04:00,52.5,(9.674402108763458+0j)
485,21.02.2018,05:00,53.6,(9.741502880741134+0j)
486,21.02.2018,06:00,52.17,(9.654089313136636+0j)
487,21.02.2018,07:00,55.24,(9.839860089768742+0j)
488,21.02.2018,08:00,55.8,(9.87299915187366+0j)
489,21.02.2018,09:00,57.54,(9.974573140930156+0j)
490,21.02.2018,10:00,57.51,(9.97283933711617+0j)
491,21.02.2018,11:00,57.66,(9.981502336031852+0j)
492,21.02.2018,12:00,57.12,(9.950244817155475+0j)
493,21.02.2018,13:00,55.7,(9.86709777619871+0j)
494,21.02.2018,14:00,51.66,(9.622527642050928+0j)
495,21.02.2018,15:00,44.19,(9.13437914085689+0j)
496,21.02.2018,16:00,31.45,(8.155387164328488+0j)
497,21.02.2018,17:00,19.64,(6.9708359329473+0j)
498,21.02.2018,18:00,27.88,(7.8343317219576605+0j)
499,21.02.2018,19:00,39.37,(8.789405577756625+0j)
500,21.02.2018,20:00,35.54,(8.4946112384621+0j)
501,21.02.2018,21:00,29.73,(8.00391872148787+0j)
502,21.02.2018,22:00,30.57,(8.078601384433338+0j)
503,21.02.2018,23:00,27.69,(7.816494356142445+0j)
504,22.02.2018,00:00,20.07,(7.021342486865228+0j)
505,22.02.2018,01:00,21.2,(7.150718039886506+0j)
506,22.02.2018,02:00,14.1,(6.24181277324435+0j)
507,22.02.2018,03:00,15.92,(6.499581410231645+0j)
508,22.02.2018,04:00,17.97,(6.767377333556385+0j)
509,22.02.2018,05:00,19.45,(6.948284118139152+0j)
510,22.02.2018,06:00,19.4,(6.942325037927541+0j)
511,22.02.2018,07:00,21.22,(7.152965986604813+0j)
512,22.02.2018,08:00,24.31,(7.484555612532461+0j)
513,22.02.2018,09:00,19.06,(6.901529237510736+0j)
514,22.02.2018,10:00,16.5,(6.577573071825398+0j)
515,22.02.2018,11:00,12.2,(5.947817626677846+0j)
516,22.02.2018,12:00,8.66,(5.305711899481206+0j)
517,22.02.2018,13:00,7.34,(5.021148356437776+0j)
518,22.02.2018,14:00,3.26,(3.830983075972872+0j)
519,22.02.2018,15:00,0.69,(2.2830779009083786+0j)
520,22.02.2018,16:00,1.34,(2.8484327220138814+0j)
521,22.02.2018,17:00,0.84,(2.4377965723956865+0j)
522,22.02.2018,18:00,3.67,(3.9852880915488607+0j)
523,22.02.2018,19:00,7.46,(5.048363784251994+0j)
524,22.02.2018,20:00,8.78,(5.330106320175789+0j)
525,22.02.2018,21:00,7.62,(5.084200751646227+0j)
526,22.02.2018,22:00,7.63,(5.0864238392717365+0j)
527,22.02.2018,23:00,8.19,(5.2079363446299265+0j)
528,23.02.2018,00:00,8.3,(5.2311486853142135+0j)
529,23.02.2018,01:00,7.21,(4.991328133474016+0j)
530,23.02.2018,02:00,8.75,(5.32402865661495+0j)
531,23.02.2018,03:00,10.78,(5.707474156508484+0j)
532,23.02.2018,04:00,13.68,(6.17921157824166+0j)
533,23.02.2018,05:00,18.01,(6.772394853343389+0j)
534,23.02.2018,06:00,18.5,(6.833265201798513+0j)
535,23.02.2018,07:00,20.59,(7.081465585911735+0j)
536,23.02.2018,08:00,29.25,(7.9606095547626925+0j)
537,23.02.2018,09:00,26.78,(7.729912139399364+0j)
538,23.02.2018,10:00,26.85,(7.7366413288411415+0j)
539,23.02.2018,11:00,33.51,(8.329696465891423+0j)
540,23.02.2018,12:00,41.22,(8.924975430267553+0j)
541,23.02.2018,13:00,40.31,(8.858808209537175+0j)
542,23.02.2018,14:00,25.74,(7.628524539002738+0j)
543,23.02.2018,15:00,16.89,(6.628993348534954+0j)
544,23.02.2018,16:00,16.45,(6.570922336176021+0j)
545,23.02.2018,17:00,16.26,(6.54552592240323+0j)
546,23.02.2018,18:00,14.99,(6.370471508186026+0j)
547,23.02.2018,19:00,12.12,(5.9347884116169665+0j)
548,23.02.2018,20:00,8.58,(5.289323495778027+0j)
549,23.02.2018,21:00,6.38,(4.791938764552709+0j)
550,23.02.2018,22:00,4.16,(4.155297699989352+0j)
551,23.02.2018,23:00,3.35,(3.8659179801599306+0j)
552,24.02.2018,00:00,4.12,(4.141936521894146+0j)
553,24.02.2018,01:00,3.56,(3.9450668430160185+0j)
554,24.02.2018,02:00,2.12,(3.319069300625067+0j)
555,24.02.2018,03:00,0.39,(1.8876692549996694+0j)
556,24.02.2018,04:00,0.0,0j
557,24.02.2018,05:00,0.0,0j
558,24.02.2018,06:00,0.0,0j
559,24.02.2018,07:00,0.0,0j
560,24.02.2018,08:00,0.0,0j
561,24.02.2018,09:00,0.0,0j
562,24.02.2018,10:00,0.0,0j
563,24.02.2018,11:00,0.0,0j
564,24.02.2018,12:00,0.0,0j
565,24.02.2018,13:00,0.0,0j
566,24.02.2018,14:00,0.0,0j
567,24.02.2018,15:00,0.47,(2.008801324421082+0j)
568,24.02.2018,16:00,0.0,0j
569,24.02.2018,17:00,0.0,0j
570,24.02.2018,18:00,0.0,0j
571,24.02.2018,19:00,0.0,0j
572,24.02.2018,20:00,6.25,(4.759168037103534+0j)
573,24.02.2018,21:00,7.41,(5.037059752282843+0j)
574,24.02.2018,22:00,2.25,(3.385570585223335+0j)
575,24.02.2018,23:00,3.4,(3.8850564999051223+0j)
576,25.02.2018,00:00,0.0,0j
577,25.02.2018,01:00,0.0,0j
578,25.02.2018,02:00,2.35,(3.4350019464123425+0j)
579,25.02.2018,03:00,2.75,(3.6197779595759694+0j)
580,25.02.2018,04:00,21.58,(7.193189696211397+0j)
581,25.02.2018,05:00,16.01,(6.511806357049728+0j)
582,25.02.2018,06:00,4.29,(4.198138840699077+0j)
583,25.02.2018,07:00,0.0,0j
584,25.02.2018,08:00,0.3,(1.7295964489938689+0j)
585,25.02.2018,09:00,1.41,(2.8971928469792583+0j)
586,25.02.2018,10:00,6.91,(4.921117286736654+0j)
587,25.02.2018,11:00,0.97,(2.5575744113524883+0j)
588,25.02.2018,12:00,0.18,(1.45879814287134+0j)
589,25.02.2018,13:00,2.57,(3.53901231999648+0j)
590,25.02.2018,14:00,0.23,(1.5829978028156055+0j)
591,25.02.2018,15:00,7.0,(4.942390392475679+0j)
592,25.02.2018,16:00,19.19,(6.917184478744176+0j)
593,25.02.2018,17:00,15.02,(6.374718490449429+0j)
594,25.02.2018,18:00,14.23,(6.26093699504354+0j)
595,25.02.2018,19:00,27.07,(7.757714369566216+0j)
596,25.02.2018,20:00,37.73,(8.665626540459504+0j)
597,25.02.2018,21:00,16.37,(6.560253070668011+0j)
598,25.02.2018,22:00,12.71,(6.029568271021518+0j)
599,25.02.2018,23:00,4.97,(4.409166471949419+0j)
600,26.02.2018,00:00,4.86,(4.376394428614019+0j)
601,26.02.2018,01:00,0.8,(2.398470395973443+0j)
602,26.02.2018,02:00,0.0,0j
603,26.02.2018,03:00,0.41,(1.9194007152337547+0j)
604,26.02.2018,04:00,0.89,(2.4852363793790975+0j)
605,26.02.2018,05:00,1.76,(3.1194300825293193+0j)
606,26.02.2018,06:00,4.97,(4.409166471949419+0j)
607,26.02.2018,07:00,5.05,(4.432698159605455+0j)
608,26.02.2018,08:00,11.86,(5.892043299599523+0j)
609,26.02.2018,09:00,16.3,(6.550888912039116+0j)
610,26.02.2018,10:00,19.06,(6.901529237510736+0j)
611,26.02.2018,11:00,17.74,(6.738381136132146+0j)
612,26.02.2018,12:00,7.82,(5.128298363397762+0j)
613,26.02.2018,13:00,11.74,(5.8721039142842635+0j)
614,26.02.2018,14:00,13.19,(6.104535616074037+0j)
615,26.02.2018,15:00,4.43,(4.243318285288204+0j)
616,26.02.2018,16:00,8.37,(5.245813576135598+0j)
617,26.02.2018,17:00,22.49,(7.2929099630126295+0j)
618,26.02.2018,18:00,18.59,(6.844328251662813+0j)
619,26.02.2018,19:00,18.11,(6.784906233813012+0j)
620,26.02.2018,20:00,37.57,(8.65335986701032+0j)
621,26.02.2018,21:00,51.6,(9.618800868772663+0j)
622,26.02.2018,22:00,51.08,(9.586380500629273+0j)
623,26.02.2018,23:00,49.61,(9.493523776180249+0j)
624,27.02.2018,00:00,53.27,(9.721469821456703+0j)
625,27.02.2018,01:00,53.62,(9.742714359783688+0j)
626,27.02.2018,02:00,42.54,(9.019245226971172+0j)
627,27.02.2018,03:00,6.55,(4.834127863558067+0j)
628,27.02.2018,04:00,6.29,(4.769299346098005+0j)
629,27.02.2018,05:00,3.6,(3.9597873780658985+0j)
630,27.02.2018,06:00,9.34,(5.441099387155398+0j)
631,27.02.2018,07:00,10.53,(5.663007764999008+0j)
632,27.02.2018,08:00,0.0,0j
633,27.02.2018,09:00,0.0,0j
634,27.02.2018,10:00,0.0,0j
635,27.02.2018,11:00,2.24,(3.380547476087765+0j)
636,27.02.2018,12:00,2.27,(3.3955723289587434+0j)
637,27.02.2018,13:00,5.01,(4.420963629104711+0j)
638,27.02.2018,14:00,9.14,(5.401981575870496+0j)
639,27.02.2018,15:00,28.24,(7.867907839598868+0j)
640,27.02.2018,16:00,39.85,(8.824981601564971+0j)
641,27.02.2018,17:00,15.36,(6.422460451445005+0j)
642,27.02.2018,18:00,7.91,(5.147897146334554+0j)
643,27.02.2018,19:00,8.53,(5.279028951468541+0j)
644,27.02.2018,20:00,11.98,(5.911848636094081+0j)
645,27.02.2018,21:00,9.71,(5.512019898280573+0j)
646,27.02.2018,22:00,13.05,(6.082860693885152+0j)
647,27.02.2018,23:00,11.91,(5.900311684429161+0j)
648,28.02.2018,00:00,4.43,(4.243318285288204+0j)
649,28.02.2018,01:00,0.0,0j
650,28.02.2018,02:00,0.0,0j
651,28.02.2018,03:00,0.0,0j
652,28.02.2018,04:00,0.0,0j
653,28.02.2018,05:00,0.25,(1.6276125739279188+0j)
654,28.02.2018,06:00,0.8,(2.398470395973443+0j)
655,28.02.2018,07:00,2.15,(3.334652014048603+0j)
656,28.02.2018,08:00,2.99,(3.722157644346077+0j)
657,28.02.2018,09:00,3.71,(3.9997145995814978+0j)
658,28.02.2018,10:00,2.95,(3.705484822196528+0j)
659,28.02.2018,11:00,2.96,(3.7096670885253666+0j)
660,28.02.2018,12:00,4.29,(4.198138840699077+0j)
661,28.02.2018,13:00,2.16,(3.339814022310346+0j)
662,28.02.2018,14:00,1.29,(2.8125544360628596+0j)
663,28.02.2018,15:00,0.0,0j
664,28.02.2018,16:00,0.0,0j
665,28.02.2018,17:00,0.0,0j
666,28.02.2018,18:00,0.0,0j
667,28.02.2018,19:00,0.0,0j
668,28.02.2018,20:00,0.0,0j
669,28.02.2018,21:00,0.0,0j
670,28.02.2018,22:00,0.0,0j
671,28.02.2018,23:00,0.0,0j
672,01.03.2018,00:00,0.74,(2.3369438264676687+0j)
673,01.03.2018,01:00,7.43,(5.04158744887996+0j)
674,01.03.2018,02:00,1.47,(2.9377182752961772+0j)
675,01.03.2018,03:00,0.0,0j
676,01.03.2018,04:00,0.0,0j
677,01.03.2018,05:00,0.0,0j
678,01.03.2018,06:00,3.57,(3.948757272523432+0j)
679,01.03.2018,07:00,9.39,(5.450791426496872+0j)
680,01.03.2018,08:00,23.01,(7.348689644067861+0j)
681,01.03.2018,09:00,40.54,(8.875625069709942+0j)
682,01.03.2018,10:00,46.6,(9.297503252483532+0j)
683,01.03.2018,11:00,49.37,(9.478189973958061+0j)
684,01.03.2018,12:00,47.48,(9.355663727593823+0j)
685,01.03.2018,13:00,50.26,(9.534806008419569+0j)
686,01.03.2018,14:00,51.65,(9.62190671363454+0j)
687,01.03.2018,15:00,53.29,(9.72268629770308+0j)
688,01.03.2018,16:00,57.1,(9.9490833551609+0j)
689,01.03.2018,17:00,57.44,(9.96879144873459+0j)
690,01.03.2018,18:00,56.01,(9.885369129740853+0j)
691,01.03.2018,19:00,55.17,(9.835701983591257+0j)
692,01.03.2018,20:00,49.58,(9.491609759238017+0j)
693,01.03.2018,21:00,37.89,(8.677858583572938+0j)
694,01.03.2018,22:00,26.73,(7.72509839289388+0j)
695,01.03.2018,23:00,13.97,(6.22257063880145+0j)
696,02.03.2018,00:00,7.35,(5.023427588869014+0j)
697,02.03.2018,01:00,0.0,0j
698,02.03.2018,02:00,0.1,(1.1992351979867215+0j)
699,02.03.2018,03:00,0.68,(2.271994823936354+0j)
700,02.03.2018,04:00,0.8,(2.398470395973443+0j)
701,02.03.2018,05:00,0.33,(1.7854280220603136+0j)
702,02.03.2018,06:00,0.55,(2.116858992438422+0j)
703,02.03.2018,07:00,0.21,(1.5357156084614483+0j)
704,02.03.2018,08:00,0.0,0j
705,02.03.2018,09:00,0.05,(0.9518336074207069+0j)
706,02.03.2018,10:00,2.98,(3.7180034470949668+0j)
707,02.03.2018,11:00,7.16,(4.979763383664877+0j)
708,02.03.2018,12:00,3.06,(3.7509808092514985+0j)
709,02.03.2018,13:00,0.12,(1.2743775596059947+0j)
710,02.03.2018,14:00,0.0,0j
711,02.03.2018,15:00,0.45,(1.9798936890329493+0j)
712,02.03.2018,16:00,0.92,(2.5128523774528406+0j)
713,02.03.2018,17:00,2.91,(3.688660595802349+0j)
714,02.03.2018,18:00,3.9,(4.06686012627793+0j)
715,02.03.2018,19:00,7.8,(5.123922680075686+0j)
716,02.03.2018,20:00,9.12,(5.398038522224268+0j)
717,02.03.2018,21:00,11.92,(5.901962583139942+0j)
718,02.03.2018,22:00,22.17,(7.258155434263545+0j)
719,02.03.2018,23:00,29.38,(7.972385621566941+0j)
720,03.03.2018,00:00,37.34,(8.635665358448877+0j)
721,03.03.2018,01:00,36.8,(8.593834245987418+0j)
722,03.03.2018,02:00,39.89,(8.82793334744996+0j)
723,03.03.2018,03:00,46.16,(9.26814813866938+0j)
724,03.03.2018,04:00,29.8,(8.010195604079518+0j)
725,03.03.2018,05:00,24.84,(7.5385571323585205+0j)
726,03.03.2018,06:00,38.42,(8.718132935058355+0j)
727,03.03.2018,07:00,29.33,(7.967860484017634+0j)
728,03.03.2018,08:00,12.96,(6.068844836169668+0j)
729,03.03.2018,09:00,14.47,(6.295939466534182+0j)
730,03.03.2018,10:00,11.04,(5.7529958118085345+0j)
731,03.03.2018,11:00,13.46,(6.145907978436879+0j)
732,03.03.2018,12:00,18.51,(6.834496198979134+0j)
733,03.03.2018,13:00,3.89,(4.063381202316324+0j)
734,03.03.2018,14:00,0.0,0j
735,03.03.2018,15:00,0.0,0j
736,03.03.2018,16:00,0.0,0j
737,03.03.2018,17:00,0.06,(1.0114741393616116+0j)
738,03.03.2018,18:00,1.84,(3.1659956056312106+0j)
739,03.03.2018,19:00,0.81,(2.408422669291877+0j)
740,03.03.2018,20:00,0.2,(1.5109416697183162+0j)
741,03.03.2018,21:00,0.0,0j
742,03.03.2018,22:00,1.16,(2.7147115861642734+0j)
743,03.03.2018,23:00,0.35,(1.8207921884458027+0j)
744,04.03.2018,00:00,0.0,0j
745,04.03.2018,01:00,0.0,0j
746,04.03.2018,02:00,0.0,0j
747,04.03.2018,03:00,0.0,0j
748,04.03.2018,04:00,0.0,0j
749,04.03.2018,05:00,0.0,0j
750,04.03.2018,06:00,0.0,0j
751,04.03.2018,07:00,0.0,0j
752,04.03.2018,08:00,2.96,(3.7096670885253666+0j)
753,04.03.2018,09:00,0.12,(1.2743775596059947+0j)
754,04.03.2018,10:00,0.19,(1.485327540592933+0j)
755,04.03.2018,11:00,0.0,0j
756,04.03.2018,12:00,0.0,0j
757,04.03.2018,13:00,0.0,0j
758,04.03.2018,14:00,2.12,(3.319069300625067+0j)
759,04.03.2018,15:00,8.59,(5.291377602196467+0j)
760,04.03.2018,16:00,8.4,(5.252073502810089+0j)
761,04.03.2018,17:00,19.2,(6.9183857959754755+0j)
762,04.03.2018,18:00,48.44,(9.418297651208848+0j)
763,04.03.2018,19:00,36.74,(8.589161143246516+0j)
764,04.03.2018,20:00,22.89,(7.33589259659102+0j)
765,04.03.2018,21:00,22.69,(7.314464425463689+0j)
766,04.03.2018,22:00,22.24,(7.265786423368488+0j)
767,04.03.2018,23:00,18.74,(6.862687589214473+0j)
768,05.03.2018,00:00,46.98,(9.32270705132037+0j)
769,05.03.2018,01:00,39.11,(8.77001437814901+0j)
770,05.03.2018,02:00,47.71,(9.370746130219294+0j)
771,05.03.2018,03:00,47.06,(9.32799578145847+0j)
772,05.03.2018,04:00,48.0,(9.389694141497902+0j)
773,05.03.2018,05:00,35.0,(8.451368690219411+0j)
774,05.03.2018,06:00,25.97,(7.651178779729427+0j)
775,05.03.2018,07:00,8.68,(5.309793217936329+0j)
776,05.03.2018,08:00,0.0,0j
777,05.03.2018,09:00,0.0,0j
778,05.03.2018,10:00,0.0,0j
779,05.03.2018,11:00,0.0,0j
780,05.03.2018,12:00,0.0,0j
781,05.03.2018,13:00,0.0,0j
782,05.03.2018,14:00,0.0,0j
783,05.03.2018,15:00,0.17,(1.4312670519648043+0j)
784,05.03.2018,16:00,4.99,(4.41507293108301+0j)
785,05.03.2018,17:00,8.29,(5.22904697810314+0j)
786,05.03.2018,18:00,9.9,(5.54773998718671+0j)
787,05.03.2018,19:00,4.63,(4.306238013639396+0j)
788,05.03.2018,20:00,1.19,(2.7379153745781837+0j)
789,05.03.2018,21:00,0.42,(1.9348804217526918+0j)
790,05.03.2018,22:00,0.09,(1.1578488533016102+0j)
791,05.03.2018,23:00,0.0,0j
792,06.03.2018,00:00,0.0,0j
793,06.03.2018,01:00,0.0,0j
794,06.03.2018,02:00,0.0,0j
795,06.03.2018,03:00,1.4,(2.8903274353543473+0j)
796,06.03.2018,04:00,6.25,(4.759168037103534+0j)
797,06.03.2018,05:00,0.52,(2.077648849994676+0j)
798,06.03.2018,06:00,0.11,(1.2379466486370723+0j)
799,06.03.2018,07:00,9.26,(5.4255199192417605+0j)
800,06.03.2018,08:00,26.28,(7.68150210125031+0j)
801,06.03.2018,09:00,41.78,(8.965210930245206+0j)
802,06.03.2018,10:00,47.89,(9.382515972353858+0j)
803,06.03.2018,11:00,45.74,(9.239952815825434+0j)
804,06.03.2018,12:00,34.51,(8.411743472620522+0j)
805,06.03.2018,13:00,17.11,(6.657651172628079+0j)
806,06.03.2018,14:00,5.74,(4.6260287856730375+0j)
807,06.03.2018,15:00,4.48,(4.259222925291961+0j)
808,06.03.2018,16:00,0.65,(2.23807937806669+0j)
809,06.03.2018,17:00,0.0,0j
810,06.03.2018,18:00,0.0,0j
811,06.03.2018,19:00,0.16,(1.4026339964809569+0j)
812,06.03.2018,20:00,17.41,(6.696336823985986+0j)
813,06.03.2018,21:00,11.25,(5.789244266508051+0j)
814,06.03.2018,22:00,0.0,0j
815,06.03.2018,23:00,0.0,0j
816,07.03.2018,00:00,0.0,0j
817,07.03.2018,01:00,0.0,0j
818,07.03.2018,02:00,0.0,0j
819,07.03.2018,03:00,0.16,(1.4026339964809569+0j)
820,07.03.2018,04:00,0.0,0j
821,07.03.2018,05:00,0.0,0j
822,07.03.2018,06:00,0.0,0j
823,07.03.2018,07:00,0.0,0j
824,07.03.2018,08:00,0.12,(1.2743775596059947+0j)
825,07.03.2018,09:00,0.23,(1.5829978028156055+0j)
826,07.03.2018,10:00,0.56,(2.1296114626459803+0j)
827,07.03.2018,11:00,5.5,(4.5606344472152776+0j)
828,07.03.2018,12:00,6.92,(4.923490053394925+0j)
829,07.03.2018,13:00,4.13,(4.145284895641707+0j)
830,07.03.2018,14:00,0.76,(2.35781050045456+0j)
831,07.03.2018,15:00,0.04,(0.8836040487322645+0j)
832,07.03.2018,16:00,3.28,(3.8388014304675093+0j)
833,07.03.2018,17:00,3.89,(4.063381202316324+0j)
834,07.03.2018,18:00,6.24,(4.7566284592269135+0j)
835,07.03.2018,19:00,4.7,(4.327831258714771+0j)
836,07.03.2018,20:00,4.59,(4.293801155894412+0j)
837,07.03.2018,21:00,4.64,(4.309336027667427+0j)
838,07.03.2018,22:00,0.0,0j
839,07.03.2018,23:00,2.74,(3.615385020843088+0j)
840,08.03.2018,00:00,0.0,0j
841,08.03.2018,01:00,0.0,0j
842,08.03.2018,02:00,0.0,0j
843,08.03.2018,03:00,3.5,(3.922777854126708+0j)
844,08.03.2018,04:00,0.0,0j
845,08.03.2018,05:00,0.81,(2.408422669291877+0j)
846,08.03.2018,06:00,2.27,(3.3955723289587434+0j)
847,08.03.2018,07:00,4.07,(4.125112873760327+0j)
848,08.03.2018,08:00,6.73,(4.8780103951352265+0j)
849,08.03.2018,09:00,9.17,(5.407885385569977+0j)
850,08.03.2018,10:00,11.63,(5.853706430259059+0j)
851,08.03.2018,11:00,18.2,(6.796127157619652+0j)
852,08.03.2018,12:00,9.59,(5.489219141688292+0j)
853,08.03.2018,13:00,12.93,(6.064158467637122+0j)
854,08.03.2018,14:00,17.22,(6.67188802836664+0j)
855,08.03.2018,15:00,15.58,(6.452978000408223+0j)
856,08.03.2018,16:00,7.8,(5.123922680075686+0j)
857,08.03.2018,17:00,1.88,(3.188773335581138+0j)
858,08.03.2018,18:00,1.39,(2.8834292529578502+0j)
859,08.03.2018,19:00,22.15,(7.2559722019362365+0j)
860,08.03.2018,20:00,39.65,(8.810193167318587+0j)
861,08.03.2018,21:00,7.61,(5.081975718210359+0j)
862,08.03.2018,22:00,3.72,(4.003305009588031+0j)
863,08.03.2018,23:00,6.53,(4.829202615253784+0j)
864,09.03.2018,00:00,8.13,(5.195187367454003+0j)
865,09.03.2018,01:00,6.75,(4.882837721783756+0j)
866,09.03.2018,02:00,20.6,(7.082611825100727+0j)
867,09.03.2018,03:00,37.46,(8.644906312913692+0j)
868,09.03.2018,04:00,5.6,(4.588108811414038+0j)
869,09.03.2018,05:00,5.81,(4.644757851401034+0j)
870,09.03.2018,06:00,22.0,(7.239555919151939+0j)
871,09.03.2018,07:00,36.32,(8.556306107391359+0j)
872,09.03.2018,08:00,44.5,(9.155689103199585+0j)
873,09.03.2018,09:00,52.98,(9.703796598879517+0j)
874,09.03.2018,10:00,45.48,(9.22241197536529+0j)
875,09.03.2018,11:00,34.94,(8.446536574420323+0j)
876,09.03.2018,12:00,36.51,(8.571200302916788+0j)
877,09.03.2018,13:00,35.34,(8.478646887289372+0j)
878,09.03.2018,14:00,30.27,(8.052087897429123+0j)
879,09.03.2018,15:00,25.02,(7.556722400499472+0j)
880,09.03.2018,16:00,16.59,(6.589510617201531+0j)
881,09.03.2018,17:00,12.78,(6.040617242826738+0j)
882,09.03.2018,18:00,15.59,(6.454358316600143+0j)
883,09.03.2018,19:00,28.94,(7.932386662750314+0j)
884,09.03.2018,20:00,8.36,(5.2437236103462155+0j)
885,09.03.2018,21:00,7.32,(5.01658367359762+0j)
886,09.03.2018,22:00,7.83,(5.130483407702802+0j)
887,09.03.2018,23:00,18.08,(6.781157666069982+0j)
888,10.03.2018,00:00,22.66,(7.31123935254761+0j)
889,10.03.2018,01:00,14.13,(6.246236454932937+0j)
890,10.03.2018,02:00,12.74,(6.034308499602055+0j)
891,10.03.2018,03:00,12.82,(6.046912835963549+0j)
892,10.03.2018,04:00,6.86,(4.909218987683349+0j)
893,10.03.2018,05:00,5.4,(4.532825009154949+0j)
894,10.03.2018,06:00,4.27,(4.191604761903999+0j)
895,10.03.2018,07:00,1.65,(3.0530389722456874+0j)
896,10.03.2018,08:00,0.0,0j
897,10.03.2018,09:00,1.1,(2.66707520423242+0j)
898,10.03.2018,10:00,2.47,(3.492502168823125+0j)
899,10.03.2018,11:00,3.71,(3.9997145995814978+0j)
900,10.03.2018,12:00,4.57,(4.287555618124829+0j)
901,10.03.2018,13:00,13.5,(6.151990028896081+0j)
902,10.03.2018,14:00,17.8,(6.745969409589165+0j)
903,10.03.2018,15:00,19.54,(6.9589847779379275+0j)
904,10.03.2018,16:00,13.92,(6.215138034213581+0j)
905,10.03.2018,17:00,7.83,(5.130483407702802+0j)
906,10.03.2018,18:00,11.69,(5.863755731412296+0j)
907,10.03.2018,19:00,15.12,(6.38883438793794+0j)
908,10.03.2018,20:00,7.16,(4.979763383664877+0j)
909,10.03.2018,21:00,8.31,(5.233248705084278+0j)
910,10.03.2018,22:00,11.21,(5.782374791926133+0j)
911,10.03.2018,23:00,14.97,(6.367637037730342+0j)
912,11.03.2018,00:00,13.68,(6.17921157824166+0j)
913,11.03.2018,01:00,18.5,(6.833265201798513+0j)
914,11.03.2018,02:00,20.83,(7.10887356334297+0j)
915,11.03.2018,03:00,19.68,(6.975565131095986+0j)
916,11.03.2018,04:00,14.41,(6.287225352329592+0j)
917,11.03.2018,05:00,15.43,(6.432202009855033+0j)
918,11.03.2018,06:00,14.18,(6.253595364253611+0j)
919,11.03.2018,07:00,10.67,(5.68799457099747+0j)
920,11.03.2018,08:00,8.05,(5.178090781892688+0j)
921,11.03.2018,09:00,7.69,(5.09972173988945+0j)
922,11.03.2018,10:00,4.85,(4.373390725248567+0j)
923,11.03.2018,11:00,4.43,(4.243318285288204+0j)
924,11.03.2018,12:00,8.8,(5.33415040846484+0j)
925,11.03.2018,13:00,22.55,(7.299389673185382+0j)
926,11.03.2018,14:00,35.51,(8.49222041051751+0j)
927,11.03.2018,15:00,42.16,(8.992309250895005+0j)
928,11.03.2018,16:00,53.86,(9.757228667067526+0j)
929,11.03.2018,17:00,56.55,(9.917036305343974+0j)
930,11.03.2018,18:00,56.87,(9.935707006700474+0j)
931,11.03.2018,19:00,57.58,(9.976883942157489+0j)
932,11.03.2018,20:00,57.75,(9.986692925805665+0j)
933,11.03.2018,21:00,57.05,(9.946178513140268+0j)
934,11.03.2018,22:00,57.58,(9.976883942157489+0j)
935,11.03.2018,23:00,57.69,(9.983233132379363+0j)
936,12.03.2018,00:00,57.47,(9.97052666051006+0j)
937,12.03.2018,01:00,57.81,(9.990150323667406+0j)
938,12.03.2018,02:00,57.7,(9.983809931151873+0j)
939,12.03.2018,03:00,57.84,(9.99187812555652+0j)
940,12.03.2018,04:00,57.69,(9.983233132379363+0j)
941,12.03.2018,05:00,57.55,(9.97515094161157+0j)
942,12.03.2018,06:00,57.6,(9.978038941466506+0j)
943,12.03.2018,07:00,56.08,(9.889485583750727+0j)
944,12.03.2018,08:00,55.34,(9.845794152291234+0j)
945,12.03.2018,09:00,54.17,(9.775912639355907+0j)
946,12.03.2018,10:00,49.88,(9.510715305477284+0j)
947,12.03.2018,11:00,31.76,(8.182095257163486+0j)
948,12.03.2018,12:00,25.39,(7.593790304906968+0j)
949,12.03.2018,13:00,24.74,(7.528427373942941+0j)
950,12.03.2018,14:00,20.9,(7.116827872239206+0j)
951,12.03.2018,15:00,22.97,(7.344428915677402+0j)
952,12.03.2018,16:00,25.12,(7.566776593304975+0j)
953,12.03.2018,17:00,23.05,(7.3529454374871035+0j)
954,12.03.2018,18:00,25.13,(7.567780544038967+0j)
955,12.03.2018,19:00,31.22,(8.13545785573894+0j)
956,12.03.2018,20:00,23.31,(7.380488783746441+0j)
957,12.03.2018,21:00,35.8,(8.515275606208299+0j)
958,12.03.2018,22:00,41.76,(8.963780159245767+0j)
959,12.03.2018,23:00,31.7,(8.176939556203402+0j)
960,13.03.2018,00:00,47.4,(9.350406258811699+0j)
961,13.03.2018,01:00,47.92,(9.384474744012511+0j)
962,13.03.2018,02:00,42.7,(9.03053870594881+0j)
963,13.03.2018,03:00,51.0,(9.581373249522086+0j)
964,13.03.2018,04:00,25.69,(7.623581862655279+0j)
965,13.03.2018,05:00,8.97,(5.368280263174565+0j)
966,13.03.2018,06:00,14.07,(6.237382812371376+0j)
967,13.03.2018,07:00,12.2,(5.947817626677846+0j)
968,13.03.2018,08:00,5.25,(4.4904596799916385+0j)
